,SimNum,Iteration,Loss
0,0,0,0.02107014408835305
1,0,1,0.016901822644361512
2,0,2,0.017867297991433898
3,0,3,0.01604043030529346
4,0,4,0.027239252477355674
5,0,5,0.009416602377285317
6,0,6,0.005771779027330506
7,0,7,0.005464067807334541
8,0,8,0.005878452390975427
9,0,9,0.005813634213861753
10,0,10,0.005357221021798074
11,0,11,0.005276436871594916
12,0,12,0.0052864527382338895
13,0,13,0.005293723096381054
14,0,14,0.0062701993269979155
15,0,15,0.006216063768567054
16,0,16,0.009703201243813873
17,0,17,0.005323427524210033
18,0,18,0.005318430242102807
19,0,19,0.005610333310035329
20,0,20,0.005316006525664235
21,0,21,0.005371311811949183
22,0,22,0.005400247255792576
23,0,23,0.005398597759803035
24,0,24,0.005692039459642053
25,0,25,0.009314964401250677
26,0,26,0.00650709660108644
27,0,27,0.005343491551014259
28,0,28,0.005342212952466119
29,0,29,0.005340090190708522
30,0,30,0.005346706473743383
31,0,31,0.005348125492961328
32,0,32,0.005349260752251707
33,0,33,0.005350105229927543
34,0,34,0.005350170926286481
35,0,35,0.00535025905977007
36,0,36,0.006061787147786984
37,0,37,0.005349882448601928
38,0,38,0.005352775200713075
39,0,39,0.006184654718221515
40,0,40,0.005354101622277369
41,0,41,0.005355300741753111
42,0,42,0.005354773032859464
43,0,43,0.005355157586907126
44,0,44,0.005354515285256252
45,0,45,0.005500921935355178
46,0,46,0.0053486228563515495
47,0,47,0.005357477275423044
48,0,48,0.005355858592965008
49,0,49,0.005346714259008834
50,1,0,0.02246505029129224
51,1,1,0.009828677871995314
52,1,2,0.01161663418773523
53,1,3,0.02864087261254724
54,1,4,0.0081759036150474
55,1,5,0.006170998732178582
56,1,6,0.006216798310797335
57,1,7,0.005475273253043347
58,1,8,0.005469358695326625
59,1,9,0.007250403559632867
60,1,10,0.005466735412835011
61,1,11,0.006510487021378396
62,1,12,0.006563608880610368
63,1,13,0.005458177939376253
64,1,14,0.006299354935465016
65,1,15,0.0054237547658558
66,1,16,0.0053997067499859976
67,1,17,0.005810458566965463
68,1,18,0.007614324654678279
69,1,19,0.006063526985757014
70,1,20,0.006368151752194991
71,1,21,0.005288204186953178
72,1,22,0.0052836577548289925
73,1,23,0.007118619164023758
74,1,24,0.005281811025584574
75,1,25,0.005284484819328367
76,1,26,0.005283720504972431
77,1,27,0.005285910512801393
78,1,28,0.009817576521620911
79,1,29,0.005290517371202708
80,1,30,0.0052907814994437264
81,1,31,0.0052990177166332385
82,1,32,0.005304335070516165
83,1,33,0.005311224652867486
84,1,34,0.005484358542765646
85,1,35,0.005743019602600721
86,1,36,0.005277128340558328
87,1,37,0.005265379269632208
88,1,38,0.005263972833344088
89,1,39,0.0052676494458191395
90,1,40,0.005271699163025102
91,1,41,0.005270976989652855
92,1,42,0.00527101820971179
93,1,43,0.005265272952929798
94,1,44,0.005310141781428916
95,1,45,0.005271872873702189
96,1,46,0.005273086970778685
97,1,47,0.0052694208232053116
98,1,48,0.005274206685861149
99,1,49,0.005274396284234421
100,2,0,0.009595899946873791
101,2,1,0.015814022542874576
102,2,2,0.027563252852288757
103,2,3,0.0188245634617195
104,2,4,0.008834325787215342
105,2,5,0.01017770766489494
106,2,6,0.006458314474887435
107,2,7,0.011541663081595792
108,2,8,0.0055786683814880176
109,2,9,0.006186227054437292
110,2,10,0.005716990486582594
111,2,11,0.04420919935004406
112,2,12,0.007330375109351957
113,2,13,0.0054403956463733505
114,2,14,0.005460940027571163
115,2,15,0.005470111733812122
116,2,16,0.005472209858914492
117,2,17,0.006063454017811882
118,2,18,0.005473515646021645
119,2,19,0.005388073739395649
120,2,20,0.0059305292381236045
121,2,21,0.005377497597649563
122,2,22,0.005372034548576071
123,2,23,0.005917771094870326
124,2,24,0.0053853606193392575
125,2,25,0.005636267562224228
126,2,26,0.0054350380019541865
127,2,27,0.005458686343602481
128,2,28,0.005493888598137892
129,2,29,0.005515512105978744
130,2,30,0.005550558540263273
131,2,31,0.005576572517984747
132,2,32,0.005611458946610251
133,2,33,0.005896363995748802
134,2,34,0.0055652697522236465
135,2,35,0.005487872144156546
136,2,36,0.005431730105915718
137,2,37,0.005395563652038767
138,2,38,0.005383072526982354
139,2,39,0.0053953406748023965
140,2,40,0.005422258731881537
141,2,41,0.0054263111024007256
142,2,42,0.005431420705859817
143,2,43,0.005436623356917672
144,2,44,0.005442074337067828
145,2,45,0.005443798657700798
146,2,46,0.005441102297602319
147,2,47,0.005438410403589555
148,2,48,0.017577784145354592
149,2,49,0.00538854462222013
150,3,0,0.02868643802725805
151,3,1,0.015345532772946688
152,3,2,0.03885415020523632
153,3,3,0.008326052845411389
154,3,4,0.023609702364296114
155,3,5,0.005970794357825371
156,3,6,0.008039995290962516
157,3,7,0.007328214744593898
158,3,8,0.006054381655004234
159,3,9,0.005478515160147238
160,3,10,0.03877736940636919
161,3,11,0.007543598365163197
162,3,12,0.01101558750346242
163,3,13,0.005523018745934865
164,3,14,0.005522718237075367
165,3,15,0.005886217153144421
166,3,16,0.00577183473728648
167,3,17,0.005497365230081152
168,3,18,0.0054708618516194525
169,3,19,0.005421121814213598
170,3,20,0.005366175748581327
171,3,21,0.00532952178626788
172,3,22,0.00532628278483602
173,3,23,0.009049960060588499
174,3,24,0.005317796480948305
175,3,25,0.00532484619725047
176,3,26,0.00533336970975356
177,3,27,0.0053347882648933295
178,3,28,0.005334805520538889
179,3,29,0.0054326663274039365
180,3,30,0.005491267100381135
181,3,31,0.005500813092756355
182,3,32,0.005500003918437083
183,3,33,0.0054924184067218305
