X,Y,f_H_train
0.8,0.68,0.11043355620209612
0.42,0.54,0.02582530500265197
0.9400000000000001,0.4,0.03472901727697635
0.34,0.08,0.005125688696936507
0.9,0.8,0.10426521377381498
0.68,0.4,0.0038102997710969646
0.96,0.56,0.02013616938707117
0.16,0.54,0.03928097276334142
0.44,0.86,0.9918135787763764
0.46,0.68,0.21973005587323544
0.36,0.4,0.020813499409272903
0.36,0.44,0.02643858327311109
0.4,0.56,0.03653205634706746
0.2,0.32,0.006624742116175557
0.58,0.52,0.010108786832661053
0.56,0.6,0.03142102023070736
0.1,0.24,0.023493690756938364
0.46,0.14,0.00163676979638068
0.92,0.64,0.0373707601110042
0.12,0.5,0.027163080622399947
0.56,0.34,0.002204768086804369
0.34,0.18,0.0038538307841862354
0.26,0.14,0.015618107059473288
0.96,0.56,0.02013616938707117
0.54,0.9,0.540787391126813
0.8200000000000001,0.98,0.196083799296963
0.8,0.8200000000000001,0.33797001174645247
0.52,0.32,0.0030431491392065428
0.92,0.58,0.029598291891582813
0.86,0.46,0.02208584954220572
0.1,0.48,0.020510283912252625
0.08,0.32,0.01023933188375146
0.96,0.14,0.11812621000130917
0.68,0.58,0.026079008897743294
0.58,0.28,0.0016159886886848078
0.06,0.08,0.0962642236941412
0.86,0.8200000000000001,0.20082906664816086
0.54,0.8,0.43608953632661474
0.54,0.08,0.0012922048512633785
0.54,0.98,0.39778522604611305
0.24,0.0,0.031118357405815714
0.84,0.56,0.03657061413026918
0.08,0.9400000000000001,0.0037869441934641054
0.48,0.96,0.7062096098089592
0.8,0.02,0.03899658165101087
0.36,0.34,0.012870670101023251
0.02,0.64,0.014294885001777204
0.74,0.08,0.02089482139998245
0.22,0.92,0.10836181291189366
0.48,0.98,0.6288385535583256
0.06,0.1,0.0893891099441169
0.92,0.88,0.07315283480580949
0.32,0.06,0.008022489725731745
0.6,0.54,0.014022571853584374
0.8,0.46,0.014105070402545307
0.72,0.18,0.013379446681106797
0.62,0.42,0.0038905564776218226
0.26,0.14,0.015618107059473288
0.5,0.44,0.00597659976430304
0.58,0.54,0.012976607743220802
0.48,0.56,0.021436818323298412
0.24,0.0,0.031118357405815714
0.2,0.1,0.045063587266921626
0.12,0.04,0.09326073832888922
0.12,0.4,0.00990074335433339
0.28,0.16,0.009580828907791243
0.06,0.58,0.02549594158435186
0.06,0.72,0.013854358804012177
0.78,0.7000000000000001,0.13784481298535908
0.8,0.2,0.05298408034935488
0.4,0.92,0.8823569593714464
0.96,0.1,0.11181596602660986
0.38,0.7000000000000001,0.31184035357924467
0.0,0.4,0.005264215797350505
0.0,0.48,0.0071037847608691595
0.48,0.86,0.8625125860309621
0.26,0.58,0.05427494254052228
0.04,0.06,0.09667033758764514
0.9400000000000001,0.86,0.04878435088794299
0.14,0.46,0.02117290691825882
0.46,0.56,0.02466881706491575
0.86,0.4,0.02539408752223008
0.1,0.34,0.008012263506240614
0.78,0.76,0.24771787283678187
0.26,0.4,0.020909846295783584
0.72,0.0,0.008483519957066568
0.52,0.72,0.2581929696936024
0.8200000000000001,0.16,0.07694133031409871
0.54,1.0,0.3444616029495473
0.58,0.2,0.0014418100414104681
0.44,0.58,0.039406558117232496
0.2,0.78,0.10603820313449254
0.22,0.18,0.017606215430569307
0.32,0.66,0.13900199909276653
0.54,0.8200000000000001,0.48115051008858467
0.5,0.58,0.027642810102536487
0.02,0.48,0.009404550277665043
0.26,0.54,0.04854006501819853
0.24,0.48,0.03769016239357516
0.06,0.8,0.006989313981536033
0.52,0.78,0.4588311390605055
0.62,0.04,0.0017283245435555851
0.9400000000000001,0.8,0.04749731255760711
0.32,0.76,0.4115543565843548
0.74,0.96,0.3358242719329098
0.72,0.3,0.006464771353153653
0.08,0.38,0.007601653630518163
0.28,0.8,0.3426531940486734
0.58,0.46,0.005149874484565781
0.26,0.92,0.21344747490893695
0.9,0.38,0.03564333576593516
0.06,0.92,0.0029325013244720106
0.76,0.04,0.02481418283413572
0.4,0.62,0.09059918211412768
0.36,0.32,0.01070386923736334
0.78,0.14,0.04621360248347998
0.26,0.32,0.008195998142522186
0.52,0.38,0.0038408594174815583
0.88,0.22,0.09811220446939942
0.5,0.86,0.7588721060341509
0.28,0.3,0.007238360742754544
0.9,0.7000000000000001,0.06408968609574625
0.26,0.72,0.1682259198680319
1.0,0.18,0.08469451050099301
0.88,0.3,0.057287015635120155
0.92,0.46,0.02754894042639335
0.2,0.16,0.02752258023719451
0.78,0.7000000000000001,0.13784481298535908
0.68,0.6,0.0322228043179669
0.76,0.28,0.016570528455732505
0.96,0.34,0.04475131542777732
0.76,0.1,0.03217257931630683
0.9400000000000001,0.44,0.02983059970769617
0.78,0.8200000000000001,0.3639072313846536
0.88,0.36,0.03679181371951681
0.12,0.62,0.03772466929800198
0.64,0.98,0.21051383951131172
0.86,0.02,0.06810435752995092
0.24,0.8,0.2057515888485432
0.12,0.6,0.0384174435200348
0.24,0.04,0.033335827342435
0.34,0.96,0.4760654046830646
0.36,0.9,0.7515847493561333
0.0,0.4,0.005264215797350505
0.38,0.72,0.3989976852336118
0.1,0.9,0.008556377865077186
0.58,0.26,0.0015524982642614608
0.46,0.0,0.0013151245322437556
0.78,0.72,0.1701739106466245
0.52,0.72,0.2581929696936024
0.08,0.16,0.05936703856833962
0.56,0.08,0.0013121607532213116
0.76,0.36,0.009070311160550074
0.24,0.3,0.006359919527920267
0.44,0.2,0.002685561493948156
0.2,0.76,0.09914251093886027
0.38,0.62,0.09113674837678964
0.8,0.18,0.05720670370705444
0.3,0.8,0.4255588982919276
0.6,0.68,0.08916916731574334
0.28,0.22,0.005859323779164436
0.9,0.0,0.06590582485031812
0.1,0.56,0.03331229766327367
0.9400000000000001,0.68,0.03220661334696285
0.98,0.3,0.05176330290354315
0.9,0.64,0.046833987364653114
0.26,0.96,0.15783895344951324
0.84,0.42,0.01974446463709725
0.92,0.6,0.03188384846452699
0.9400000000000001,0.9400000000000001,0.033884818035362765
0.34,0.16,0.003940775651445655
0.18,0.58,0.04520412967462773
0.44,0.32,0.0074204814942331575
0.88,0.18,0.11533490289549206
0.02,0.2,0.04118010736445659
0.42,0.96,0.7794467876238511
0.44,0.86,0.9918135787763764
0.44,0.42,0.012237291331410573
0.84,0.44,0.01910681678565987
0.96,0.9400000000000001,0.020394945831208985
0.22,0.24,0.008412796016144215
0.46,0.3,0.0053842560707029405
0.04,0.6,0.020558394860423906
0.2,0.36,0.009520745618926936
0.76,0.98,0.2853595732017467
0.46,0.56,0.02466881706491575
0.08,0.38,0.007601653630518163
0.0,0.1,0.07167047230751561
0.68,0.24,0.004084028830510147
0.88,0.42,0.026767309163073023
0.32,0.36,0.01571312753526361
0.88,0.3,0.057287015635120155
0.08,0.9400000000000001,0.0037869441934641054
0.88,0.92,0.1338264655144854
1.0,0.06,0.07136842560638536
0.1,0.92,0.007238887360752674
0.1,0.72,0.02227834840040246
0.32,0.68,0.1806967431329781
0.5,0.96,0.627354779308221
0.8200000000000001,0.58,0.042883919509952906
0.78,0.64,0.07155516578868665
0.1,0.44,0.013624868022564855
0.06,0.9400000000000001,0.0025507515049636386
0.8200000000000001,0.44,0.01596281104022461
0.84,0.56,0.03657061413026918
0.9400000000000001,0.46,0.027860891541951135
0.4,0.76,0.6246298648724906
0.2,0.04,0.053795713197788406
0.0,0.46,0.006162150791013533
0.18,0.56,0.04364112994989928
0.18,0.18,0.026735024060363093
0.9400000000000001,0.1,0.12063935308687225
0.74,0.86,0.41900900545998476
0.46,0.96,0.762851204633225
0.24,0.08,0.03075192028314492
0.92,0.16,0.12936119416364983
0.26,0.02,0.024363829803319526
0.76,0.62,0.05397203396517803
0.0,1.0,0.0013027717361911227
0.56,0.22,0.001520511106715242
0.28,0.88,0.3432272141722152
0.28,0.26,0.0055190427565911864
0.92,1.0,0.030012351963522733
0.28,0.6,0.06238762504134027
0.34,0.34,0.013023747427990853
0.68,0.18,0.00533187330634366
0.96,0.04,0.08357887481571356
0.48,0.86,0.8625125860309621
0.44,0.86,0.9918135787763764
0.88,0.52,0.02758605107489627
0.56,0.84,0.4264867934233845
0.4,0.38,0.014759224530155119
0.76,0.44,0.008804630913161943
0.76,0.1,0.03217257931630683
0.78,0.84,0.39048590492857704
0.74,0.2,0.018882392502329523
0.72,1.0,0.24171095803398268
0.1,1.0,0.0032527257916198046
0.76,0.5,0.0149375833591208
0.16,0.64,0.04401290584412748
0.66,0.08,0.0035932729912459883
0.14,0.78,0.03579123016843813
0.72,0.44,0.006646445885442998
0.44,0.8200000000000001,0.9011986741082673
0.08,0.34,0.00856293942026953
0.98,0.26,0.06747315221717497
1.0,0.62,0.010810522154789165
0.16,0.78,0.05235364004441927
0.18,0.7000000000000001,0.05758214851880536
0.3,0.92,0.37709434028611455
