X,Y,f_H
0.0,0.0,0.045554623102500386
0.0,0.02,0.06943191775786525
0.0,0.04,0.09812785104417689
0.0,0.06,0.128524287616453
0.0,0.08,0.15593154276246002
0.0,0.1,0.17517212744907387
0.0,0.12,0.18215254770552186
0.0,0.14,0.17528581045313793
0.0,0.16,0.15609641769266064
0.0,0.18,0.12870384225599824
0.0,0.2,0.09843834865649877
0.0,0.22,0.0702446354590496
0.0,0.24,0.04753686141278697
0.0,0.26,0.03182635696749939
0.0,0.28,0.02301263775418204
0.0,0.3,0.019974544094835504
0.0,0.32,0.021114514537918166
0.0,0.34,0.024700873950434684
0.0,0.36,0.029050558096886475
0.0,0.38,0.032677025619165266
0.0,0.4,0.034480539134140856
0.0,0.42,0.03395178864158687
0.0,0.44,0.0312881996750213
0.0,0.46,0.027335889927869346
0.0,0.48,0.023349618174894757
0.0,0.5,0.020643895179913073
0.0,0.52,0.020238536600379626
0.0,0.54,0.02258101199281191
0.0,0.56,0.027395365569910034
0.0,0.58,0.03369348411224045
0.0,0.6,0.03997658379528165
0.0,0.62,0.04461597558740569
0.0,0.64,0.046322538151531985
0.0,0.66,0.04453939157901015
0.0,0.68,0.03959138859351701
0.0,0.7000000000000001,0.03252519931272883
0.0,0.72,0.02472416876791404
0.0,0.74,0.017488507582748666
0.0,0.76,0.011770006267962584
0.0,0.78,0.008153222416684522
0.0,0.8,0.007048542818190001
0.0,0.8200000000000001,0.00896952857994925
0.0,0.84,0.014729668236038992
0.0,0.86,0.025405862036877825
0.0,0.88,0.04197802212038095
0.0,0.9,0.06468117512723369
0.0,0.92,0.09228969798354908
0.0,0.9400000000000001,0.12171312558128945
0.0,0.96,0.14828171721715963
0.0,0.98,0.16684432369872654
0.0,1.0,0.1733652198963272
0.02,0.0,0.057723011602995845
0.02,0.02,0.08610472185112356
0.02,0.04,0.11928717112209675
0.02,0.06,0.15340627179465663
0.02,0.08,0.18305531307157058
0.02,0.1,0.20259575951698672
0.02,0.12,0.20788786604142223
0.02,0.14,0.19773175641353516
0.02,0.16,0.17434592342771096
0.02,0.18,0.14264321544472042
0.02,0.2,0.10865170669300588
0.02,0.22,0.0778062767080193
0.02,0.24,0.05378938920514374
0.02,0.26,0.038205362468977856
0.02,0.28,0.0309203033876029
0.02,0.3,0.030661422312910108
0.02,0.32,0.03552561467670932
0.02,0.34,0.04328138887996386
0.02,0.36,0.0515661038716113
0.02,0.38,0.05814472919837685
0.02,0.4,0.06129578803812605
0.02,0.42,0.06022461305138171
0.02,0.44,0.055306646957269716
0.02,0.46,0.048007111377111895
0.02,0.48,0.0404721093500948
0.02,0.5,0.034930972756581205
0.02,0.52,0.033100730352869465
0.02,0.54,0.03573955949038187
0.02,0.56,0.042426516448143936
0.02,0.58,0.051608264842339664
0.02,0.6,0.06093764131343856
0.02,0.62,0.06787553580046031
0.02,0.64,0.07041511855900692
0.02,0.66,0.06767959619128655
0.02,0.68,0.0601450977394991
0.02,0.7000000000000001,0.049391111480371036
0.02,0.72,0.03750672527901694
0.02,0.74,0.02643965841476979
0.02,0.76,0.017570598133158723
0.02,0.78,0.011647257618971394
0.02,0.8,0.009025216044044137
0.02,0.8200000000000001,0.010035219782140756
0.02,0.84,0.015262576194646273
0.02,0.86,0.025563294645933897
0.02,0.88,0.041731128865740194
0.02,0.9,0.06386873236165433
0.02,0.92,0.09069334554277039
0.02,0.9400000000000001,0.1191515953732941
0.02,0.96,0.14470495713987228
0.02,0.98,0.1623943791160837
0.02,1.0,0.1683740030818919
0.04,0.0,0.07523464280371002
0.04,0.02,0.1092775421394366
0.04,0.04,0.14752390043173114
0.04,0.06,0.18507312587383803
0.04,0.08,0.21572034894496725
0.04,0.1,0.23356740092889347
0.04,0.12,0.2348679502516394
0.04,0.14,0.21933627255702162
0.04,0.16,0.19031546308159314
0.04,0.18,0.1537210337846684
0.04,0.2,0.1162534276316138
0.04,0.22,0.08366137358187814
0.04,0.24,0.0596869039021258
0.04,0.26,0.045872947612537095
0.04,0.28,0.04197317697598047
0.04,0.3,0.04652126294298831
0.04,0.32,0.057239262786041134
0.04,0.34,0.07124768372474702
0.04,0.36,0.08526883420331155
0.04,0.38,0.09604205696911146
0.04,0.4,0.10099124143596815
0.04,0.42,0.09893823799030182
0.04,0.44,0.09052558428182832
0.04,0.46,0.07810084765970016
0.04,0.48,0.06506429906310963
0.04,0.5,0.05491897057696449
0.04,0.52,0.05034305468323838
0.04,0.54,0.05252426880407174
0.04,0.56,0.060866647043220944
0.04,0.58,0.0731045868428419
0.04,0.6,0.08583057542916019
0.04,0.62,0.0953773093260524
0.04,0.64,0.09885111805556773
0.04,0.66,0.09497217432322519
0.04,0.68,0.08438056111995464
0.04,0.7000000000000001,0.06927691165175309
0.04,0.72,0.052579364354018845
0.04,0.74,0.036997559828543906
0.04,0.76,0.024415347982789805
0.04,0.78,0.015765411205746167
0.04,0.8,0.011320233567400419
0.04,0.8200000000000001,0.01115737273258071
0.04,0.84,0.015529694010776028
0.04,0.86,0.02494537079511569
0.04,0.88,0.03988550451180203
0.04,0.9,0.06023569091862494
0.04,0.92,0.08466602172213629
0.04,0.9400000000000001,0.11030575465079857
0.04,0.96,0.13302671352218226
0.04,0.98,0.14841215505749933
0.04,1.0,0.15311807409672526
0.06,0.0,0.1018699518760528
0.06,0.02,0.144129330450154
0.06,0.04,0.18940494099441502
0.06,0.06,0.2312347559607409
0.06,0.08,0.262311422073631
0.06,0.1,0.2765385007180339
0.06,0.12,0.2709949151945977
0.06,0.14,0.2469638167005257
0.06,0.16,0.20956316533577204
0.06,0.18,0.16616255857773524
0.06,0.2,0.12430839848706193
0.06,0.22,0.09000355527811911
0.06,0.24,0.06686821650039257
0.06,0.26,0.056185320941923016
0.06,0.28,0.057430746956124795
0.06,0.3,0.06880468870937342
0.06,0.32,0.08750049779490227
0.06,0.34,0.10978790568200608
0.06,0.36,0.1312199281823387
