,SimNum,Iteration,Period,Fidelity,Loss
0,0,0,0,S,0.03204720779614607
1,0,1,0,S,0.02023765762297122
2,0,2,0,S,0.019173124711077252
3,0,3,0,S,0.0183396093190802
4,0,4,0,S,0.017384307394410256
5,0,5,0,S,0.01685410146359042
6,0,6,0,S,0.016247702443081193
7,0,7,0,S,0.0075042428734934125
8,0,8,0,S,0.007328725155736788
9,0,9,0,S,0.007201762899488057
10,0,10,0,S,0.007103229989002245
11,0,11,0,S,0.0070377728191444765
12,0,12,0,S,0.006979115678820653
13,0,13,0,S,0.006955557169387671
14,0,14,0,S,0.006944313298348295
15,0,15,0,S,0.006931220738833632
16,0,16,1,S,0.006931608822113024
17,0,17,1,S,0.01687188865046658
18,0,18,1,S,0.017293124795271606
19,0,19,1,S,0.017290084975122973
20,0,20,1,S,0.017249905745946273
21,0,21,1,S,0.01725012405876127
22,0,22,1,S,0.017202474283801835
23,0,23,1,S,0.0171482944531963
24,0,24,1,S,0.017118549547249468
25,0,25,1,S,0.012768045940574716
26,0,26,1,S,0.01231748212593081
27,0,27,1,S,0.006846432300902787
28,0,28,1,S,0.006832600492894217
29,0,29,1,S,0.006823560907371804
30,0,30,1,S,0.0068085581845480185
31,0,31,1,S,0.006798406300163719
32,0,32,1,S,0.006782763123316273
33,0,33,1,S,0.006768694290086909
34,0,34,1,S,0.006894107144072368
35,0,35,1,S,0.006764895708772196
36,0,36,1,S,0.006760457005594351
37,0,37,1,S,0.006755923304144537
38,0,38,1,S,0.006755923304144537
39,0,39,1,S,0.0067559233041445356
40,0,40,1,S,0.006755923304144536
41,0,41,1,S,0.006755923304144535
42,0,42,1,S,0.0067559233041445356
43,0,43,1,S,0.006755923304144536
44,0,44,1,S,0.006755923304144535
45,0,45,1,S,0.0067559233041445356
46,0,46,1,S,0.0067559233041445356
47,0,47,1,S,0.0067559233041445356
48,0,48,2,S,0.0067559233041445356
49,0,49,2,S,0.016326347226478057
50,0,50,2,S,0.01687188865046658
51,0,51,2,S,0.01687188865046658
52,0,52,2,S,0.01687188865046658
53,0,53,2,S,0.01687188865046658
54,0,54,2,S,0.01687188865046658
55,0,55,2,S,0.01687188865046658
56,0,56,2,S,0.01687188865046658
57,0,57,2,S,0.01687188865046658
58,0,58,2,S,0.01687188865046658
59,0,59,2,S,0.016326347226478057
60,0,60,2,S,0.016326347226478057
61,0,61,2,S,0.01657935170344209
62,0,62,2,S,0.016574184315440943
63,0,63,2,S,0.016033604415560954
64,0,64,2,S,0.01602962566153824
65,0,65,2,S,0.016561323966821313
66,0,66,2,S,0.016554542770340287
67,0,67,2,S,0.01654643974807149
68,0,68,2,S,0.01230437350965116
69,0,69,2,S,0.00673575237566387
70,0,70,2,S,0.006574472844173477
71,0,71,2,S,0.006566465689575679
72,0,72,2,S,0.006562542167283985
73,0,73,2,S,0.006558572895154325
74,0,74,2,S,0.006556510621126161
75,0,75,2,S,0.006555781661389696
76,0,76,2,S,0.006551254960095091
77,0,77,2,S,0.00654985855406472
78,0,78,2,S,0.006546999570346686
79,0,79,2,S,0.006708559323478977
80,0,80,2,S,0.006710066398353109
81,0,81,2,S,0.00670733622246464
82,0,82,2,S,0.006709353872212803
83,0,83,2,S,0.0065475697724764114
84,0,84,2,S,0.00654732347414094
85,0,85,2,S,0.006546533189264684
86,0,86,2,S,0.006544871808481181
87,0,87,2,S,0.006543096187811852
88,0,88,2,S,0.0065349847602888585
89,0,89,2,S,0.0065322132535704505
90,0,90,2,S,0.006532213253570451
91,0,91,2,S,0.006532213253570451
92,0,92,2,S,0.00653221325357045
93,0,93,2,S,0.006532213253570451
94,0,94,2,S,0.006532213253570451
95,0,95,2,S,0.0065322132535704505
96,0,96,2,S,0.006532213253570451
97,0,97,2,S,0.006532213253570451
98,0,98,2,S,0.00653221325357045
99,0,99,2,S,0.006532213253570451
100,0,100,2,S,0.006532213253570451
101,0,101,2,S,0.0065322132535704505
102,0,102,2,S,0.006532213253570451
103,0,103,2,S,0.006532213253570451
104,0,104,2,S,0.00653221325357045
105,0,105,2,S,0.006532213253570451
106,0,106,2,S,0.006532213253570451
107,0,107,2,S,0.0065322132535704505
108,0,108,2,S,0.006532213253570451
109,0,109,2,S,0.006532213253570451
110,0,110,2,S,0.00653221325357045
111,0,111,2,S,0.006532213253570451
