X,Y,f_H
0.0,0.0,0.31331862299744045
0.0,0.02,0.35409875169906124
0.0,0.04,0.39358451566094516
0.0,0.06,0.4303424832076802
0.0,0.08,0.4629987055550515
0.0,0.1,0.490348857421352
0.0,0.12,0.5114588519329745
0.0,0.14,0.5257434861638479
0.0,0.16,0.5330128419382926
0.0,0.18,0.5334800296918503
0.0,0.2,0.5277288729657309
0.0,0.22,0.5166455032190724
0.0,0.24,0.5013226911181666
0.0,0.26,0.4829492760564031
0.0,0.28,0.46269869251774276
0.0,0.3,0.44163008925956204
0.0,0.32,0.42061303332163646
0.0,0.34,0.40028276913818966
0.0,0.36,0.38102819269654303
0.0,0.38,0.3630099330480667
0.0,0.4,0.34620198546080383
0.0,0.42,0.3304477964774945
0.0,0.44,0.3155208587919098
0.0,0.46,0.30118070944761793
0.0,0.48,0.2872174207126806
0.0,0.5,0.2734806978449332
0.0,0.52,0.2598929216571497
0.0,0.54,0.24644829215340555
0.0,0.56,0.23320217527388984
0.0,0.58,0.22025557422929234
0.0,0.6,0.20773932980118273
0.0,0.62,0.19580141426918465
0.0,0.64,0.18459889796488868
0.0,0.66,0.17429428677383738
0.0,0.68,0.16505438234450917
0.0,0.7000000000000001,0.1570489275562282
0.0,0.72,0.15044622874159236
0.0,0.74,0.14540367135809118
0.0,0.76,0.14205237947842397
0.0,0.78,0.14047690527093495
0.0,0.8,0.14069241382855363
0.0,0.8200000000000001,0.142623011359756
0.0,0.84,0.146085392941538
0.0,0.86,0.1507817286762397
0.0,0.88,0.15630468046352308
0.0,0.9,0.1621558036491988
0.0,0.92,0.16777660857905766
0.0,0.9400000000000001,0.1725895706672672
0.0,0.96,0.17604472370200033
0.0,0.98,0.1776664357603661
0.0,1.0,0.177094732321268
0.02,0.0,0.3565805085853815
0.02,0.02,0.40144538093909016
0.02,0.04,0.4445232325460021
0.02,0.06,0.4842424063524651
0.02,0.08,0.5191252156315144
0.02,0.1,0.5479072926056202
0.02,0.12,0.5696430594208947
0.02,0.14,0.5837841236244269
0.02,0.16,0.5902202748370785
0.02,0.18,0.5892773629530219
0.02,0.2,0.5816719941961296
0.02,0.22,0.5684287908889043
0.02,0.24,0.5507709686271283
0.02,0.26,0.5299983612008649
0.02,0.28,0.5073682245171769
0.02,0.3,0.4839930186729673
0.02,0.32,0.46076615652253833
0.02,0.34,0.43832202655368985
0.02,0.36,0.4170312871472661
0.02,0.38,0.3970273948861217
0.02,0.4,0.37825637643353904
0.02,0.42,0.3605395445156578
0.02,0.44,0.34363842784508114
0.02,0.46,0.32731251798668515
0.02,0.48,0.3113631167870941
0.02,0.5,0.29565997739621225
0.02,0.52,0.28015087959721696
0.02,0.54,0.2648571381685079
0.02,0.56,0.24985985841735728
0.02,0.58,0.23528231859130416
0.02,0.6,0.22127323094055196
0.02,0.62,0.20799409724522325
0.02,0.64,0.19561186880716774
0.02,0.66,0.18429613590670912
0.02,0.68,0.17421854835779338
0.02,0.7000000000000001,0.1655514139362145
0.02,0.72,0.1584625572525891
0.02,0.74,0.1531044750549998
0.02,0.76,0.14959735497236998
0.02,0.78,0.14800728428619328
0.02,0.8,0.14832257927564618
0.02,0.8200000000000001,0.15043226975391782
0.02,0.84,0.15411113594379794
0.02,0.86,0.1590152174921848
0.02,0.88,0.16469045586616232
0.02,0.9,0.17059529352548564
0.02,0.92,0.17613594370918667
0.02,0.9400000000000001,0.18071102202517536
0.02,0.96,0.18376064229175293
0.02,0.98,0.18481419917442743
0.02,1.0,0.18353104385109342
0.04,0.0,0.4019153731280818
0.04,0.02,0.4507471466654804
0.04,0.04,0.4972342256884611
0.04,0.06,0.5396756449999639
0.04,0.08,0.5765034512649518
0.04,0.1,0.606409921408158
0.04,0.12,0.6284560835608025
0.04,0.14,0.6421478311645868
0.04,0.16,0.6474695511347788
0.04,0.18,0.6448705313192661
0.04,0.2,0.6352056633216919
0.04,0.22,0.6196381087480929
0.04,0.24,0.5995166346055157
0.04,0.26,0.576243415650944
0.04,0.28,0.5511487600315055
0.04,0.3,0.5253873850730699
0.04,0.32,0.49986693452819647
0.04,0.34,0.4752141229008538
0.04,0.36,0.4517781581646434
0.04,0.38,0.42966589689372514
0.04,0.4,0.40879933801275875
0.04,0.42,0.3889840839196916
0.04,0.44,0.36997744455812387
0.04,0.46,0.35154671622478173
0.04,0.48,0.33351131595835565
0.04,0.5,0.3157661948737195
0.04,0.52,0.2982875519169565
0.04,0.54,0.28112468772468996
0.04,0.56,0.2643834541052349
0.04,0.58,0.24820702001025455
0.04,0.6,0.23275871961058928
0.04,0.62,0.2182099294544833
0.04,0.64,0.2047337333159256
0.04,0.66,0.19250309512478808
0.04,0.68,0.18169081237568147
0.04,0.7000000000000001,0.1724679435798691
0.04,0.72,0.16499776880180203
0.04,0.74,0.15942352425995962
0.04,0.76,0.1558498595219046
0.04,0.78,0.15431981291891633
0.04,0.8,0.15479068637703436
0.04,0.8200000000000001,0.1571131857258559
0.04,0.84,0.16101835975886897
0.04,0.86,0.16611616118623262
0.04,0.88,0.17190796863966765
0.04,0.9,0.1778133956414009
0.04,0.92,0.18320951043655576
0.04,0.9400000000000001,0.1874785759457945
0.04,0.96,0.19005893804941185
0.04,0.98,0.19049299916870985
0.04,1.0,0.1884664343054557
0.06,0.0,0.448638546646044
0.06,0.02,0.5012191464185551
0.06,0.04,0.5508388541744539
0.06,0.06,0.5956804702670766
0.06,0.08,0.6341026950627207
0.06,0.1,0.6647735027830268
0.06,0.12,0.6867796508439666
0.06,0.14,0.6996983906537142
0.06,0.16,0.7036218568443069
0.06,0.18,0.6991306677273952
0.06,0.2,0.6872200351400517
0.06,0.22,0.6691880585379101
0.06,0.24,0.6465008119054189
0.06,0.26,0.6206515146267475
0.06,0.28,0.5930311007209994
0.06,0.3,0.5648249297141211
0.06,0.32,0.5369457333644869
0.06,0.34,0.5100070243306781
0.06,0.36,0.4843351355402066
0.06,0.38,0.4600128169144336
0.06,0.4,0.4369436867210383
0.06,0.42,0.41492527670552065
0.06,0.44,0.3937189827315773
0.06,0.46,0.3731076147648726
0.06,0.48,0.352934818238065
0.06,0.5,0.33312464409791087
0.06,0.52,0.3136832081706057
0.06,0.54,0.29468707668391925
0.06,0.56,0.27626436757169764
0.06,0.58,0.25857448824669904
0.06,0.6,0.24179114702400598
0.06,0.62,0.2260912029225782
0.06,0.64,0.21164959706280223
0.06,0.66,0.19863857474984606
0.06,0.68,0.18722808672557506
0.06,0.7000000000000001,0.17758389111618303
0.06,0.72,0.16986048594201705
0.06,0.74,0.1641874018608751
0.06,0.76,0.16064923831711955
0.06,0.78,0.15926171816486392
0.06,0.8,0.15994755788068554
0.06,0.8200000000000001,0.16251677818680135
0.06,0.84,0.166656028690138
0.06,0.86,0.17193055335903834
0.06,0.88,0.17780073018951678
0.06,0.9,0.18365296233652245
0.06,0.92,0.18884244657835592
0.06,0.9400000000000001,0.19274338397483923
0.06,0.96,0.19480086418392226
0.06,0.98,0.19457817950914125
0.06,1.0,0.19179379119801562
0.08,0.0,0.49594656389271774
0.08,0.02,0.55195676024942
0.08,0.04,0.6043408598854911
0.08,0.06,0.6511824345793059
0.08,0.08,0.6907867343072933
0.08,0.1,0.7218181800199192
0.08,0.12,0.7434086289951937
0.08,0.14,0.7552225733818099
0.08,0.16,0.7574706206025721
0.08,0.18,0.7508693116042442
0.08,0.2,0.7365525055411986
0.08,0.22,0.7159460251200277
0.08,0.24,0.6906219474554448
0.08,0.26,0.662151081829517
0.08,0.28,0.6319714912673597
0.08,0.3,0.601287586291191
0.08,0.32,0.5710089989043573
0.08,0.34,0.541732104718052
0.08,0.36,0.5137608006946267
0.08,0.38,0.487157985070075
0.08,0.4,0.461815883803285
0.08,0.42,0.43753230188371256
0.08,0.44,0.41408100224979333
0.08,0.46,0.3912673013480352
0.08,0.48,0.3689639162537817
0.08,0.5,0.34712628019716935
0.08,0.52,0.32579017986302244
0.08,0.54,0.3050570623607026
0.08,0.56,0.28507339650552743
0.08,0.58,0.26601005122205407
0.08,0.6,0.2480460579827907
0.08,0.62,0.23135884124108885
0.08,0.64,0.21612060493223414
0.08,0.66,0.20249859317325078
0.08,0.68,0.1906557984254963
0.08,0.7000000000000001,0.180748562512906
0.08,0.72,0.1729183690450192
0.08,0.74,0.16727672171344452
0.08,0.76,0.16388396327899182
0.08,0.78,0.16272477974535057
0.08,0.8,0.16368454817281067
0.08,0.8200000000000001,0.16653132421925246
0.08,0.84,0.1709079809741839
0.08,0.86,0.176337832969727
0.08,0.88,0.18224520127808988
0.08,0.9,0.1879901160125676
0.08,0.92,0.1929140980233909
0.08,0.9400000000000001,0.1963920990090513
0.08,0.96,0.19788452884373894
0.08,0.98,0.1969830590677349
0.08,1.0,0.19344460496696725
0.1,0.0,0.5429411899686002
0.1,0.02,0.6019642433782717
0.1,0.04,0.6566592813039958
0.1,0.06,0.7050311390242313
0.1,0.08,0.7453538318999029
0.1,0.1,0.7763098863954293
0.1,0.12,0.7970950594103703
0.1,0.14,0.8074750377519472
0.1,0.16,0.8077866399674956
0.1,0.18,0.7988833116236457
0.1,0.2,0.7820321546074295
0.1,0.22,0.7587761384261552
0.1,0.24,0.7307794523956957
0.1,0.26,0.6996754875950736
0.1,0.28,0.666935499154403
0.1,0.3,0.6337719292446645
0.1,0.32,0.6010844524845617
0.1,0.34,0.5694501078240469
0.1,0.36,0.5391525506250172
0.1,0.38,0.5102405055380703
0.1,0.4,0.4826026230219216
0.1,0.42,0.45604542065238546
0.1,0.44,0.43036266756000224
0.1,0.46,0.40538791441520566
0.1,0.48,0.3810261040194054
0.1,0.5,0.3572644590346858
0.1,0.52,0.33416635987554555
0.1,0.54,0.3118541469040733
0.1,0.56,0.2904874633490593
0.1,0.58,0.2702429796192134
0.1,0.6,0.2512994639019726
0.1,0.62,0.23382972617512318
0.1,0.64,0.2179985572091664
0.1,0.66,0.20396393742725144
0.1,0.68,0.19187786265032164
0.1,0.7000000000000001,0.1818832612569663
0.1,0.72,0.17410456521545356
0.1,0.74,0.16863125737239365
0.1,0.76,0.16549573887847155
0.1,0.78,0.16464869936676743
0.1,0.8,0.1659364370036094
0.1,0.8200000000000001,0.16908499732215893
0.1,0.84,0.17369547645213573
0.1,0.86,0.1792534412219199
0.1,0.88,0.18515338918185997
0.1,0.9,0.1907368527592679
0.1,0.92,0.19534054139714774
0.1,0.9400000000000001,0.19834919317360045
0.1,0.96,0.19924686887034787
0.1,0.98,0.19766042826116545
0.1,1.0,0.19338988053542122
0.12,0.0,0.5886613094188309
0.12,0.02,0.6501912496888526
0.12,0.04,0.7066691595047462
0.12,0.06,0.7560444704464502
0.12,0.08,0.796583702351443
0.12,0.1,0.8270092048163927
0.12,0.12,0.8465980687966872
0.12,0.14,0.8552285678945897
0.12,0.16,0.8533680955554367
0.12,0.18,0.8420042779252394
0.12,0.2,0.822528521095174
0.12,0.22,0.7965874497983302
0.12,0.24,0.7659214998509208
0.12,0.26,0.7322107524203688
0.12,0.28,0.6969458905677509
0.12,0.3,0.6613373947827054
0.12,0.32,0.6262696780583781
0.12,0.34,0.5922999387678458
0.12,0.36,0.5596952484292733
0.12,0.38,0.5284967656085491
0.12,0.4,0.4985975932678417
0.12,0.42,0.46982084701832727
0.12,0.44,0.44198670637383725
0.12,0.46,0.4149609539079527
0.12,0.48,0.3886819305768723
0.12,0.5,0.3631670741797887
0.12,0.52,0.33850351595249006
0.12,0.54,0.31482909915890767
0.12,0.56,0.29231049054648345
0.12,0.58,0.2711239431121119
0.12,0.6,0.25144216059197994
0.12,0.62,0.23342818635356102
0.12,0.64,0.21723489076367963
0.12,0.66,0.20300696170626506
0.12,0.68,0.19088162336193332
0.12,0.7000000000000001,0.1809846951195165
0.12,0.72,0.17341990329536464
0.12,0.74,0.16825124138519604
0.12,0.76,0.165480207430133
0.12,0.78,0.16502148724439117
0.12,0.8,0.16668173162297262
0.12,0.8200000000000001,0.1701462646254713
0.12,0.84,0.17497780246434105
0.12,0.86,0.18062967850112044
0.12,0.88,0.18647392858156542
0.12,0.9,0.19184225997384022
0.12,0.92,0.19607580699675384
0.12,0.9400000000000001,0.19857803101788454
0.12,0.96,0.19886441695881732
0.12,0.98,0.19660287388131045
0.12,1.0,0.19163992085714213
0.14,0.0,0.6321210194353408
0.14,0.02,0.6955752891303627
0.14,0.04,0.753247730755928
0.14,0.06,0.803057742105445
0.14,0.08,0.8432887286587614
0.14,0.1,0.872723789642175
0.14,0.12,0.8907367103180813
0.14,0.14,0.8973267063239063
0.14,0.16,0.8930925532003597
0.14,0.18,0.8791497537570606
0.14,0.2,0.857001947383227
0.14,0.22,0.8283836086219343
0.14,0.24,0.7950942741953678
0.14,0.26,0.7588446098848516
0.14,0.28,0.7211316688736429
0.14,0.3,0.683155314697894
0.14,0.32,0.6457809920021736
0.14,0.34,0.6095470253636159
0.14,0.36,0.5747085712442107
0.14,0.38,0.5413061546066331
0.14,0.4,0.509244907772855
0.14,0.42,0.47837125173323963
0.14,0.44,0.44853644164765366
0.14,0.46,0.4196404319025575
0.14,0.48,0.3916540248209469
0.14,0.5,0.3646213819459138
0.14,0.52,0.3386479984746939
0.14,0.54,0.31388075609776817
0.14,0.56,0.2904865996568055
0.14,0.58,0.26863496864704567
0.14,0.6,0.24848683418043374
0.14,0.62,0.23019064421658245
0.14,0.64,0.21388325239226327
0.14,0.66,0.19969245917603176
0.14,0.68,0.18773738177217847
0.14,0.7000000000000001,0.1781235061633604
0.14,0.72,0.17093075571909797
0.14,0.74,0.16619486960656096
0.14,0.76,0.16388437746804493
0.14,0.78,0.16387705469276015
0.14,0.8,0.1659406089741964
0.14,0.8200000000000001,0.16972229792107504
0.14,0.84,0.1747512000315176
0.14,0.86,0.18045511895591676
0.14,0.88,0.18619189208967937
0.14,0.9,0.19129257912056818
0.14,0.92,0.19511201870284353
0.14,0.9400000000000001,0.19708090293866773
0.14,0.96,0.1967530591088177
0.14,0.98,0.19384212494646622
0.14,1.0,0.1882431736762881
0.16,0.0,0.6723515580135145
0.16,0.02,0.7370874269619316
0.16,0.04,0.7953231415067069
0.16,0.06,0.8449745676052796
0.16,0.08,0.88436611839784
0.16,0.1,0.9123609926345193
0.16,0.12,0.9284423864175453
0.16,0.14,0.932735493499147
0.16,0.16,0.9259677564886816
0.16,0.18,0.9093730031741191
0.16,0.2,0.8845524678878071
0.16,0.22,0.8533110528463164
0.16,0.24,0.8174896799742833
0.16,0.26,0.7788138845992565
0.16,0.28,0.7387751398460056
0.16,0.3,0.6985555127696776
0.16,0.32,0.6589992293209799
0.16,0.34,0.6206277884682554
0.16,0.36,0.5836895430716857
0.16,0.38,0.5482309881863473
0.16,0.4,0.5141757730895891
0.16,0.42,0.48139862212272855
0.16,0.44,0.44978443522063283
0.16,0.46,0.4192670721887206
0.16,0.48,0.3898468108463903
0.16,0.5,0.3615893665497947
0.16,0.52,0.3346120334410421
0.16,0.54,0.30906362582790703
0.16,0.56,0.28510446911401843
0.16,0.58,0.2628910231647285
0.16,0.6,0.24256733639070124
0.16,0.62,0.22426303132138464
0.16,0.64,0.20809547365703993
0.16,0.66,0.19417258690346922
0.16,0.68,0.18259263509830256
0.16,0.7000000000000001,0.17343816183689287
0.16,0.72,0.16676289364243202
0.16,0.74,0.1625723992920474
0.16,0.76,0.16080120112730306
0.16,0.78,0.16129045263382277
0.16,0.8,0.16377093145103702
0.16,0.8200000000000001,0.16785580934609412
0.16,0.84,0.17304648683995702
0.16,0.86,0.17875291824682385
0.16,0.88,0.18432762304238176
0.16,0.9,0.18911036554991947
0.16,0.92,0.19247866730705732
0.16,0.9400000000000001,0.1938982067929134
0.16,0.96,0.19296694935337802
0.16,0.98,0.18944757245974297
0.16,1.0,0.18328428570089353
0.18,0.0,0.7084441875578217
0.18,0.02,0.7737780755769627
0.18,0.04,0.8319223342678806
0.18,0.06,0.8808159910312857
0.18,0.08,0.9188474740423026
0.18,0.1,0.9449771900499625
0.18,0.12,0.9588074266382096
0.18,0.14,0.9605909967412006
0.18,0.16,0.9511780098549626
0.18,0.18,0.9319083180373695
0.18,0.2,0.9044642138401393
0.18,0.22,0.8707027112983674
0.18,0.24,0.832488486779748
0.18,0.26,0.7915471007974888
0.18,0.28,0.7493538352817881
0.18,0.3,0.7070672095536151
0.18,0.32,0.6655091280005063
0.18,0.34,0.6251868830140132
