X,Y,f_prior
0.0,0.0,0.6441754366643052
0.0,0.2,0.74442695635012
0.0,0.4,0.6225395128790632
0.0,0.6000000000000001,0.44651420839137923
0.0,0.8,0.2953524879605596
0.0,1.0,0.1809694360184397
0.2,0.0,0.8372398823634408
0.2,0.2,0.9537989486953573
0.2,0.4,0.8060036825545264
0.2,0.6000000000000001,0.5851144809442436
0.2,0.8,0.3517764841425167
0.2,1.0,0.20184221679417558
0.4,0.0,0.9116066550247106
0.4,0.2,0.9865261903580961
0.4,0.4,0.8376803195576054
0.4,0.6000000000000001,0.5533979109083321
0.4,0.8,0.3011190458210559
0.4,1.0,0.17378212424000763
0.6000000000000001,0.0,0.8138411354273821
0.6000000000000001,0.2,0.8807514219807872
0.6000000000000001,0.4,0.7287502576148592
0.6000000000000001,0.6000000000000001,0.46823255680696413
0.6000000000000001,0.8,0.22842018977192385
0.6000000000000001,1.0,0.07592056286104792
0.8,0.0,0.6447457664365668
0.8,0.2,0.7288228678504337
0.8,0.4,0.578455830175132
0.8,0.6000000000000001,0.3603386422147756
0.8,0.8,0.14792256298554646
0.8,1.0,0.036317742285821575
1.0,0.0,0.45141546746757927
1.0,0.2,0.49908843516630474
1.0,0.4,0.4061309415254141
1.0,0.6000000000000001,0.22151129658902347
1.0,0.8,0.06197618328331502
1.0,1.0,-0.012303225635171491
