mu_lo,s^2_lo,L_lo,mu_hi,s^2_hi,L_hi,rho,noise_lo,noise_hi
0.236361391515312,-1.8491552920622754,-0.38974841748605776,-0.10077420093728397,-3.358130628867039,-1.624512049356114,-0.5919072588375007,-2.8457473529295525,-4.620563114820842
