mu_lo,s^2_lo,L_lo,mu_hi,s^2_hi,L_hi,rho,noise_lo,noise_hi
-2.451095562,-2.338000887,-0.640857957,-15.98930639,-3.643963754,-2.281232319,-1.551102826,-4.605170186,-2.302585093
