X,Y,f_H_train
0.58,0.9,-0.32520281300494763
0.52,0.84,0.5021772610629587
0.8,0.8200000000000001,-0.12605905258048583
0.8,1.0,-0.5699596811384349
0.58,0.06,1.0160350759522452
0.72,0.36,0.4945188722560117
0.12,0.24,0.19109389799862875
0.92,0.26,0.6421807644450638
0.54,0.38,-0.6483327611674864
0.62,0.66,-0.15109720275861668
0.78,0.16,0.5130585715601329
0.52,0.74,0.5236425188853501
0.28,0.84,0.3574372811007312
0.0,0.34,0.1269545579497875
0.7000000000000001,0.24,0.027024137786898716
0.32,0.54,0.9858318814937082
0.64,0.0,0.6886810848218086
0.84,0.88,0.4372620299705522
0.32,0.22,0.7631433842802051
0.9400000000000001,0.34,0.5392860280860855
0.24,0.54,-0.14331491774147048
0.76,0.02,-0.19737856182944064
0.08,0.92,-0.15313630846514423
0.92,0.3,0.5107191119506841
0.54,0.8,0.4106318546952868
0.9400000000000001,0.74,0.35158253844630827
0.62,0.46,0.31992894657159154
0.9,0.42,0.14399972204632838
0.9,0.22,0.6926061932368985
0.06,0.08,1.5662492077418642
0.76,0.5,-0.2305604151324187
0.9,0.52,0.6759513071067198
0.36,0.96,0.16207014496464384
0.48,0.78,-0.16165911915830705
0.08,1.0,0.08663958817710726
0.9,0.4,0.42957799586386836
0.02,0.44,0.3032994980419411
0.56,0.52,-0.016045125958188064
0.36,0.92,0.49192382258654477
0.04,0.02,0.5192356699739336
0.48,0.7000000000000001,-0.5812539412745142
0.68,0.22,0.8683970941982098
0.64,0.74,0.16936911739369712
0.32,0.24,-0.11221902437614095
0.96,0.42,0.031265718398873085
0.42,0.62,-0.49247801653822976
0.92,0.74,0.3378166593915447
0.1,0.64,0.425681072981692
0.26,0.58,1.493521940973175
0.5,0.92,-0.4168164671572675
0.98,0.68,0.6642345187320081
0.92,0.76,0.46784116713802426
0.04,0.16,0.5894299057227519
0.18,0.34,0.5699580591014531
0.22,0.64,0.3961901750639012
0.96,0.8,0.005051217228231204
0.04,0.26,0.14171940274663375
0.34,0.48,0.03801668266340916
0.88,0.4,-0.4316497694007293
0.4,0.26,0.1661955993084024
0.56,0.8,0.8264698399597723
0.88,0.6,1.9498181915750856
0.66,0.26,0.8710464410905867
0.34,0.52,-0.034844124798698806
0.54,0.86,0.7366760469175709
0.62,0.0,-0.19296834337035834
0.34,0.22,0.9502597332061211
0.42,0.52,0.17100077596464724
0.62,0.46,0.9013880426539349
0.64,0.58,-0.010993088712905899
0.54,0.7000000000000001,-1.3157525431122332
0.26,0.9400000000000001,-0.18516006855842287
0.14,1.0,0.7669052311760197
0.32,0.46,-0.12089711872466058
0.6,0.48,1.1308190033395722
0.44,0.28,0.44301947546522846
0.52,0.1,0.1485361829540931
0.06,0.3,0.09875989189387224
0.18,0.76,0.459446472837743
0.04,0.12,0.674223437193296
0.22,0.08,0.8511149486982236
0.32,0.9,1.032067104622935
0.1,0.8,-0.2755669060394329
0.36,0.96,-0.43978869287681355
0.56,0.54,0.805948668428075
0.8,0.88,-0.8534750785121887
0.2,0.76,-0.014214460673939638
0.8,0.8,0.6751165619719471
0.26,0.62,-0.5923397697697759
0.44,0.28,0.3476669849479236
0.18,0.46,-0.6668414195465054
0.4,0.28,0.8178035725108268
0.14,0.84,0.8806038379010935
0.9400000000000001,0.0,0.8820213059050572
0.02,0.02,-0.365979120140768
0.32,0.4,0.354146730911468
0.9400000000000001,0.96,0.07512886832591976
0.04,0.76,-0.12187339575823308
1.0,0.44,0.856727361270569
0.58,0.1,0.2263982725852804
0.04,0.02,0.4288346151901669
0.72,0.58,-0.10235199754375919
0.0,0.74,0.3950788463820055
0.14,0.56,0.9605420728940373
0.52,0.88,-0.3115984974988124
0.48,0.78,-0.621456052491012
0.5,0.6,-0.03175861965826949
0.42,0.56,-0.16026035498783528
0.7000000000000001,0.78,0.3693850439202835
0.34,0.08,1.0063115838542016
0.34,0.66,0.03725670494994856
0.28,0.42,0.8842992081733375
0.4,0.06,1.2660492106026158
0.58,0.74,0.23745050381080723
0.42,0.42,-0.388241692063908
0.44,0.72,-0.01722517089482318
0.88,0.86,0.9577346298295513
0.72,0.62,0.11377066555943349
0.42,0.0,0.8237952646427565
0.52,0.76,0.5047474189988286
0.12,0.02,0.12819855292731763
0.8200000000000001,0.42,1.0775440009508053
0.68,0.48,0.266174311661608
0.68,0.56,-0.5661061045381472
0.96,0.74,0.23938250401625907
0.74,0.98,0.6102941851326087
0.56,0.12,-0.5206981900329357
0.98,0.76,0.6576177938518807
0.2,0.5,0.12024850622600317
0.06,0.88,0.0599658618383397
0.36,0.1,1.172436753741235
0.38,0.02,1.3676350115523763
0.26,0.4,0.8698664543556118
0.98,0.22,0.7778176707449079
0.38,0.84,0.7125929215888096
0.3,0.8,-0.6348872919435773
