,X,Y,f_H
404,0.14,0.9400000000000001,0.016088819064526496
405,0.14,0.96,0.025556997773391796
406,0.14,0.98,0.038576715961326495
407,0.14,1.0,0.054836170278821636
408,0.16,0.0,0.9358288113539526
409,0.16,0.02,0.9517473073667492
410,0.16,0.04,0.9644940040279876
411,0.16,0.06,0.9737636364573701
412,0.16,0.08,0.9793244822214681
413,0.16,0.1,0.9810263794129382
414,0.16,0.12,0.9788054001443985
415,0.16,0.14,0.9726848861519437
416,0.16,0.16,0.9627727553822402
417,0.16,0.18,0.9492551997405955
418,0.16,0.2,0.9323871001927363
419,0.16,0.22,0.9124796721639861
420,0.16,0.24,0.8898860092632491
421,0.16,0.26,0.8649853069088863
422,0.16,0.28,0.838166612816202
423,0.16,0.3,0.8098129654976788
424,0.16,0.32,0.7802867455455734
425,0.16,0.34,0.7499169814860897
426,0.16,0.36,0.7189892291936594
427,0.16,0.38,0.6877384900821908
428,0.16,0.4,0.6563454586459413
429,0.16,0.42,0.6249362049401533
430,0.16,0.44,0.5935852125177388
431,0.16,0.46,0.5623215165607122
432,0.16,0.48,0.5311375286015002
433,0.16,0.5,0.5
434,0.16,0.52,0.4688624713984998
435,0.16,0.54,0.4376784834392879
436,0.16,0.56,0.40641478748226123
437,0.16,0.58,0.3750637950598469
438,0.16,0.6,0.34365454135405865
439,0.16,0.62,0.3122615099178092
440,0.16,0.64,0.2810107708063407
441,0.16,0.66,0.25008301851391024
442,0.16,0.68,0.21971325445442647
443,0.16,0.7000000000000001,0.19018703450232116
444,0.16,0.72,0.16183338718379803
445,0.16,0.74,0.13501469309111375
446,0.16,0.76,0.11011399073675084
447,0.16,0.78,0.08752032783601392
448,0.16,0.8,0.06761289980726366
449,0.16,0.8200000000000001,0.05074480025940461
450,0.16,0.84,0.03722724461775995
451,0.16,0.86,0.02731511384805634
452,0.16,0.88,0.021194599855601473
453,0.16,0.9,0.018973620587061688
454,0.16,0.92,0.020675517778532045
455,0.16,0.9400000000000001,0.026236363542630033
456,0.16,0.96,0.03550599597201245
457,0.16,0.98,0.04825269263325089
458,0.16,1.0,0.06417118864604732
459,0.18,0.0,0.9230982861897329
460,0.18,0.02,0.938551804191007
461,0.18,0.04,0.9509261708493197
462,0.18,0.06,0.9599250380474209
463,0.18,0.08,0.9653234519458646
464,0.18,0.1,0.966975636854763
465,0.18,0.12,0.9648195322152766
466,0.18,0.14,0.958877797953232
467,0.18,0.16,0.9492551997405955
468,0.18,0.18,0.9361324908318228
469,0.18,0.2,0.9197571071397593
470,0.18,0.22,0.9004311735117294
471,0.18,0.24,0.8784974697202036
472,0.18,0.26,0.8543241149153159
473,0.18,0.28,0.8282887927593281
474,0.18,0.3,0.8007633532400196
475,0.18,0.32,0.7720995918411635
476,0.18,0.34,0.7426169261916943
477,0.18,0.36,0.7125925711015011
478,0.18,0.38,0.682254663611749
479,0.18,0.4,0.6517786201447869
480,0.18,0.42,0.6212868282594982
481,0.18,0.44,0.5908515958500964
482,0.18,0.46,0.5605011099832219
483,0.18,0.48,0.5302280038498401
484,0.18,0.5,0.5
485,0.18,0.52,0.46977199615015985
486,0.18,0.54,0.43949889001677805
487,0.18,0.56,0.4091484041499036
488,0.18,0.58,0.37871317174050195
489,0.18,0.6,0.34822137985521306
490,0.18,0.62,0.3177453363882509
491,0.18,0.64,0.2874074288984989
492,0.18,0.66,0.2573830738083058
493,0.18,0.68,0.22790040815883664
494,0.18,0.7000000000000001,0.19923664675998035
495,0.18,0.72,0.17171120724067188
496,0.18,0.74,0.14567588508468418
497,0.18,0.76,0.12150253027979642
498,0.18,0.78,0.09956882648827055
499,0.18,0.8,0.08024289286024057
500,0.18,0.8200000000000001,0.06386750916817707
501,0.18,0.84,0.05074480025940467
502,0.18,0.86,0.04112220204676795
503,0.18,0.88,0.0351804677847234
504,0.18,0.9,0.03302436314523707
505,0.18,0.92,0.03467654805413555
506,0.18,0.9400000000000001,0.04007496195257908
507,0.18,0.96,0.04907382915068031
508,0.18,0.98,0.06144819580899287
509,0.18,1.0,0.07690171381026704
510,0.2,0.0,0.9072122953005948
511,0.2,0.02,0.9220855830003375
512,0.2,0.04,0.9339953316670172
513,0.2,0.06,0.9426563201097847
514,0.2,0.08,0.947852040788223
515,0.2,0.1,0.9494421914245502
516,0.2,0.12,0.9473670416359269
517,0.2,0.14,0.9416484005402542
518,0.2,0.16,0.9323871001927363
519,0.2,0.18,0.9197571071397593
520,0.2,0.2,0.9039965668650042
521,0.2,0.22,0.8853962603916098
522,0.2,0.24,0.8642860972051173
523,0.2,0.26,0.8410203747559373
524,0.2,0.28,0.8159625958896908
525,0.2,0.3,0.7894706488133821
526,0.2,0.32,0.7618831202126575
527,0.2,0.34,0.733507434603483
528,0.2,0.36,0.7046103982640002
529,0.2,0.38,0.6754115824172751
530,0.2,0.4,0.6460798171586061
531,0.2,0.42,0.6167328947844786
532,0.2,0.44,0.5874404082583531
533,0.2,0.46,0.5582294863124392
534,0.2,0.48,0.5290930387378802
535,0.2,0.5,0.5
536,0.2,0.52,0.4709069612621198
537,0.2,0.54,0.4417705136875608
538,0.2,0.56,0.41255959174164686
539,0.2,0.58,0.38326710521552154
540,0.2,0.6,0.3539201828413939
541,0.2,0.62,0.32458841758272494
542,0.2,0.64,0.29538960173599976
543,0.2,0.66,0.2664925653965169
544,0.2,0.68,0.23811687978734256
545,0.2,0.7000000000000001,0.21052935118661784
546,0.2,0.72,0.1840374041103092
547,0.2,0.74,0.1589796252440627
548,0.2,0.76,0.13571390279488285
549,0.2,0.78,0.11460373960839028
550,0.2,0.8,0.09600343313499571
551,0.2,0.8200000000000001,0.08024289286024062
552,0.2,0.84,0.06761289980726372
553,0.2,0.86,0.05835159945974586
554,0.2,0.88,0.052632958364073015
555,0.2,0.9,0.05055780857544973
556,0.2,0.92,0.05214795921177697
557,0.2,0.9400000000000001,0.05734367989021533
558,0.2,0.96,0.06600466833298275
559,0.2,0.98,0.07791441699966246
560,0.2,1.0,0.0927877046994051
561,0.22,0.0,0.8884639342659912
562,0.22,0.02,0.9026524445884682
563,0.22,0.04,0.9140138594488969
564,0.22,0.06,0.9222760894550567
565,0.22,0.08,0.9272325952368957
566,0.22,0.1,0.9287495341392618
567,0.22,0.12,0.9267699258111666
568,0.22,0.14,0.9213145752622829
569,0.22,0.16,0.9124796721639861
570,0.22,0.18,0.9004311735117294
571,0.22,0.2,0.8853962603916098
572,0.22,0.22,0.8676523260492679
573,0.22,0.24,0.8475140906888439
574,0.22,0.26,0.8253195396390591
575,0.22,0.28,0.801415439800512
576,0.22,0.3,0.7761432019373783
577,0.22,0.32,0.7498258239490683
578,0.22,0.34,0.722756576295095
579,0.22,0.36,0.6951899812914337
580,0.22,0.38,0.6673355009365266
581,0.22,0.4,0.6393541922608198
582,0.22,0.42,0.6113584243146755
583,0.22,0.44,0.583414585949057
584,0.22,0.46,0.5555485568688936
585,0.22,0.48,0.5277535733038886
586,0.22,0.5,0.5
587,0.22,0.52,0.47224642669611133
588,0.22,0.54,0.4444514431311063
589,0.22,0.56,0.41658541405094285
590,0.22,0.58,0.38864157568532465
591,0.22,0.6,0.3606458077391802
592,0.22,0.62,0.3326644990634734
593,0.22,0.64,0.3048100187085663
594,0.22,0.66,0.277243423704905
595,0.22,0.68,0.25017417605093173
596,0.22,0.7000000000000001,0.22385679806262165
597,0.22,0.72,0.198584560199488
598,0.22,0.74,0.17468046036094084
599,0.22,0.76,0.15248590931115633
600,0.22,0.78,0.13234767395073202
601,0.22,0.8,0.11460373960839022
602,0.22,0.8200000000000001,0.09956882648827055
603,0.22,0.84,0.08752032783601392
604,0.22,0.86,0.07868542473771706
605,0.22,0.88,0.07323007418883352
606,0.22,0.9,0.07125046586073824
607,0.22,0.92,0.07276740476310431
608,0.22,0.9400000000000001,0.07772391054494329
609,0.22,0.96,0.08598614055110297
610,0.22,0.98,0.09734755541153188
611,0.22,1.0,0.11153606573400875
612,0.24,0.0,0.8671857385821794
613,0.24,0.02,0.8805970701951993
614,0.24,0.04,0.8913361611091285
615,0.24,0.06,0.8991458256868194
616,0.24,0.08,0.9038308377967087
617,0.24,0.1,0.9052646860439131
618,0.24,0.12,0.9033935111884439
619,0.24,0.14,0.8982369786410881
620,0.24,0.16,0.8898860092632491
621,0.24,0.18,0.8784974697202036
622,0.24,0.2,0.8642860972051173
623,0.24,0.22,0.8475140906888439
624,0.24,0.24,0.8284789315085427
625,0.24,0.26,0.8075000917737454
626,0.24,0.28,0.7849053441533678
627,0.24,0.3,0.7610173985634296
628,0.24,0.32,0.73614156062382
629,0.24,0.34,0.7105550368414542
630,0.24,0.36,0.6844984080176202
631,0.24,0.38,0.6581696628246724
632,0.24,0.4,0.6317210363595182
633,0.24,0.42,0.6052587426335798
634,0.24,0.44,0.5788455340342071
635,0.24,0.46,0.5525058726999165
636,0.24,0.48,0.5262333653473868
637,0.24,0.5,0.5
638,0.24,0.52,0.4737666346526131
639,0.24,0.54,0.4474941273000834
640,0.24,0.56,0.42115446596579287
641,0.24,0.58,0.3947412573664203
642,0.24,0.6,0.3682789636404818
643,0.24,0.62,0.3418303371753277
644,0.24,0.64,0.3155015919823798
645,0.24,0.66,0.2894449631585458
646,0.24,0.68,0.26385843937618003
647,0.24,0.7000000000000001,0.23898260143657027
648,0.24,0.72,0.21509465584663232
649,0.24,0.74,0.19249990822625454
650,0.24,0.76,0.17152106849145735
651,0.24,0.78,0.15248590931115627
652,0.24,0.8,0.1357139027948828
653,0.24,0.8200000000000001,0.12150253027979636
654,0.24,0.84,0.11011399073675084
655,0.24,0.86,0.10176302135891202
656,0.24,0.88,0.09660648881155608
657,0.24,0.9,0.09473531395608703
658,0.24,0.92,0.09616916220329122
659,0.24,0.9400000000000001,0.10085417431318054
660,0.24,0.96,0.1086638388908715
661,0.24,0.98,0.11940292980480074
662,0.24,1.0,0.13281426141782063
663,0.26,0.0,0.8437348258334012
664,0.26,0.02,0.8562896210005443
665,0.26,0.04,0.8663428424550654
666,0.26,0.06,0.8736537301376737
667,0.26,0.08,0.8780395263503437
668,0.26,0.1,0.8793817995536204
669,0.26,0.12,0.8776301303152344
670,0.26,0.14,0.8728029280826156
671,0.26,0.16,0.8649853069088863
672,0.26,0.18,0.8543241149153159
673,0.26,0.2,0.8410203747559373
674,0.26,0.22,0.8253195396390591
675,0.26,0.24,0.8075000917737454
676,0.26,0.26,0.787861099665087
677,0.26,0.28,0.7667094022488706
678,0.26,0.3,0.7443470990489127
679,0.26,0.32,0.7210599968464999
680,0.26,0.34,0.6971075979053705
681,0.26,0.36,0.6727151179437294
682,0.26,0.38,0.6480679007662451
683,0.26,0.4,0.6233084587284445
684,0.26,0.42,0.5985362223116373
685,0.26,0.44,0.5738099361201744
686,0.26,0.46,0.5491524999784195
687,0.26,0.48,0.5245579289204607
688,0.26,0.5,0.5
689,0.26,0.52,0.47544207107953934
690,0.26,0.54,0.45084750002158036
691,0.26,0.56,0.4261900638798256
692,0.26,0.58,0.40146377768836283
693,0.26,0.6,0.37669154127155546
694,0.26,0.62,0.35193209923375496
695,0.26,0.64,0.3272848820562706
696,0.26,0.66,0.3028924020946296
697,0.26,0.68,0.2789400031535001
698,0.26,0.7000000000000001,0.25565290095108717
699,0.26,0.72,0.23329059775112948
700,0.26,0.74,0.21213890033491306
701,0.26,0.76,0.19249990822625454
702,0.26,0.78,0.1746804603609408
703,0.26,0.8,0.15897962524406264
704,0.26,0.8200000000000001,0.14567588508468407
705,0.26,0.84,0.1350146930911137
706,0.26,0.86,0.1271970719173843
707,0.26,0.88,0.12236986968476563
708,0.26,0.9,0.12061820044637947
709,0.26,0.92,0.12196047364965633
710,0.26,0.9400000000000001,0.12634626986232628
711,0.26,0.96,0.13365715754493462
712,0.26,0.98,0.14371037899945568
713,0.26,1.0,0.15626517416659866
714,0.28,0.0,0.8184775922721355
715,0.28,0.02,0.8301098757528889
716,0.28,0.04,0.8394243982358863
717,0.28,0.06,0.846198090429815
718,0.28,0.08,0.8502616234588609
719,0.28,0.1,0.8515052679947748
720,0.28,0.12,0.8498823093662861
721,0.28,0.14,0.8454098043161281
722,0.28,0.16,0.838166612816202
723,0.28,0.18,0.8282887927593281
724,0.28,0.2,0.8159625958896908
725,0.28,0.22,0.801415439800512
726,0.28,0.24,0.7849053441533678
727,0.28,0.26,0.7667094022488706
