,SimNum,Iteration,Period,Fidelity,Agent,X,Y,XMax,YMax,VarMax,Var0,XCentroid,YCentroid,ProbExplore,Explore,Distance
0,0,0,0,M,0,0.10911050090868124,0.654910214113026,0.0,0.654910214113026,0.026289931310180127,0.030487079180654547,0.07598961465737704,0.6744159227339341,0.0,0.0,0.0
1,0,0,0,M,1,0.18349028805843792,0.5917708165514628,0.0,0.5917708165514628,0.026273627719909688,0.030487079180654547,0.20438093787324565,0.47738457035794063,0.0,0.0,0.0
2,0,0,0,M,2,0.250498654630824,0.9443328444310657,0.0,0.9443328444310657,0.026359191175454856,0.030487079180654547,0.15234114948480457,0.9239754319181979,0.0,0.0,0.0
3,0,0,0,M,3,0.5211000685289662,0.8914182353624766,0.42,0.8914182353624766,0.02627267814866258,0.030487079180654547,0.49120000748519155,0.8305611036952592,0.0,0.0,0.0
4,0,0,0,M,4,0.3117704739778604,0.8756580776502203,0.4,0.8756580776502203,0.026272811009020923,0.030487079180654547,0.327532174518518,0.8031220678921573,0.0,0.0,0.0
5,0,0,0,M,5,0.5866434904465815,0.9062580637300107,1.0,0.9062580637300107,0.026359191175454856,0.030487079180654547,0.7482090983688217,0.830432386706258,0.0,0.0,0.0
6,0,0,0,M,6,0.25339087172503916,0.06581387993801957,0.0,0.06581387993801957,0.026359191175454856,0.030487079180654547,0.33618222334932285,0.13738578520633227,0.0,0.0,0.0
7,0,0,0,M,7,0.5739321314486296,0.5463375110581496,1.0,0.5463375110581496,0.026359191175454856,0.030487079180654547,0.6959415626718893,0.37652661598029613,0.0,0.0,0.0
8,0,1,0,M,0,0.07598961465737704,0.6744159227339341,0.0,0.6744159227339341,0.026278996636100827,0.030487079180654547,0.09077969998196869,0.6604860133044483,0.0,0.0,0.03843781698894466
9,0,1,0,M,1,0.20438093787324565,0.47738457035794063,0.0,0.47738457035794063,0.02627580445453989,0.030487079180654547,0.2165614469920194,0.4274756997953232,0.0,0.0,0.11627825492296481
10,0,1,0,M,2,0.15234114948480457,0.9239754319181979,0.0,0.9239754319181979,0.026359191175454856,0.030487079180654547,0.13595341372170208,0.9051882136401441,0.0,0.0,0.1002462969925069
11,0,1,0,M,3,0.49120000748519155,0.8305611036952592,0.38,0.8305611036952592,0.026272953362955237,0.030487079180654547,0.5081445360607612,0.7537981533770759,0.0,0.0,0.06780563490730313
12,0,1,0,M,4,0.327532174518518,0.8031220678921573,0.34,0.8031220678921573,0.02627325387022708,0.030487079180654547,0.32953056778205836,0.7467784397179743,0.0,0.0,0.0742287270236744
13,0,1,0,M,5,0.7482090983688217,0.830432386706258,1.0,0.830432386706258,0.026359191175454856,0.030487079180654547,0.7847856306633737,0.7346675173387516,0.0,0.0,0.17847402880921778
14,0,1,0,M,6,0.33618222334932285,0.13738578520633227,0.0,0.13738578520633227,0.026359191175454856,0.030487079180654547,0.32180341828939507,0.13761070296422004,0.0,0.0,0.10943923212227007
15,0,1,0,M,7,0.6959415626718893,0.37652661598029613,1.0,0.37652661598029613,0.026359191175454856,0.030487079180654547,0.7385053072035903,0.29816175929398464,0.0,0.0,0.20909816210231288
16,0,2,0,M,0,0.09077969998196869,0.6604860133044483,0.0,0.6604860133044483,0.026277117759349725,0.030487079180654547,0.0975446790652155,0.6339027465486579,0.0,0.0,0.020317209469372974
17,0,2,0,M,1,0.2165614469920194,0.4274756997953232,0.0,0.4274756997953232,0.026277117759349728,0.030487079180654547,0.22362893705304057,0.3963629885587845,0.0,0.0,0.0513737302833718
18,0,2,0,M,2,0.13595341372170208,0.9051882136401441,0.0,0.9051882136401441,0.026359191175454856,0.030487079180654547,0.1449141475250273,0.8971566391845504,0.0,0.0,0.02493025178510046
19,0,2,0,M,3,0.5081445360607612,0.7537981533770759,0.66,0.7537981533770759,0.026273253870227085,0.030487079180654547,0.5265827501727579,0.6968085784874364,0.0,0.0,0.07861086178258171
20,0,2,0,M,4,0.32953056778205836,0.7467784397179743,0.38,0.7467784397179743,0.026272953362955237,0.030487079180654547,0.3293822938095863,0.7154684203951228,0.0,0.0,0.0563790564967733
21,0,2,0,M,5,0.7847856306633737,0.7346675173387516,1.0,0.7346675173387516,0.026359191175454856,0.030487079180654547,0.8062692309774451,0.6690130959274027,0.0,0.0,0.10251220863716659
22,0,2,0,M,6,0.32180341828939507,0.13761070296422004,0.0,0.13761070296422004,0.026359191175454856,0.030487079180654547,0.3095480386550827,0.1327011828682326,0.0,0.0,0.01438056406922962
23,0,2,0,M,7,0.7385053072035903,0.29816175929398464,1.0,0.29816175929398464,0.026359191175454856,0.030487079180654547,0.7437720941468839,0.25054040269141115,0.0,0.0,0.08917804164717928
24,0,3,0,M,0,0.0975446790652155,0.6339027465486579,0.0,0.6339027465486579,0.02627580445453989,0.030487079180654547,0.09787126975211108,0.6096687301598748,0.0,0.0,0.027430548908220595
25,0,3,0,M,1,0.22362893705304057,0.3963629885587845,0.0,0.3963629885587845,0.02627899663610083,0.030487079180654547,0.22685893643217314,0.3758005287894456,0.0,0.0,0.031905332097486055
26,0,3,0,M,2,0.1449141475250273,0.8971566391845504,0.0,0.8971566391845504,0.026359191175454856,0.030487079180654547,0.15842496362565733,0.8905579510614048,0.0,0.0,0.012033326162362652
27,0,3,0,M,3,0.5265827501727579,0.6968085784874364,0.68,0.6968085784874364,0.026273422568256037,0.030487079180654547,0.5396979675556204,0.6510020346846699,0.0,0.0,0.05989807497525832
