,SimNum,Iteration,Period,Fidelity,Loss
0,0,0,0,M,0.10355372844895526
1,0,1,0,M,0.021351419941940026
2,0,2,0,M,0.03607472537975156
3,0,3,0,M,0.015788081834283478
4,0,4,0,M,0.025342485223124014
5,0,5,0,M,0.026532333898411736
6,0,6,0,M,0.013049559835472397
7,0,7,0,M,0.013153700266658082
8,0,8,0,M,0.012953462037042302
9,0,9,0,M,0.013493844248382625
10,0,10,0,M,0.0177859696485404
11,0,11,0,M,0.018898409139213004
12,0,12,0,M,0.0135086846971004
13,0,13,0,M,0.013460440683187518
14,0,14,0,M,0.013563496276032844
15,0,15,0,M,0.019721510460392912
16,0,16,0,M,0.02182898392373371
17,0,17,0,M,0.01348987826454134
18,0,18,0,M,0.015650112953702933
19,0,19,0,M,0.015544889478328652
20,0,20,0,M,0.01373996989406287
21,0,21,0,M,0.019378739132320594
22,0,22,0,M,0.013420910938673904
23,0,23,0,M,0.013319309538163474
24,0,24,0,M,0.01597827018931707
25,0,25,0,M,0.013226051050099299
26,0,26,0,M,0.013974165732078325
27,0,27,0,M,0.015740087433819525
28,0,28,0,M,0.01766684414930475
29,0,29,0,M,0.02413491910299561
30,0,30,0,M,0.012878102360276915
31,0,31,0,M,0.014835279682151292
32,0,32,0,M,0.014351624519678741
33,0,33,0,M,0.012745176200466179
34,0,34,0,M,0.012762697622721213
35,0,35,0,M,0.01274831718898626
36,0,36,0,M,0.012731221383653875
37,0,37,0,M,0.014548166536879424
38,0,38,0,M,0.012708203618938839
39,0,39,0,M,0.012665200071781887
40,0,40,0,M,0.01258591771328653
41,0,41,0,M,0.012422442055439697
42,0,42,0,M,0.012584680187532345
43,0,43,0,M,0.011956274098592049
44,0,44,0,M,0.011790066127600689
45,0,45,0,M,0.020328563336429694
46,0,46,0,M,0.011667020016755283
47,0,47,0,M,0.016368435234654262
48,0,48,0,M,0.011594604291608291
49,0,49,0,M,0.01700176165777422
50,0,50,0,M,0.011603404792258925
51,0,51,0,M,0.013861318812050296
52,0,52,0,M,0.011607211907262542
53,0,53,0,M,0.01160774284630537
54,0,54,0,M,0.011607210577841498
55,0,55,0,M,0.01764020381032784
56,0,56,0,M,0.011830288072166198
57,0,57,0,M,0.011850893552065325
58,0,58,0,M,0.01275668498845279
59,0,59,0,M,0.012869559402977383
60,0,60,0,M,0.01385925274995194
61,0,61,0,M,0.011946808020236867
62,0,62,0,M,0.012478387428200744
63,0,63,0,M,0.011935195682655223
64,0,64,0,M,0.01193200716530224
65,0,65,0,M,0.011934113249551504
66,0,66,0,M,0.021594885338030563
67,0,67,0,M,0.011885896719641804
68,0,68,0,M,0.011875908531475653
69,0,69,0,M,0.015209790362669241
70,0,70,0,M,0.011862407167625499
71,0,71,0,M,0.013411903060920634
72,0,72,0,M,0.011855854237368464
73,0,73,0,M,0.011846087006367561
74,0,74,0,M,0.011846810555418193
75,0,75,0,M,0.011848170600189858
76,0,76,0,M,0.01791840976685527
77,0,77,0,M,0.014654725773933893
78,0,78,0,M,0.015548496193746868
79,0,79,0,M,0.013360959410145964
80,0,80,0,M,0.022391006421771314
81,0,81,0,M,0.011681308017648186
82,0,82,0,M,0.011675886443447112
83,0,83,0,M,0.011669284204499421
84,0,84,0,M,0.011668526826912804
85,0,85,0,M,0.02125229913124832
86,0,86,0,M,0.011640328157387981
87,0,87,0,M,0.01162895080082194
88,0,88,0,M,0.011618309521032077
89,0,89,0,M,0.011607629709705948
90,0,90,0,M,0.011596399664834644
91,0,91,0,M,0.020712199228512456
92,0,92,0,M,0.021754954328158698
93,0,93,0,M,0.011466849218556672
94,0,94,0,M,0.01147208820566669
95,0,95,0,M,0.011472890459734314
96,0,96,0,M,0.01676297955251728
97,0,97,0,M,0.011474265072255773
98,0,98,0,M,0.011474265072255775
99,0,99,0,M,0.011474265072255775
100,0,100,0,M,0.025090707753247753
101,0,101,0,M,0.011469380854036825
102,0,102,0,M,0.012076278811984259
103,0,103,0,M,0.01502300507496215
104,0,104,0,M,0.011463769590118631
105,0,105,0,M,0.015577383844818379
106,0,106,0,M,0.011456987626896672
107,0,107,0,M,0.01145407926496504
108,0,108,0,M,0.011506313451825418
109,0,109,0,M,0.02497428717726618
110,0,110,0,M,0.01121853786944831
111,0,111,0,M,0.018498884688268873
112,0,112,0,M,0.011198648646996172
113,0,113,0,M,0.011185406340242262
114,0,114,0,M,0.011175098735997153
115,0,115,0,M,0.011165572720312926
116,0,116,0,M,0.011160738767850816
117,0,117,0,M,0.011158945560839094
118,0,118,0,M,0.01116354497042934
119,0,119,0,M,0.011163572323442674
120,1,0,0,M,0.07094811639815694
121,1,1,0,M,0.045594809861560705
122,1,2,0,M,0.024152332285964802
123,1,3,0,M,0.03903501011397177
124,1,4,0,M,0.01348006187949673
125,1,5,0,M,0.013643448609155976
126,1,6,0,M,0.018999028388029016
127,1,7,0,M,0.016010951965838006
128,1,8,0,M,0.02150814175648043
129,1,9,0,M,0.01868214496891319
130,1,10,0,M,0.01355305946310512
131,1,11,0,M,0.014422672144084079
132,1,12,0,M,0.014128995578124115
133,1,13,0,M,0.013576031893373105
134,1,14,0,M,0.020543912722549157
135,1,15,0,M,0.013591492037595217
136,1,16,0,M,0.024170944269200648
137,1,17,0,M,0.019680586360516374
138,1,18,0,M,0.018672088115563343
139,1,19,0,M,0.013620008802933584
140,1,20,0,M,0.013626887979494691
141,1,21,0,M,0.017200920305768502
142,1,22,0,M,0.01549727028377741
143,1,23,0,M,0.015457413753320614
144,1,24,0,M,0.013395548728908965
145,1,25,0,M,0.014014355912651365
