,SimNum,Iteration,Loss
0,0,0,0.040167835087942895
1,0,1,0.06711405861210562
2,0,2,0.03260944325773146
3,0,3,0.028333033099570953
4,0,4,0.027468093184324808
5,0,5,0.03288350699597384
6,0,6,0.028368454139013746
7,0,7,0.0350178041274302
8,0,8,0.024414692311014674
9,0,9,0.024190681622690304
10,0,10,0.02401651722809266
11,0,11,0.023901126162034075
12,0,12,0.02387364044348357
13,0,13,0.03836006276869944
14,0,14,0.031046410738378466
15,0,15,0.028359865360316205
16,0,16,0.023808271852476262
17,0,17,0.02378727016504295
18,0,18,0.028211243858572564
19,0,19,0.02379695975136805
20,0,20,0.023801596033824514
21,0,21,0.023798254837745086
22,0,22,0.023789292457751545
23,0,23,0.03034784438588617
24,0,24,0.02379197145545333
25,0,25,0.023795040150175986
26,0,26,0.023788981362206106
27,0,27,0.023790422088933703
28,0,28,0.0237904220889337
29,0,29,0.0237904220889337
30,0,30,0.023790422088933696
31,0,31,0.0237904220889337
32,0,32,0.023790422088933696
33,0,33,0.0237904220889337
34,0,34,0.03001857986347856
35,0,35,0.023769474539964915
36,0,36,0.02376561832016218
37,0,37,0.02376881798841689
38,0,38,0.02377649300521529
39,0,39,0.023768908497893836
40,0,40,0.023766986779055723
41,0,41,0.029286022233915906
42,0,42,0.023756024750362655
43,0,43,0.023746369674432874
44,0,44,0.023738718959188033
45,0,45,0.023743855392508825
46,0,46,0.02830792208183041
47,0,47,0.023741554924993583
48,0,48,0.023748201396511993
49,0,49,0.023743364582307126
50,1,0,0.0825761305837861
51,1,1,0.03964150200177724
52,1,2,0.026698523737077002
53,1,3,0.03063870899748332
54,1,4,0.03176692968379941
55,1,5,0.03446536238224852
56,1,6,0.03318253465550428
57,1,7,0.030525429152851447
58,1,8,0.023816030150701127
59,1,9,0.040536688078279426
60,1,10,0.02379429143047408
61,1,11,0.031043162534769013
62,1,12,0.034029920732895395
63,1,13,0.028275348371354963
64,1,14,0.023783405326909764
65,1,15,0.023776439352616686
66,1,16,0.02378289738637295
67,1,17,0.02378197112449625
68,1,18,0.02378197112449625
69,1,19,0.02378197112449624
70,1,20,0.023781971124496246
71,1,21,0.023781971124496242
72,1,22,0.023781971124496242
73,1,23,0.02378197112449625
74,1,24,0.023781971124496242
75,1,25,0.023781971124496246
76,1,26,0.02378197112449624
77,1,27,0.028230159041726367
78,1,28,0.023786709411212827
79,1,29,0.023771730606048945
80,1,30,0.02377962808103699
81,1,31,0.023775894190586837
82,1,32,0.023779671265277875
83,1,33,0.028327007235993566
84,1,34,0.023769981732961347
85,1,35,0.02377629239239417
86,1,36,0.02801518626249505
87,1,37,0.023769160127984367
88,1,38,0.023758836613805737
89,1,39,0.023752755689039867
90,1,40,0.023755652295730206
91,1,41,0.023853503153895228
