X,Y,f_H_train
0.06,0.48,0.07997588240208936
0.06,0.98,0.24024321573824908
0.2,0.08,1.0933933226301948
0.18,0.04,0.7446364677185682
0.72,0.98,0.030710651507254872
1.0,0.44,0.16690484743861692
0.76,0.22,0.7733468291295336
0.9400000000000001,0.06,0.1193971697330424
0.54,0.46,0.055633714710507584
0.44,0.4,0.18108739875280944
0.22,0.76,0.13228550897721597
0.78,0.52,0.005865185877579456
0.88,0.38,0.046321952437261775
0.12,0.0,0.24483633908314367
0.9,0.6,0.053792426529433765
0.28,0.12,0.6896478324222745
0.26,0.52,0.07635602273827076
0.42,0.36,0.1958631753439764
0.48,0.9,-0.15479061143243972
0.32,0.9,-0.10446437930988253
0.38,0.5,0.001770563438885957
0.26,0.98,0.2951244969850083
0.32,0.1,0.5176847913677173
0.26,0.24,0.23298325913883522
0.8,0.08,0.5360706161741294
0.26,0.26,-0.017202237245531077
0.48,0.7000000000000001,-0.12398495898241692
0.74,1.0,0.1100975142070099
0.74,0.1,0.41478234654444246
0.54,1.0,-0.0851729887848117
0.4,0.5,-0.11963403134444298
0.72,0.32,0.060280407922661365
0.52,0.12,0.16765564728722443
0.12,0.06,0.5929534178905334
0.4,0.78,0.03423035139604596
0.02,0.8,0.007412376145035681
0.14,0.66,0.118721038627448
0.38,0.44,0.08018255531483437
0.06,0.92,-0.021546807809641605
0.4,0.98,-0.05634929717358728
0.8,0.24,0.7790991071054816
0.6,0.32,-0.07195473119852344
0.72,0.48,0.005422812432390032
0.5,0.56,0.09692694089148321
0.06,0.02,0.2517555078271837
0.08,0.56,0.04263796689432696
0.04,0.3,0.17989490562573648
0.8200000000000001,0.8200000000000001,-0.03587288189574742
0.4,0.68,-0.007641276250180088
0.16,0.6,-0.014193890291391065
0.72,0.02,0.017862026674108536
0.12,0.26,0.0224885990425307
0.92,0.08,0.2036427156269718
0.84,0.62,-0.09090115677792002
0.52,0.98,0.017601579200055294
0.7000000000000001,0.54,0.2571682710076013
0.66,0.14,0.14023380767379595
0.92,0.24,0.3079034619132165
0.58,0.56,-0.04065769514968942
0.08,0.74,0.14566211903503576
0.2,0.0,0.5340481891519027
0.38,0.9,-0.0019752425274203646
0.18,0.86,0.26382600171907855
0.9,0.76,0.029115289278545772
0.9400000000000001,0.5,0.06369583929946908
1.0,0.0,0.05732312117582395
0.62,0.68,-0.1854199150690183
0.28,0.72,-0.07980696796536647
0.44,0.26,0.006292956701318249
0.36,0.12,0.1404510352367554
0.14,0.34,0.21730571339731575
0.16,0.8200000000000001,0.1140505679952279
0.42,0.8,0.10898959228170148
0.16,0.44,0.3718038623383467
0.36,0.72,0.09514848736678287
0.14,0.0,0.23009835297470743
0.8,0.0,0.08069984570358986
0.3,0.9,0.137710996488792
0.28,0.58,-0.014556162149115252
1.0,0.32,-0.13666921754700137
0.18,0.9,0.049388374647160366
0.22,0.34,0.288277693487736
0.78,0.64,0.06784293991934118
0.68,0.3,0.37011890487016985
0.9,0.48,-0.054687816857673065
0.96,0.02,0.2652517056485345
1.0,0.18,0.23077816221257652
0.06,0.22,0.05504367894085805
0.9,0.34,0.23853254935294504
0.64,0.04,0.03715698439105954
0.62,0.58,0.027774027975853693
0.56,0.18,-0.025224856660213256
0.86,0.62,0.17193372483415945
0.58,0.9400000000000001,0.10203201106710937
0.08,0.98,0.2391202991969879
0.98,0.52,0.068988940636813
0.02,0.3,0.053661360780526524
0.08,0.46,0.27410746203046754
0.3,0.88,0.1589944987674774
0.98,0.1,0.10382762891614834
0.7000000000000001,0.42,-0.14969749984397313
0.02,0.64,-0.009644668202424503
0.72,0.42,-0.1919241324676694
0.8200000000000001,0.48,0.037181237487421394
0.66,0.8200000000000001,-0.019776933382319433
0.04,0.42,0.12727038227193313
0.42,0.48,0.02549532790453817
0.16,0.46,0.47239267806355834
0.7000000000000001,0.1,0.10032637371124685
1.0,0.5,0.10783615834529021
0.98,0.8200000000000001,0.11670291864050922
0.18,0.26,0.2750661124039311
0.08,0.86,0.23567443565621285
0.72,0.74,0.09234826870593986
0.26,0.74,0.10755017439374097
0.8,0.18,0.7612255503183875
0.32,0.0,0.19625167835084817
0.06,0.56,0.014655743082761671
0.66,0.66,0.08367194530767476
0.12,0.26,0.18696622559390674
0.22,0.8,-0.12621190335776114
0.7000000000000001,0.32,0.15786447957057875
0.36,0.1,0.18907039647422103
0.32,0.86,0.021028581065713047
0.42,0.78,-0.013255008028234826
0.34,0.56,0.22492135818515796
0.06,0.74,0.01643925194121673
0.26,0.5,0.12489317398912783
0.9400000000000001,0.26,0.24055185787335864
0.32,0.32,0.046843451896702464
0.22,0.22,0.3212995210058043
0.68,0.96,-0.12477160799836395
0.38,0.62,0.06509666365148609
0.92,0.16,0.4998366510108736
0.36,0.02,0.23654600138006965
0.42,0.98,0.1638453346049747
0.06,0.32,0.07571215959639517
0.6,0.88,0.0783878405416461
0.28,0.36,0.10656052273380756
0.56,0.64,-0.17076770395411994
0.0,0.78,0.07189147117589434
0.96,0.56,-0.012794906866800706
0.24,0.88,0.006297978387471148
0.88,0.68,-0.06789287225580136
0.98,0.08,0.03346079855017907
0.8,0.18,0.845762137569779
0.08,0.98,0.3151122826463983
0.24,0.8,0.003042302306595565
0.72,0.5,0.11170276713102148
0.56,0.74,0.006607376702523814
0.56,0.48,0.06515584498397105
0.12,0.46,0.2835227273900156
0.5,0.12,0.20789862833865524
0.28,0.98,0.06185866669497372
0.36,0.48,0.045984643387062894
1.0,0.78,-0.11156626685147884
0.38,0.66,0.0956009955284797
0.7000000000000001,0.22,0.2525890705985922
0.36,0.24,0.08315471309098921
0.34,0.06,0.37002986925775216
0.92,0.78,-0.058631309553811115
0.62,0.38,0.09750920736369154
0.8,0.28,0.5290304369632565
0.92,0.96,-0.01899771387783277
0.74,0.66,0.016218572700013353
0.22,0.78,-0.13713244563853563
0.18,0.68,0.049636763726261676
0.0,0.1,0.13874720957151512
0.26,0.84,0.09535310893884906
0.02,0.96,0.057863889943303576
0.72,0.76,0.09594567999553429
0.84,0.1,0.384922887598614
0.92,0.34,0.2239177216406628
0.52,0.12,0.09942750827958563
1.0,0.2,0.09581021015513715
0.6,0.9,0.13558761422459717
0.38,0.18,0.40910418102985274
0.72,0.04,0.2261745911974028
0.86,0.1,0.2721337340028757
0.48,0.26,-0.03767489332285982
0.08,0.62,0.2594971664871416
0.02,0.24,0.12371027784373653
0.0,0.22,0.12821964977352812
0.4,0.96,-0.19181535621101237
0.48,0.68,0.07748243615090046
0.42,0.88,0.05488511320312589
0.04,0.9400000000000001,0.18371575166706267
1.0,0.9,0.12206166251543958
0.3,0.32,0.07356266865993694
0.26,0.64,-0.12082110151953916
1.0,0.78,-0.06653811833236441
0.2,0.04,0.8319119952191093
0.42,0.6,0.2006811325077289
0.44,0.58,0.11263071004892926
0.56,0.46,-0.020359682697332727
0.7000000000000001,0.56,-0.03586534826133168
0.38,0.08,0.3507898499097538
0.38,0.02,0.15698037955276672
0.6,0.36,-0.01352801673346177
0.36,0.54,0.14773781485154
0.16,0.3,0.19403512627210626
0.32,0.5,-0.05436772856613487
0.52,0.92,0.08351896215632693
0.32,0.92,-0.023296899414641525
0.5,0.74,0.06195377395696264
0.56,0.2,0.23018934193643034
0.6,0.96,-0.13372914708396139
0.96,0.06,-0.025704495511901154
0.38,0.76,-0.21503371014385098
0.66,0.9400000000000001,0.13132495459351098
0.72,0.4,0.12378364807873633
0.48,0.36,-0.019188224409230945
0.78,0.74,0.012584155557184534
0.04,0.36,0.010817270570018106
0.02,0.32,0.05376100147137443
0.08,0.9,0.1748951759667331
0.52,0.12,-0.014220061161146408
0.26,0.52,0.07165732488061405
0.68,0.22,0.15585447982651945
0.68,0.58,0.07294073976238226
0.64,0.24,0.14109271213758245
0.3,0.0,0.3861074938909172
0.12,1.0,0.008744417949638067
1.0,0.24,0.05806468531450763
0.86,0.08,0.08712068263199274
0.74,0.56,0.08878140833958356
0.34,0.72,0.03494648221585083
0.7000000000000001,0.4,0.16249582078451139
0.64,0.18,-0.037665736827004824
0.44,0.8,0.12313256844053988
0.36,0.56,0.07513929429622018
0.68,0.84,-0.23103428659045408
0.38,0.34,0.16773743772903862
0.66,0.16,0.22776349482563374
0.06,0.66,0.028133123110356956
0.3,0.6,-0.15151232070769838
0.04,0.32,-0.09227184292628454
0.46,0.32,-0.0938829051723788
0.18,1.0,0.11306284433328388
0.6,0.32,-0.058597262986581536
0.76,0.54,0.058237463744769145
0.54,0.16,-0.026977414096489034
0.88,0.32,0.19500434731429886
0.56,0.1,-0.03368456326040903
1.0,0.14,0.1868073411192195
0.02,0.56,0.1790459114315977
0.44,0.26,0.10995646954964623
0.42,0.02,0.24138164771211873
0.7000000000000001,0.8200000000000001,0.06533425324429301
0.6,0.14,0.03940092181710179
0.74,0.24,0.4763380240882613
0.1,0.84,0.007758492229383884
0.58,0.32,0.15426577068366087
0.32,0.26,0.23111197124773497
0.46,0.7000000000000001,-0.019431494199925556
0.26,0.62,-0.0011168877282815189
0.8,0.04,0.369471807772073
0.68,0.06,0.1362043093094129
0.42,0.04,0.15151330342771324
0.02,0.2,-0.0634690475237681
