X,Y,f_H
0.0,0.0,0.3532541912106908
0.0,0.02,0.30679004708148566
0.0,0.04,0.4271901664892839
0.0,0.06,0.44198677244796686
0.0,0.08,0.45071932689406946
0.0,0.1,0.5221515898829642
0.0,0.12,0.4759710965055755
0.0,0.14,0.5290350873337089
0.0,0.16,0.5516218854575378
0.0,0.18,0.5535788216040728
0.0,0.2,0.5250324903122013
0.0,0.22,0.5381819416159441
0.0,0.24,0.552257709766982
0.0,0.26,0.5436297782070019
0.0,0.28,0.3935745077934972
0.0,0.3,0.3477277335273357
0.0,0.32,0.41704303557874306
0.0,0.34,0.41382707096447374
0.0,0.36,0.4210153177618872
0.0,0.38,0.38197888311945705
0.0,0.4,0.3669873422326579
0.0,0.42,0.25249199536958183
0.0,0.44,0.3380246684457735
0.0,0.46,0.29939302794663186
0.0,0.48,0.2842955547217464
0.0,0.5,0.3311313580533615
0.0,0.52,0.19845341687852322
0.0,0.54,0.293563214197361
0.0,0.56,0.243884551158514
0.0,0.58,0.1819173098564539
0.0,0.6,0.248720230970248
0.0,0.62,0.1349017157982343
0.0,0.64,0.3366689044873984
0.0,0.66,0.21589591664317542
0.0,0.68,0.10598457638922698
0.0,0.7000000000000001,0.12123069703773927
0.0,0.72,0.19962534795900358
0.0,0.74,0.16287777158919087
0.0,0.76,0.13187870514197228
0.0,0.78,0.1249110512233803
0.0,0.8,0.11986322299406042
0.0,0.8200000000000001,0.1761902044210613
0.0,0.84,0.16962362259947275
0.0,0.86,0.06761740014555292
0.0,0.88,0.23569652956602927
0.0,0.9,0.14025275675507218
0.0,0.92,0.19407491619700476
0.0,0.9400000000000001,0.18871621440536177
0.0,0.96,0.1322458472885349
0.0,0.98,0.18824855183076772
0.0,1.0,0.2034847968427294
0.02,0.0,0.429475575067654
0.02,0.02,0.35378365268230993
0.02,0.04,0.4602104338920818
0.02,0.06,0.5151256591795553
0.02,0.08,0.5080504045450165
0.02,0.1,0.5829491852171665
0.02,0.12,0.5507572363116197
0.02,0.14,0.6276436898342853
0.02,0.16,0.5616153988360573
0.02,0.18,0.6206416633779331
0.02,0.2,0.5882426682087242
0.02,0.22,0.5489498647379248
0.02,0.24,0.5035104379967476
0.02,0.26,0.5729121887599062
0.02,0.28,0.5141713736288545
0.02,0.3,0.4322713502568972
0.02,0.32,0.4446965474362017
0.02,0.34,0.4899892541331421
0.02,0.36,0.403136419948049
0.02,0.38,0.26841110661506506
0.02,0.4,0.360078440735354
0.02,0.42,0.37982954640801586
0.02,0.44,0.35705799442401676
0.02,0.46,0.43772999674728863
0.02,0.48,0.33881754145593823
0.02,0.5,0.29997276550286994
0.02,0.52,0.2851928125181508
0.02,0.54,0.19051924670745884
0.02,0.56,0.21532817052171327
0.02,0.58,0.17667152588994867
0.02,0.6,0.22015288161845084
0.02,0.62,0.24915443676053564
0.02,0.64,0.288792728607615
0.02,0.66,0.14050005777691987
0.02,0.68,0.1379866714436448
0.02,0.7000000000000001,0.1495481158319402
0.02,0.72,0.16325425397157492
0.02,0.74,0.1552017904902832
0.02,0.76,0.12227806976423969
0.02,0.78,0.07179866510318664
0.02,0.8,0.1425024168747762
0.02,0.8200000000000001,0.1765728603551129
0.02,0.84,0.2298847368133648
0.02,0.86,0.12515111983106122
0.02,0.88,0.21206419400234458
0.02,0.9,0.19809810752512097
0.02,0.92,0.12900466648997488
0.02,0.9400000000000001,0.0914273975131987
0.02,0.96,0.2953760312307795
0.02,0.98,0.1045139268662055
0.02,1.0,0.14352892482175
0.04,0.0,0.39611026018364953
