mu_lo,s^2_lo,L_lo,mu_hi,s^2_hi,L_hi,rho,noise_lo,noise_hi
0.35318065563284956,-2.1878341549668843,-0.5441748987569296,-0.10369039702905046,-3.4186237441138476,-1.5549781226713348,-0.5086499185241198,-2.8662470639282187,-4.5644785062134
