mu_lo,s^2_lo,L_lo,mu_hi,s^2_hi,L_hi,rho,noise_lo,noise_hi
0.09687858,-3.749810518,-1.427577733,0.0001,-5.182741373,-2.14516491,-0.468038731,-32.79339891,-63.33820268
