,SimNum,Iteration,Period,Fidelity,Loss
0,0,0,0,S,0.027084332603456395
1,0,1,0,S,0.04115015073875482
2,0,2,0,S,0.027864846444314598
3,0,3,0,S,0.012067972345739357
4,0,4,0,S,0.018011651238759235
5,0,5,0,S,0.011094238958409724
6,0,6,0,S,0.00564039991983253
7,0,7,0,S,0.005834725994100979
8,0,8,0,S,0.006892560836200566
9,0,9,0,S,0.010859092456591252
10,0,10,0,S,0.005464313425345818
11,0,11,0,S,0.005457635612726842
12,0,12,0,S,0.007283539325141482
13,0,13,0,S,0.005577367404491029
14,0,14,0,S,0.048731871335224684
15,0,15,0,S,0.005642142063012473
16,0,16,0,S,0.006350612833689476
17,0,17,0,S,0.007557714562139061
18,0,18,0,S,0.005387506135450762
19,0,19,0,S,0.017069494810323604
20,0,20,0,S,0.005306672333187722
21,0,21,0,S,0.005282371125518795
22,0,22,0,S,0.005272308014407633
23,0,23,0,S,0.005264385184314324
24,1,0,0,S,0.040649385401147375
25,1,1,0,S,0.016892388371100294
26,1,2,0,S,0.046342543816848825
27,1,3,0,S,0.02091945921136184
28,1,4,0,S,0.011512530947739281
29,1,5,0,S,0.013551353555501588
30,1,6,0,S,0.007200958898605803
31,1,7,0,S,0.014017197086345322
32,1,8,0,S,0.008569145062946334
33,1,9,0,S,0.005590632599231362
34,1,10,0,S,0.005323141572283846
35,1,11,0,S,0.012942672586789406
36,1,12,0,S,0.005329520734001091
37,1,13,0,S,0.0052964641064333585
38,1,14,0,S,0.005287178277387682
39,1,15,0,S,0.005290721364558196
40,1,16,0,S,0.005285015987696107
41,1,17,0,S,0.006041458866393682
42,1,18,0,S,0.005286222689067286
43,1,19,0,S,0.0054178960514432994
44,1,20,0,S,0.00529996753799792
45,1,21,0,S,0.005285177358872252
46,1,22,0,S,0.005295461707218964
47,1,23,0,S,0.0052662560319276085
