X,Y,f_H_train
0.18,0.52,0.6067097216160697
0.54,0.9400000000000001,0.10795274266194803
0.74,0.14,0.9099980622390615
0.78,0.24,0.9748767209337557
0.76,0.08,0.8941891931888432
0.7000000000000001,0.3,0.23735514724283202
0.06,0.5,0.681200707777683
0.96,0.2,0.24424005508459762
0.9,0.02,0.8193909716352672
0.9400000000000001,0.32,0.47105604385522026
0.76,0.32,0.22680546115288286
0.92,0.8200000000000001,0.9260822537586306
0.78,0.74,-0.3499478394182686
0.8,0.52,1.0550898072445514
0.92,0.08,0.7330757211945076
0.46,0.18,0.6393162907010524
0.3,0.3,0.6527288375487089
0.3,0.88,0.2020619314884889
0.78,0.28,1.001874035163684
0.8200000000000001,0.7000000000000001,-0.15104280840495518
0.18,0.48,-0.09377289030337577
0.36,0.2,0.44052912306439485
0.76,0.54,-0.18143616071180818
0.88,0.22,1.183146979446235
0.28,0.34,0.13069247973523146
0.08,0.36,0.5887134116575432
0.62,0.18,1.0393148402943733
0.9400000000000001,0.28,0.9765800199966294
0.76,0.4,0.42023238042178745
0.58,0.38,0.3239985734767445
0.06,0.02,-0.4943077270078179
0.02,0.88,0.5765385825669531
0.7000000000000001,0.52,0.20801714151659192
0.52,0.42,-0.25428727646420946
0.12,0.58,0.11413256546500852
0.18,0.58,1.0224003258955694
0.8200000000000001,0.84,1.818339503523614
0.48,0.4,0.42129894516878585
0.04,0.44,0.7366430383929786
0.38,0.5,0.3074556942150146
0.66,0.88,-0.06442291630364708
0.0,0.9,-0.07135281717819555
0.98,0.52,-0.6280919628204076
0.84,0.98,0.8835724342653539
0.78,0.5,0.2667475313021278
0.28,0.28,0.30526943497804704
0.84,0.48,-0.48943188347173233
0.44,0.46,0.462720796379333
0.02,0.8200000000000001,-0.7258806345139583
0.88,0.26,-0.6543617762719667
0.86,0.1,0.5024100812674201
1.0,0.38,0.20675149609746188
1.0,0.36,0.01520301082944378
0.1,0.24,-0.3290013044109156
0.9,0.24,0.24950884899144765
0.78,0.14,0.5030094515126661
0.44,0.66,-0.4160172581568566
0.24,0.0,1.3813037092168345
0.1,0.22,0.6260558802271011
0.58,0.38,1.098862005363233
0.72,0.46,-0.5594476714820734
0.16,0.24,0.7408502000914394
0.36,0.8,0.9357107190424725
0.24,0.36,0.9056882305752925
0.74,0.88,-0.5056553181009402
0.8,0.46,1.3392454152016333
0.36,0.8200000000000001,0.19797011759732036
0.48,0.2,1.1161358052525139
0.3,1.0,-0.03300376489214932
0.72,0.86,0.6029052864604197
0.66,0.34,0.08855197370056012
0.36,0.3,-0.09722829920200105
0.96,0.8,0.5038644537577418
0.9,0.72,0.16370963060504437
0.16,0.68,0.9214237387507517
0.02,0.14,0.1910494962781935
0.84,0.28,0.8158675305670163
0.76,0.26,0.6164835356848778
0.28,0.26,0.6026822977655675
0.9,0.92,-0.6440541861159751
0.44,0.78,0.24062075020927742
0.64,0.6,-0.15072024854172456
0.72,0.7000000000000001,0.4114649707188449
0.14,0.74,-0.04268701857306312
0.32,0.22,0.5112044039044585
0.86,0.54,0.30402233394691874
0.9,0.46,0.679481535143124
0.42,0.56,0.47475362387946085
0.56,0.12,0.4245092443333468
0.02,0.22,1.1877542919964552
0.06,0.08,1.476474525600545
0.8200000000000001,0.8,-0.2726989029719827
0.32,0.6,-0.13118324014980096
0.54,0.28,-0.24297327356443504
0.14,0.18,1.2972054742602757
0.2,0.78,0.7796685371612497
0.8200000000000001,0.9400000000000001,-0.0013189199688173909
0.26,0.16,1.2949498342170003
0.32,0.8,-0.028736436347358285
0.66,0.4,-0.3892217820960656
0.16,0.14,1.1451130040828927
0.06,0.24,1.035480760675217
0.56,0.48,-0.47704932021228486
0.4,0.26,0.4732884414901333
0.5,0.06,-0.44491907199406244
0.18,0.68,0.09478876589063899
0.98,0.72,0.7104944983648769
0.98,0.5,0.18737331698238213
0.06,0.54,0.6964418157075158
0.48,0.6,-0.5370762033521528
