X,Y,f_S_train
0.42,0.46,0.017402682073150356
0.66,0.32,0.002233479508537093
0.8,0.08,0.05618506702093246
0.96,0.54,0.020807295260926718
0.98,0.4,0.03179896899230921
0.0,0.52,0.009305473556323277
0.22,0.46,0.030907424825956247
0.0,0.22,0.03171880844598656
0.04,0.42,0.0073316889023770345
0.66,0.5,0.01111713364133494
0.56,0.42,0.0034536332991608647
0.84,0.84,0.2642632191164536
