mu_lo,s^2_lo,L_lo,mu_hi,s^2_hi,L_hi,rho,noise_lo,noise_hi
0.30632738255657677,-2.2844822421786146,-0.6828871782945511,-0.007637936566648297,-3.82306537242193,-1.8282993756656656,-0.5377241285119335,-2.821156165254181,-4.687873305436609
