X,Y,f_S_train
0.0,0.72,0.19962534795900358
0.7000000000000001,0.9,0.06411407357038088
0.24,0.92,0.2594576795038503
0.4,0.68,0.08003551917137737
0.48,0.5,0.08137472198177098
0.52,0.48,0.13128298933624233
0.88,0.58,0.05043232526201521
0.24,0.08,1.0066214359798475
0.38,0.84,0.1168215800140375
0.3,0.24,0.8355206091942261
0.96,0.4,0.1615693454700047
0.26,0.58,0.16384077100775474
0.56,0.68,-0.04813355254630263
0.36,0.5,0.12632448879873287
0.2,0.64,0.14560737839470345
0.04,0.12,0.6409280857510203
0.04,0.16,0.6455334274094858
0.62,0.88,-0.03993140908308229
0.32,0.34,0.571624587967057
0.1,0.6,0.206990525970913
0.2,0.6,0.23567478628314315
0.86,0.26,0.6525297540356986
0.46,0.36,0.3910289728606259
0.2,0.28,0.7325411569953627
0.9,0.9,0.020229661329099095
0.7000000000000001,0.66,0.05617806829847172
0.96,0.9,0.02043749832633444
0.16,0.2,0.9457164376394002
0.98,0.5,0.10402148928438101
0.8200000000000001,0.52,0.07070074068238107
0.14,0.04,0.76348457827068
0.58,0.76,-0.03065520062180061
0.78,0.9,-0.04182036412030432
0.06,0.5,0.26068056603567313
0.28,0.38,0.48803190037923005
0.88,0.42,0.2791138725393803
0.54,0.78,0.012797077589474772
0.88,0.56,0.08239497909187342
0.12,0.06,0.8239426526146483
0.12,0.36,0.5327839813256394
0.5,0.02,0.6102650124581783
0.36,0.06,0.9862038876670878
0.28,1.0,0.10184676203621149
0.48,0.86,0.013510125125114666
0.6,0.8,0.042178072285026603
1.0,0.26,0.32735883986736913
0.32,0.54,0.2117701715863749
0.8200000000000001,0.98,0.015098793894684808
0.16,0.38,0.506302728979227
0.34,0.96,0.11336622314836639
0.38,0.72,0.08276714631569579
0.8,0.42,0.30298410241182927
0.76,0.52,0.1110717289522552
0.56,0.08,0.4883438702800521
0.78,0.98,-0.004154891902001956
0.98,0.56,0.02781372050995346
0.04,0.8,0.06779966447045953
0.02,0.56,0.21532817052171327
0.8,0.58,0.031947086630241824
0.72,0.44,0.24202326096557253
0.48,0.74,0.04342944662775806
0.14,0.04,0.76348457827068
0.04,0.48,0.357844351851991
0.8200000000000001,0.3,0.5858712819753809
0.08,0.3,0.5669424904272272
0.86,0.86,-0.06931490627543993
0.56,0.14,0.5212834491690385
1.0,0.76,0.014414286478613113
0.98,0.38,0.21663195142944372
0.7000000000000001,0.12,0.5747044156258583
0.08,0.1,0.7194971253635845
0.24,0.78,0.08660150541100076
0.3,0.08,1.0080246318914585
0.72,0.84,-0.009097899322954153
0.72,0.18,0.5669137402443197
0.84,0.6,0.022799125578522494
0.38,0.4,0.2868501472691359
0.32,0.9,0.13945397778729687
0.52,0.0,0.4693347857611858
0.72,0.6,0.04327497748615658
0.44,0.56,0.04385736150352001
0.96,0.26,0.49828391325666566
0.5,0.9400000000000001,-0.00648566277625371
0.96,0.32,0.34313816022514576
0.92,0.08,0.451421696803661
0.06,0.06,0.6138180955237638
0.36,0.88,0.17453708973007714
0.42,0.7000000000000001,0.02502457499371607
0.52,0.14,0.4471646623808335
0.74,0.92,0.07589665528281636
0.9400000000000001,0.92,0.03500897285689482
0.22,0.06,0.9211665337834541
0.1,0.34,0.5101661936445826
0.26,0.84,0.19839013935447528
0.9,0.18,0.5915385591814427
0.12,0.4,0.4634054329072195
0.46,0.74,0.056163535988180656
0.62,0.64,-0.061526003180003966
0.6,0.32,0.3847418308846019
0.88,0.1,0.6214594637666484
0.78,0.26,0.6248434160321756
0.92,0.58,0.027637791171855015
0.78,0.16,0.737385062379083
0.16,0.44,0.4062543157281995
0.36,0.52,0.16737990805988517
0.64,0.54,0.09241752106545748
0.16,0.24,0.8470651735218666
0.44,0.9,0.13880072997319104
0.7000000000000001,0.04,0.5393938469222496
0.54,0.1,0.4769614732669871
0.06,0.16,0.6305969439587117
0.26,0.5,0.29738185787982946
0.58,0.88,0.10567572528603487
0.28,0.32,0.6174164881142763
0.26,0.66,0.12198434483158567
0.64,0.76,0.019961867410336724
0.1,0.8,0.24070322090468982
0.68,0.6,-0.05314992778111248
0.3,0.54,0.2611729584402633
0.6,0.12,0.4610197855931068
0.66,0.1,0.4516191119456566
0.54,0.52,0.155067006540061
0.8200000000000001,0.74,0.043620241845498085
0.3,0.8,0.15185785638655214
0.8,0.8,0.054812684065533676
0.28,0.24,0.7806486416154154
0.9,0.2,0.6280571731541059
0.8200000000000001,0.36,0.31854356555867347
0.86,0.88,0.06461899325334472
0.88,0.58,0.05043232526201521
0.7000000000000001,0.96,-0.07002414109806598
0.3,0.0,0.7510313774106188
0.38,0.88,0.056507943777745144
0.7000000000000001,0.08,0.4959048910749403
0.4,0.7000000000000001,0.04052678073946047
0.46,0.38,0.21508451756209332
0.7000000000000001,0.28,0.5686470006286026
0.9,0.72,-0.025315423367338784
0.78,0.28,0.6688561167157518
0.34,0.38,0.4420466303181343
0.58,0.48,0.11365768312602555
0.86,0.16,0.6495189071850765
0.78,0.52,0.1299134943825223
0.14,0.86,0.1643959035298719
0.44,0.5,0.09852342807067438
0.22,0.78,0.18058703833558112
0.86,0.72,0.010408611068809005
1.0,0.8,-0.09025285565135005
0.9400000000000001,0.84,-0.05954317300264194
0.8200000000000001,0.16,0.692420325967615
0.68,0.54,0.015919474186494698
0.24,0.62,0.1436074131341974
0.14,0.46,0.5061301549021631
0.34,0.6,0.0980041694805206
0.12,0.78,0.16753093664159696
0.28,0.56,0.1807670866072827
0.52,0.74,0.05053833445233362
0.28,0.7000000000000001,0.018045391707159852
0.2,0.96,0.22098239993763302
0.14,0.7000000000000001,0.20284766054043557
0.6,0.48,0.1680324113078433
0.74,0.76,0.029562090699583647
0.7000000000000001,0.68,-0.022030826225816758
0.24,0.62,0.1436074131341974
0.26,0.8200000000000001,0.1809158920221978
0.48,0.68,-0.03601289237075718
0.84,0.8200000000000001,-0.03669642869852577
0.74,0.84,0.056173092206902836
0.2,0.36,0.5824480359959706
0.64,0.8,0.02827351605435704
0.0,0.72,0.19962534795900358
1.0,0.48,0.051573331331862045
0.32,0.46,0.2850027930519435
0.22,0.74,0.13328197285843715
0.52,0.36,0.3423438944309434
0.56,0.34,0.2068269243551317
0.24,0.7000000000000001,0.16555491785679088
0.9400000000000001,0.96,0.04118764226487607
0.6,0.5,0.1683586403634182
0.56,0.72,-0.08158572960556848
0.38,0.2,0.6557833071088471
0.24,0.92,0.2594576795038503
0.66,0.4,0.2804040246011326
0.0,0.2,0.5250324903122013
0.26,0.32,0.5484011328647335
1.0,0.02,0.3097092986228376
0.98,0.36,0.17294640250823198
0.84,0.12,0.6403918655658019
0.72,0.0,0.34270986974509876
0.52,0.04,0.6063924561703379
0.08,0.56,0.3109367665371891
0.06,0.66,0.29113480815530374
0.1,0.68,0.17352158747321839
0.84,0.28,0.6517584014827835
0.1,0.66,0.24009867379278715
1.0,0.72,0.058151473202251155
0.64,0.88,-0.013781910289565037
0.22,0.8,0.22634500071714914
0.24,0.18,0.8744938463672992
0.9,0.06,0.6054931925283685
0.62,0.48,0.15935684189938762
0.96,0.8200000000000001,0.006142120724577714
0.98,0.36,0.17294640250823198
0.08,0.74,0.11924312960268382
0.3,0.08,1.0080246318914585
0.1,0.86,0.2318931509202034
0.76,0.8200000000000001,-0.02220713955592845
0.8200000000000001,0.7000000000000001,-0.010823436653715145
0.32,0.78,0.026659139816631455
0.58,0.28,0.39867522476557604
0.3,0.02,0.794088837861173
0.6,0.4,0.23547448698498077
0.7000000000000001,0.86,-0.013994625879545846
0.26,0.88,0.09837399699801522
0.56,0.72,-0.08158572960556848
0.74,0.62,0.023975219414620042
0.62,0.26,0.4290106287487074
0.92,0.18,0.6001989238054425
0.44,0.68,0.08782766645235227
0.36,0.06,0.9862038876670878
0.14,0.34,0.5695312447383627
0.56,0.28,0.36819114670507963
0.62,0.7000000000000001,-0.08693466258653694
0.62,0.7000000000000001,-0.08693466258653694
0.18,0.9,0.25917834294120656
0.16,0.2,0.9457164376394002
0.7000000000000001,0.8,0.007678823953484108
0.92,0.8200000000000001,-0.0008036582406693365
0.88,0.36,0.3416199856454484
0.4,0.76,0.1106432090862088
0.66,0.78,-0.05902140575960112
0.72,0.56,0.09473187633899526
0.14,0.28,0.6508950142112284
0.48,0.5,0.08137472198177098
0.84,0.3,0.5840469946118944
0.68,0.04,0.38355961581784787
0.18,0.48,0.4201428413102733
0.42,0.86,0.026093844159660137
0.28,0.36,0.5403316432041023
0.6,0.68,0.017329423314267643
0.54,0.04,0.4646197674009973
0.1,0.2,0.801087927260233
0.86,0.78,0.08723993534708496
0.52,0.62,0.0013855856081062684
0.46,0.92,0.0007922772413551174
0.78,0.92,0.01215788228961703
0.48,0.86,0.013510125125114666
0.92,0.14,0.6377406707940902
0.48,0.16,0.6070326151945311
0.06,0.58,0.27959722065543086
0.14,0.36,0.5722157108483741
0.34,0.86,0.07941948435296785
0.76,0.04,0.41186282414797076
0.56,0.54,0.040421298651515024
0.72,0.96,0.02943152571335224
0.9400000000000001,0.9,-0.07191382397566237
0.26,0.08,1.015490632305363
0.38,0.46,0.23019553168572907
0.3,0.54,0.2611729584402633
0.66,0.26,0.592299865337138
