mu_lo,s^2_lo,L_lo,mu_hi,s^2_hi,L_hi,rho,noise_lo,noise_hi
0.15825540435607002,-2.6439859834725024,-0.8523252919977721,0.5008795104828142,-3.130423827169032,-1.1589252014499536,-17.300095702030575,-56.20361890339623,-59.30588425876019
