mu_lo,s^2_lo,L_lo,mu_hi,s^2_hi,L_hi,rho,noise_lo,noise_hi
-1.700903132,-1.947362545,-0.309197345,-14.9598621,-3.655273338,-1.317607182,-0.721748367,-5.926942955,-1.371689752
