X,Y,f_prior
0.1,0.1,0.8650551815560771
0.1,0.2,1.0329640406725844
0.1,0.30000000000000004,0.9109932185119279
0.1,0.4,0.6120183223864251
0.1,0.5,0.6843288912578808
0.1,0.6000000000000001,0.591506354330619
0.1,0.7000000000000001,0.3977836117957138
0.1,0.8,0.18162959371976928
0.1,0.9,-0.0711713995657523
0.2,0.1,0.6863794492995321
0.2,0.2,0.5791342593901361
0.2,0.30000000000000004,1.288377334906286
0.2,0.4,0.7083568565242744
0.2,0.5,0.6491540129420192
0.2,0.6000000000000001,0.8311408587397525
0.2,0.7000000000000001,0.294829514104598
0.2,0.8,0.20310920068592458
0.2,0.9,0.26903670252502615
0.30000000000000004,0.1,1.0390482822859306
0.30000000000000004,0.2,0.885097452064167
0.30000000000000004,0.30000000000000004,1.0653542208272957
0.30000000000000004,0.4,0.6444140694648828
0.30000000000000004,0.5,0.6744894826858121
0.30000000000000004,0.6000000000000001,0.4335237253209823
0.30000000000000004,0.7000000000000001,-0.10088619205263127
0.30000000000000004,0.8,0.5819547065709586
0.30000000000000004,0.9,0.6376709607262161
0.4,0.1,0.7206487854491672
0.4,0.2,0.8180363571652178
0.4,0.30000000000000004,1.1152800113578474
0.4,0.4,0.7220499163272762
0.4,0.5,0.7201166348283344
0.4,0.6000000000000001,0.6796056415276731
0.4,0.7000000000000001,0.0711993499369678
0.4,0.8,0.3432945201566808
0.4,0.9,-0.1342880152980227
0.5,0.1,1.0863873361745973
0.5,0.2,1.2480754343993903
0.5,0.30000000000000004,0.8187831234895944
0.5,0.4,0.7418423439926518
0.5,0.5,0.44965445984978386
0.5,0.6000000000000001,0.5003164945557822
0.5,0.7000000000000001,0.008084832898270944
0.5,0.8,0.2582564312593253
0.5,0.9,0.22645382937769762
0.6000000000000001,0.1,0.6245068613697943
0.6000000000000001,0.2,0.8674490614485808
0.6000000000000001,0.30000000000000004,0.6633171292776723
0.6000000000000001,0.4,0.8930523026081492
0.6000000000000001,0.5,0.45890714000921096
0.6000000000000001,0.6000000000000001,0.27163521604421736
0.6000000000000001,0.7000000000000001,0.21002448241974725
0.6000000000000001,0.8,0.3814498541995308
0.6000000000000001,0.9,0.10430713013591136
0.7000000000000001,0.1,0.6380560150078881
0.7000000000000001,0.2,0.7999668927998449
0.7000000000000001,0.30000000000000004,0.4465352790475922
0.7000000000000001,0.4,0.5723558169454112
0.7000000000000001,0.5,0.7276871662754905
0.7000000000000001,0.6000000000000001,0.29432401089947435
0.7000000000000001,0.7000000000000001,0.20749477892158402
0.7000000000000001,0.8,0.09204933082246039
0.7000000000000001,0.9,0.41455680341878615
0.8,0.1,0.5665180731194918
0.8,0.2,1.0011490306246436
0.8,0.30000000000000004,0.5403206339381899
0.8,0.4,0.4139185974745824
0.8,0.5,0.37140607098060924
0.8,0.6000000000000001,0.3768179880876644
0.8,0.7000000000000001,0.22151848675654986
0.8,0.8,0.486181386071647
0.8,0.9,0.041207787737432965
0.9,0.1,0.6499164361341805
0.9,0.2,0.6401173766385394
0.9,0.30000000000000004,0.41608242837368103
0.9,0.4,0.6083354380450836
0.9,0.5,0.1075928993989998
0.9,0.6000000000000001,0.28673505978780506
0.9,0.7000000000000001,0.07051571163201402
0.9,0.8,0.3199192451096293
0.9,0.9,-0.007574600980262518
