mu_lo,s^2_lo,L_lo,mu_hi,s^2_hi,L_hi,rho,noise_lo,noise_hi
-0.8460513962053721,-2.5372906071161143,-0.5420349584953533,-18.003211372750144,-3.0873278390400363,-1.6010169416738749,-0.6486247923907078,-4.616714381668361,-1.4266316993802974
