X,Y,f_prior
0.0,0.0,1.1635094499189038
0.0,0.2,0.5096581849555256
0.0,0.4,0.8055163763954053
0.0,0.6000000000000001,0.7829648758847844
0.0,0.8,0.6999179379394018
0.0,1.0,0.8722964916948364
0.2,0.0,0.477309641262348
0.2,0.2,0.9092040225377618
0.2,0.4,0.4801710549230079
0.2,0.6000000000000001,0.5887515508775791
0.2,0.8,0.7542992355935578
0.2,1.0,0.6905688351177928
0.4,0.0,0.8307860326866884
0.4,0.2,1.3181149988239413
0.4,0.4,0.9763044362336474
0.4,0.6000000000000001,0.8052566651220637
0.4,0.8,0.2870432331922305
0.4,1.0,-0.011114920186384714
0.6000000000000001,0.0,1.1709456489832397
0.6000000000000001,0.2,1.3252131138306018
0.6000000000000001,0.4,0.6167656893977316
0.6000000000000001,0.6000000000000001,0.8739873867827173
0.6000000000000001,0.8,0.30338109683916864
0.6000000000000001,1.0,0.5783717041629056
0.8,0.0,0.6321133175836677
0.8,0.2,0.7548957791351408
0.8,0.4,0.746699713650391
0.8,0.6000000000000001,0.638402661988693
0.8,0.8,0.5645243073911337
0.8,1.0,0.06354105365535119
1.0,0.0,0.3668023248555013
1.0,0.2,0.6695536081799236
1.0,0.4,0.7476130716983393
1.0,0.6000000000000001,0.04389570502468354
1.0,0.8,0.5218156311224785
1.0,1.0,0.14724566791074536
