mu_lo,s^2_lo,L_lo,mu_hi,s^2_hi,L_hi,rho,noise_lo,noise_hi
0.33396524153368096,-2.3975358045692023,-0.7815458391840586,-0.07806335849197965,-3.7012519419816337,-1.6765228332068651,-0.4081609967807115,-3.2416208492985468,-6.156911460709793
