X,Y,f_L
0.0,0.0,0.33808759767102037
0.0,0.02,0.3221751111967773
0.0,0.04,0.3070511311753386
0.0,0.06,0.29275613056443667
0.0,0.08,0.2793284602612764
0.0,0.1,0.2668041710455736
0.0,0.12,0.25521684624054486
0.0,0.14,0.24459744622212753
0.0,0.16,0.23497416582384292
0.0,0.18,0.22637230559242513
0.0,0.2,0.21881415774851967
0.0,0.22,0.21231890759835723
0.0,0.24,0.20690255102738528
0.0,0.26,0.20257782858651416
0.0,0.28,0.19935417655708493
0.0,0.3,0.19723769525311524
0.0,0.32,0.19623113469011438
0.0,0.34,0.1963338976199607
0.0,0.36,0.19754205980240422
0.0,0.38,0.19984840725684014
0.0,0.4,0.20324249011433454
0.0,0.42,0.20771069257071217
0.0,0.44,0.21323631832787768
0.0,0.46,0.2197996908035025
0.0,0.48,0.22737826728976426
0.0,0.5,0.23594676615078533
0.0,0.52,0.24547730606657336
0.0,0.54,0.2559395562592726
0.0,0.56,0.2673008965758863
0.0,0.58,0.27952658625078025
0.0,0.6,0.2925799401314752
0.0,0.62,0.30642251112264607
0.0,0.64,0.3210142775859107
0.0,0.66,0.33631383442680957
0.0,0.68,0.3522785866051153
0.0,0.7000000000000001,0.3688649438200074
0.0,0.72,0.3860285151471742
0.0,0.74,0.4037243024401189
0.0,0.76,0.42190689135217013
0.0,0.78,0.4405306388882368
0.0,0.8,0.4595498564554536
0.0,0.8200000000000001,0.47891898744867434
0.0,0.84,0.49859277847942335
0.0,0.86,0.5185264434345237
0.0,0.88,0.5386758196321871
0.0,0.9,0.5589975154280332
0.0,0.92,0.5794490487102555
0.0,0.9400000000000001,0.5999889758111383
0.0,0.96,0.6205770104503928
0.0,0.98,0.6411741324134757
0.0,1.0,0.6617426857543564
0.02,0.0,0.3212261180179078
0.02,0.02,0.3053155339341794
0.02,0.04,0.290214902119126
0.02,0.06,0.2759647166597891
0.02,0.08,0.2626032737015402
0.02,0.1,0.25016649344684744
0.02,0.12,0.23868775330813818
0.02,0.14,0.22819773334192137
0.02,0.16,0.21872427500499336
0.02,0.18,0.21029225417785774
0.02,0.2,0.20292346929636274
0.02,0.22,0.19663654532099353
0.02,0.24,0.1914468541553166
0.02,0.26,0.1873664520019466
0.02,0.28,0.18440403401727057
0.02,0.3,0.18256490649627954
0.02,0.32,0.18185097668748523
0.02,0.34,0.18226076020640372
0.02,0.36,0.18378940588560327
0.02,0.38,0.18642873777127847
0.02,0.4,0.19016731385181354
0.02,0.42,0.19499050098411186
0.02,0.44,0.20088056536963678
0.02,0.46,0.20781677782524077
0.02,0.48,0.2157755329948447
0.02,0.5,0.22473048155776762
0.02,0.52,0.2346526744087133
0.02,0.54,0.24551071771374353
0.02,0.56,0.25727093768651565
0.02,0.58,0.26989755388000625
0.02,0.6,0.2833528597511629
0.02,0.62,0.2975974092295352
0.02,0.64,0.3125902080059507
0.02,0.66,0.32828890825358076
0.02,0.68,0.3446500055010607
0.02,0.7000000000000001,0.36162903639535654
0.02,0.72,0.3791807761202522
0.02,0.74,0.39725943427424315
0.02,0.76,0.41581884805848557
0.02,0.78,0.43481267168061793
0.02,0.8,0.4541945609429007
0.02,0.8200000000000001,0.4739183520523913
0.02,0.84,0.49393823376585544
0.02,0.86,0.5142089120619019
0.02,0.88,0.5346857666164785
0.02,0.9,0.555324998444391
0.02,0.92,0.5760837681579902
0.02,0.9400000000000001,0.5969203243836801
0.02,0.96,0.6177941219664667
0.02,0.98,0.6386659296816406
0.02,1.0,0.6594979272598862
0.04,0.0,0.3048231686465315
0.04,0.02,0.28893024019736785
0.04,0.04,0.2738684545355578
0.04,0.06,0.2596782824249926
0.04,0.08,0.24639792127334717
0.04,0.1,0.23406311740475177
0.04,0.12,0.2227069999203764
0.04,0.14,0.21235992726943215
0.04,0.16,0.203049347563291
0.04,0.18,0.19479967356638542
0.04,0.2,0.1876321731901522
0.04,0.22,0.18156487620162376
0.04,0.24,0.17661249773741852
0.04,0.26,0.1727863790880122
0.04,0.28,0.17009444608757296
0.04,0.3,0.16854118531252488
0.04,0.32,0.16812763815870416
0.04,0.34,0.16885141273379106
0.04,0.36,0.17070671336992896
0.04,0.38,0.17368438743233128
0.04,0.4,0.17777198897453797
0.04,0.42,0.18295385867088768
0.04,0.44,0.18921121934292612
0.04,0.46,0.19652228628988466
0.04,0.48,0.2048623915349242
0.04,0.5,0.21420412100949437
0.04,0.52,0.22451746361852387
0.04,0.54,0.23576997105994252
0.04,0.56,0.2479269272136563
0.04,0.58,0.26095152586796216
0.04,0.6,0.2748050555157182
0.04,0.62,0.2894470899284526
0.04,0.64,0.3048356832040533
0.04,0.66,0.32092756798245514
0.04,0.68,0.3376783555337152
0.04,0.7000000000000001,0.3550427364435033
0.04,0.72,0.37297468065196643
0.04,0.74,0.3914276356424768
0.04,0.76,0.41035472162630987
0.04,0.78,0.4297089226270616
0.04,0.8,0.44944327243376003
0.04,0.8200000000000001,0.4695110344633018
0.04,0.84,0.4898658746501162
0.04,0.86,0.5104620265629056
0.04,0.88,0.5312544480339243
0.04,0.9,0.5521989686746143
0.04,0.92,0.573252427741543
0.04,0.9400000000000001,0.5943728019075007
0.04,0.96,0.615519322583499
0.04,0.98,0.6366525825272616
0.04,1.0,0.65773463156192
0.06,0.0,0.2889088608233616
0.06,0.02,0.2730494083634625
0.06,0.04,0.2580419922471789
0.06,0.06,0.24392701514368692
0.06,0.08,0.23074253157440838
0.06,0.1,0.21852407067915214
0.06,0.12,0.20730447100072705
0.06,0.14,0.1971137284042948
0.06,0.16,0.18797885815452742
0.06,0.18,0.17992377207127902
0.06,0.2,0.17296917157389502
0.06,0.22,0.16713245730660528
0.06,0.24,0.16242765591372346
0.06,0.26,0.1588653644049502
0.06,0.28,0.15645271241904252
0.06,0.3,0.1551933425599291
0.06,0.32,0.15508740884422792
0.06,0.34,0.15613159316441422
0.06,0.36,0.15831913953891788
0.06,0.38,0.16163990579046336
0.06,0.4,0.16608043216824087
0.06,0.42,0.17162402630920273
0.06,0.44,0.17825086382004918
0.06,0.46,0.18593810365526245
0.06,0.48,0.19466001736888647
0.06,0.5,0.2043881312293939
0.06,0.52,0.2150913801086729
0.06,0.54,0.2267362719884948
0.06,0.56,0.23928706187124574
0.06,0.58,0.2527059338365934
0.06,0.6,0.2669531899522439
0.06,0.62,0.2819874447252163
