,SimNum,Iteration,Period,Fidelity,Agent,X,Y,XMax,YMax,VarMax,Var0,XCentroid,YCentroid,ProbExplore,Explore,Distance
0,0,0,0,S,0,0.6980566440045004,0.8018938879909988,0.56,0.8018938879909988,0.07931693753711708,0.07931693753711708,0.7954916067146277,0.8104076738609112,1.0,0.0,0.0
1,0,0,0,S,1,0.1716449231866296,0.3938487618073131,0.0,0.3938487618073131,0.07931693753711708,0.07931693753711708,0.14200787401574805,0.37673228346456716,1.0,0.0,0.0
2,0,0,0,S,2,0.6053988700424823,0.4555724585629839,0.38,0.4555724585629839,0.07931693753711708,0.07931693753711708,0.6030344827586208,0.4739310344827588,1.0,0.0,0.0
3,0,0,0,S,3,0.9227124642660093,0.3401869154945668,0.74,0.3401869154945668,0.07931693753711708,0.07931693753711708,0.9025108225108217,0.4081385281385282,1.0,0.0,0.0
4,0,0,0,S,4,0.46207860281871793,0.8357860530474994,0.32,0.8357860530474994,0.07931693753711708,0.07931693753711708,0.4881379310344841,0.8851034482758621,1.0,0.0,0.0
5,0,0,0,S,5,0.4552228921023209,0.21802147241519088,0.14,0.21802147241519088,0.07931693753711708,0.07931693753711708,0.41694444444444406,0.1616666666666668,1.0,0.0,0.0
6,0,0,0,S,6,0.4020886960761645,0.7948137203336375,0.0,0.7948137203336375,0.07931693753711708,0.07931693753711708,0.2404422604422606,0.7993120393120395,1.0,0.0,0.0
7,0,0,0,S,7,0.8140156913787319,0.1154068038952063,0.6,0.1154068038952063,0.07931693753711708,0.07931693753711708,0.800576131687243,0.1135802469135802,1.0,0.0,0.0
8,0,1,0,S,0,0.56,0.66,1.0,0.66,0.07922169375067785,0.07931693753711708,0.8426302293818057,0.8252436356374256,1.0,True,0.1979735143977281
9,0,1,0,S,1,0.0,0.0,0.0,0.0,0.07437473547701992,0.07931693753711708,0.13782937987515176,0.34488514472419596,1.0,True,0.42962638051322877
10,0,1,0,S,2,0.38,0.5,0.78,0.5,0.06722524433446195,0.07931693753711708,0.5535705923465576,0.4732889440681996,1.0,True,0.2297356242609439
11,0,1,0,S,3,0.74,0.3,1.0,0.3,0.07791320918667788,0.07931693753711708,0.8992056662411032,0.4292614227784111,1.0,True,0.18707974977299166
12,0,1,0,S,4,0.32,0.98,0.66,0.98,0.07476258897115112,0.07931693753711708,0.5011270626446792,0.8645996454917104,1.0,True,0.2024450342056768
13,0,1,0,S,5,0.14,0.0,0.28,0.0,0.06737003949496456,0.07931693753711708,0.37679867544542966,0.13669220490411668,1.0,True,0.3832738370140066
14,0,1,0,S,6,0.0,0.76,0.0,0.76,0.0693958243798593,0.07931693753711708,0.17030030543852098,0.7792752666061155,1.0,True,0.4035930061778808
15,0,1,0,S,7,0.6,0.0,1.0,0.0,0.07704427451108409,0.07931693753711708,0.7943826957517116,0.11350832476837316,1.0,True,0.24314902126396318
16,0,2,0,S,0,1.0,1.0,1.0,1.0,0.05689057728851134,0.07931693753711708,0.8507951521438157,0.8487712349489984,0.9987991999010973,True,0.5560575509783137
17,0,2,0,S,1,0.0,0.38,0.0,0.38,0.058382541774680656,0.07931693753711708,0.14082701337697423,0.3307088517013438,0.9376904578825372,True,0.38
18,0,2,0,S,2,0.78,0.58,0.52,0.58,0.05657284629283402,0.07931693753711708,0.4900185375427498,0.44795912050532904,0.8475521927835815,True,0.40792156108742283
19,0,2,0,S,3,1.0,0.64,1.0,0.64,0.06651703592748165,0.07931693753711708,0.89674611489291,0.41334683004795597,0.9823022875816113,True,0.42801869118065394
20,0,2,0,S,4,0.66,1.0,0.36,1.0,0.05764737376857741,0.07931693753711708,0.4952485979540158,0.8570685064072815,0.9425803780707657,True,0.34058772731852804
21,0,2,0,S,5,0.28,0.26,0.4,0.26,0.060514380245179855,0.07931693753711708,0.3574164747954655,0.13392759501767593,0.8493777191465334,True,0.295296461204668
22,0,2,0,S,6,0.0,1.0,0.22,1.0,0.059671577995582675,0.07931693753711708,0.1569594540519442,0.7398932054458223,0.8749181011607376,True,0.24
23,0,2,0,S,7,1.0,0.0,1.0,0.0,0.06507259482120964,0.07931693753711708,0.7833015922245808,0.11791847301249705,0.9713470653734018,True,0.4
24,0,3,0,S,0,1.0,1.0,0.68,1.0,0.053870097682152104,0.07931693753711708,0.8137174586669241,0.8324331055013366,0.7172563522373626,True,0.0
25,0,3,0,S,1,0.0,0.56,0.0,0.56,0.053414686410295065,0.07931693753711708,0.1309949100297827,0.312228006045302,0.7360665147637605,True,0.18000000000000005
26,0,3,0,S,2,0.52,0.28,0.7000000000000001,0.28,0.047383013451194264,0.07931693753711708,0.45506062868669317,0.4365415298069613,0.7132505118009661,True,0.3969886648255841
27,0,3,0,S,3,1.0,0.3,1.0,0.3,0.051715631572696985,0.07931693753711708,0.8947879092284532,0.3991438886153367,0.8386233507358299,True,0.34
28,0,3,0,S,4,0.36,0.76,0.56,0.76,0.054340984038155515,0.07931693753711708,0.4739661695350946,0.8474234906638748,0.7267977755898707,True,0.38418745424597095
29,0,3,0,S,5,0.4,0.0,0.56,0.0,0.04868056144967292,0.07931693753711708,0.3459902108549125,0.12017553603742193,0.7629439830157538,True,0.2863564212655271
30,0,3,0,S,6,0.22,0.68,0.0,0.68,0.05343287948535844,0.07931693753711708,0.15155020291882781,0.7237126535661054,0.752318229226372,True,0.38832975677895193
31,0,3,0,S,7,1.0,0.22,0.78,0.22,0.05596669398419527,0.07931693753711708,0.7713659434549792,0.11638783820532901,0.8204123462376284,True,0.22
