mu_lo,s^2_lo,L_lo,mu_hi,s^2_hi,L_hi,rho,noise_lo,noise_hi
-1.700903131948134,-1.9473625445102516,-0.309197345352179,-14.959862102890654,-3.6552733379545397,-1.3176071819598159,-0.7217483670883512,-5.926942954921889,-1.371689752107653
