,SimNum,Iteration,Period,Fidelity,Loss
0,0,0,0,M,0.033544321562006076
1,0,1,0,M,0.02477285962797259
2,0,2,0,M,0.01753812097465136
3,0,3,0,M,0.013272459071729662
4,0,4,0,M,0.007974957837602369
5,0,5,0,M,0.007554277706845369
6,0,6,0,M,0.007303351754131772
7,0,7,0,M,0.007155328250556297
8,0,8,0,M,0.007097569900282614
9,0,9,0,M,0.007048831594679262
10,0,10,0,M,0.007008814775001173
11,0,11,0,M,0.006991079128328031
12,0,12,0,M,0.006980349677720542
13,0,13,0,M,0.006972468554234396
14,0,14,0,M,0.0069710905651196985
15,0,15,0,M,0.0069767480741103555
16,0,16,1,M,0.006973427253240427
17,0,17,1,M,0.011693049959892912
18,0,18,1,M,0.011046956968187539
19,0,19,1,M,0.006555731420071686
20,0,20,1,M,0.006461508450573903
21,0,21,1,M,0.006428888314971795
22,0,22,1,M,0.00641749799739213
23,0,23,1,M,0.006412109912976069
24,0,24,1,M,0.006404221393191673
25,0,25,1,M,0.006397614158348111
26,0,26,1,M,0.00639695974687497
27,0,27,1,M,0.0064007989065871
28,0,28,1,M,0.006405258514693493
29,0,29,1,M,0.006404331704711378
30,0,30,1,M,0.006399607986097814
31,0,31,1,M,0.006395331494857586
32,0,32,1,M,0.006395552495178777
33,0,33,1,M,0.006392328246677332
34,0,34,1,M,0.006389143707806075
35,0,35,1,M,0.006384238499927588
36,0,36,1,M,0.006383612528082288
37,0,37,1,M,0.006380420533882179
38,0,38,1,M,0.006380177958047365
39,0,39,1,M,0.006383287826245889
40,0,40,1,M,0.006379653162257757
41,0,41,1,M,0.006381279187665104
42,0,42,1,M,0.006379148253763524
43,0,43,1,M,0.006377707019012372
44,0,44,1,M,0.006379745957972575
45,0,45,1,M,0.0063821325238517645
46,0,46,1,M,0.006381926209493948
47,0,47,1,M,0.006380534727984517
48,0,48,2,M,0.006380573211227074
49,0,49,2,M,0.013842159992143221
50,0,50,2,M,0.011492468415424952
51,0,51,2,M,0.013897851722278767
52,0,52,2,M,0.01302647471703962
53,0,53,2,M,0.01334235061848122
54,0,54,2,M,0.007274538618407529
55,0,55,2,M,0.007175373466179676
56,0,56,2,M,0.007901530451061784
57,0,57,2,M,0.0064065816872492165
58,0,58,2,M,0.006324198963108571
59,0,59,2,M,0.006356070008846668
60,0,60,2,M,0.006159968634223391
61,0,61,2,M,0.0060651462109765405
62,0,62,2,M,0.006021094272126187
63,0,63,2,M,0.005991272199245515
64,0,64,2,M,0.005976086975998931
65,0,65,2,M,0.005959946467329313
66,0,66,2,M,0.005949875542758906
67,0,67,2,M,0.0059429633392938785
68,0,68,2,M,0.0059356953588442785
69,0,69,2,M,0.005929020103334636
70,0,70,2,M,0.0059313952135194225
71,0,71,2,M,0.005931022900604061
72,0,72,2,M,0.005924183034494386
73,0,73,2,M,0.0059207869282616584
74,0,74,2,M,0.005914994984444236
75,0,75,2,M,0.005907053739076509
76,0,76,2,M,0.005908862321892616
77,0,77,2,M,0.005905468599616278
78,0,78,2,M,0.0059059122069371394
79,0,79,2,M,0.005898146929725874
80,0,80,2,M,0.005893754071709596
81,0,81,2,M,0.005889706173126055
82,0,82,2,M,0.00588972427343203
83,0,83,2,M,0.005896140733482584
84,0,84,2,M,0.005898080080478881
85,0,85,2,M,0.005891485158737348
86,0,86,2,M,0.005878871853455998
87,0,87,2,M,0.005875687083481817
88,0,88,2,M,0.005873864261822524
89,0,89,2,M,0.005869693547577389
90,0,90,2,M,0.005868751702978878
91,0,91,2,M,0.005869904341129575
92,0,92,2,M,0.005864302390192061
93,0,93,2,M,0.005867566029794903
94,0,94,2,M,0.00586151225154238
95,0,95,2,M,0.005863736625317887
96,0,96,2,M,0.005861290517323113
97,0,97,2,M,0.005857647086497187
98,0,98,2,M,0.005855491520428387
99,0,99,2,M,0.005855191687331151
100,0,100,2,M,0.005854436770477748
101,0,101,2,M,0.005851488565264334
102,0,102,2,M,0.0058526259702026415
103,0,103,2,M,0.005853724871264862
104,0,104,2,M,0.005853830977426242
105,0,105,2,M,0.005853830977426243
106,0,106,2,M,0.005853830977426242
107,0,107,2,M,0.005853830977426242
108,0,108,2,M,0.0058538309774262415
109,0,109,2,M,0.005853830977426242
110,0,110,2,M,0.0058538309774262415
111,0,111,2,M,0.005853830977426242
