X,Y,f_H_train
0.74,0.38,0.4848413622464921
0.38,0.18,0.7867303751858538
0.02,0.16,0.6846919189242388
0.36,0.3,0.7026079791494091
0.14,0.38,0.5206064426521867
0.58,0.52,0.15048251327647635
0.64,0.1,0.2850017706699417
0.46,0.6,0.16479550006181648
0.58,0.42,0.17479425115523956
0.66,0.14,0.4751042011657216
0.44,1.0,-0.11878451439442053
0.08,0.7000000000000001,0.23022288264154098
0.34,0.24,0.5488468719479118
0.58,0.36,0.2253046646895108
0.86,0.4,0.10395015239427227
0.0,0.8,0.2627257987822995
0.58,0.6,0.05775241604050192
0.8200000000000001,0.8200000000000001,-0.06278780675876937
1.0,0.96,0.14548378479826196
0.28,0.24,0.6782025602958663
0.14,0.8,0.04923511319293916
0.78,0.72,0.18915847838709257
0.38,0.4,0.4768307923384386
0.18,0.56,0.2142649381672858
0.96,0.68,-0.09120328325409854
0.02,0.0,0.343285764681225
0.36,0.28,0.6767628590763015
0.98,0.8,0.1312091565775109
0.44,0.28,0.34243769983567723
0.54,0.16,0.4995264240008021
0.36,0.44,0.1666375836168374
0.54,0.76,0.14746242277387603
0.3,0.44,0.3828081716881332
0.8,0.44,0.3016469422384234
0.12,0.66,0.19512175457087572
0.06,0.12,0.752265579523998
0.64,1.0,-0.08589945018835472
0.54,0.9,-0.008726157112462562
0.26,0.18,0.9951445772288964
0.92,0.66,0.1064898392396201
0.08,0.44,0.4452668147512414
0.7000000000000001,0.88,-0.11090537803339617
0.06,0.76,0.17104630293293488
0.32,0.12,0.9093662580204475
0.12,0.16,0.8792199364746804
0.42,0.72,0.056772713139904486
0.58,0.58,-0.020495845147179503
0.18,1.0,0.2602280501009101
0.64,0.72,-0.05520053379392334
0.14,0.48,0.39884231475825643
0.98,0.56,0.10507539571681351
0.68,0.9400000000000001,-0.0785058979457691
0.8200000000000001,0.04,0.43759335922613724
0.34,0.98,0.14366402250870192
0.1,0.48,0.5167351715583365
0.58,1.0,0.07421902947040288
0.0,0.52,0.29577863404627186
0.88,1.0,0.05969020004841959
0.46,0.5,0.05035865634465777
0.26,0.16,1.0481987317834667
0.96,0.74,0.04371593412502381
0.98,0.3,0.2240675136116439
0.24,0.5,0.2941820715058319
0.54,0.58,-0.013783329778738869
0.04,0.48,0.4240447370433663
0.1,0.52,0.4403839165536527
0.58,1.0,0.07421902947040288
0.36,0.66,0.11285143724454717
0.42,0.34,0.3039963360651917
0.54,0.74,0.0818600457596155
0.28,0.3,0.4938456776714796
0.52,0.44,0.12424508446454484
0.4,0.78,0.16321144036716095
0.84,0.36,0.4088543113055898
0.96,0.46,0.10274515443226863
0.96,0.34,0.3740914628871028
0.44,0.84,-0.022807431909951853
0.54,0.12,0.6019404107675773
0.92,0.0,0.21915643017493286
0.66,0.56,-0.03563207357526065
0.08,0.22,0.7408393410484061
0.18,0.22,0.9948542795140622
0.92,0.44,0.06807925780890225
0.86,0.66,0.07471402654402684
0.32,0.3,0.574760856287069
0.58,0.88,-0.1529030673231007
0.96,0.26,0.4595023508742979
0.8200000000000001,0.68,0.07415600858894933
0.8,0.16,0.5610592491740551
0.68,0.28,0.6096400868769654
0.24,0.96,0.23499154013797113
0.04,0.46,0.3704318147465639
0.02,0.3,0.5404574331135397
0.68,0.64,0.04823630636772977
0.72,0.08,0.4585344538985471
0.64,0.78,0.12425407742562915
0.9,0.58,0.01921833577609619
0.22,0.5,0.22712483955526713
0.24,0.68,0.17659607398503385
0.38,0.44,0.3584290001392725
0.54,0.4,0.23198474254400012
0.52,0.7000000000000001,0.23707014764932582
0.96,0.04,0.6097478388542744
0.84,0.96,-0.027454465311532884
0.88,1.0,0.05969020004841959
0.36,0.3,0.7026079791494091
0.54,0.62,-0.006927170209808355
0.14,0.9,0.12439035423632593
0.2,0.24,0.9282699601223527
0.42,0.26,0.3545121318076297
0.12,0.72,0.292487520646072
0.8200000000000001,0.56,0.019787198411191306
0.68,0.06,0.40746390700144114
0.16,0.04,0.6595439707621059
0.58,0.18,0.48175645377998244
0.7000000000000001,0.96,-0.013580619487399099
0.72,0.08,0.4585344538985471
0.16,0.54,0.2521013532692743
0.0,0.5,0.2799004225652901
0.34,0.72,0.05755357557361948
0.54,0.32,0.27366102003673504
0.54,0.1,0.6644531632651998
0.1,0.26,0.791401040475417
0.26,0.92,0.282990484399543
0.62,0.52,0.12954233637608462
0.78,0.06,0.5216150226573912
0.8,0.32,0.5691753911241993
0.62,0.76,0.0996306249498978
0.6,0.12,0.2661277614612863
0.02,0.3,0.5404574331135397
0.28,0.86,0.07645405100787912
0.36,0.8200000000000001,0.09004753487952909
0.08,0.58,0.1661568799551874
0.9,0.86,-0.056233562166899474
0.76,0.28,0.6724156205647392
0.02,0.86,0.21863524371959256
0.5,0.0,0.6180565876565713
0.98,0.52,0.007753225270345755
0.7000000000000001,0.6,0.17661076637162512
0.08,0.04,0.6305424881475343
0.0,0.28,0.3983998191414093
0.84,0.84,-0.028149329590066025
0.08,0.06,0.7194995737241242
0.08,0.44,0.4452668147512414
0.16,0.06,0.9275671040239312
0.18,0.9400000000000001,0.21278708903377017
0.02,0.98,0.059729515273934136
0.04,0.78,0.17863755535385636
0.52,0.74,0.10533784046979353
0.96,0.36,0.16263655764475715
0.44,0.44,0.3059553199711387
0.8200000000000001,0.4,0.5921745000395198
0.56,0.44,-0.01250002716676843
0.92,0.92,0.04861609628150106
0.26,0.8,0.04454724031674512
0.52,0.5,-0.16336738825566316
0.02,0.24,0.3753889522187239
0.88,0.02,0.6020150911505637
0.32,0.84,0.23832784952760133
0.28,0.22,0.6540082223891087
0.08,0.68,0.2632099217791102
0.3,0.1,1.0408242926379512
0.58,0.88,-0.1529030673231007
0.6,0.32,0.28912964180433726
0.8200000000000001,0.28,0.7622133780977833
0.5,0.66,-0.14040707232772148
0.38,0.46,0.269488299390083
0.9,0.22,0.4976841473941504
0.44,0.8,0.21258558760748042
0.4,0.92,-0.008923838973750098
0.8,0.14,0.667103112886023
0.14,0.32,0.5961845921094641
0.64,0.54,0.12701828480873306
0.4,0.16,0.7386794580865965
0.9400000000000001,0.3,0.2816098559707491
0.34,0.8,0.03764263308967698
0.96,0.8200000000000001,-0.03531470607624767
0.0,0.02,0.4547825345058732
0.06,0.7000000000000001,0.2627982575790857
0.0,0.24,0.4501682814053537
0.64,0.3,0.5839829787239667
0.66,0.98,0.022352549103469902
0.0,0.64,0.1996250004888821
0.12,0.68,0.27333162861966553
0.9400000000000001,0.28,0.4762824270945809
0.62,0.08,0.3874724948213949
0.02,0.42,0.2790921288753921
0.06,0.56,0.23148692932512804
0.38,0.0,0.6258641862905956
0.16,0.4,0.4966116050905016
0.84,0.74,-0.05783598979255752
0.9400000000000001,0.48,-0.02207497297263132
0.9400000000000001,0.06,0.5178150883077336
0.46,0.06,0.6038022874406196
0.46,0.62,-0.011515960674204219
0.04,0.42,0.3793351996617576
0.16,0.42,0.42271352647609894
0.1,0.58,0.2058995228543256
