,SimNum,Iteration,Loss
0,0,0,0.045835437380161395
1,0,1,0.07635110216192191
2,0,2,0.06760125561161204
3,0,3,0.02506060720208192
4,0,4,0.037938881318028944
5,0,5,0.028724333051544367
6,0,6,0.02489067802155485
7,0,7,0.023674986477259415
8,0,8,0.023658362766753357
9,0,9,0.031970169890667886
10,0,10,0.023628499289705618
11,0,11,0.023640509303903587
12,0,12,0.02863424694305623
13,0,13,0.023612334701401803
14,0,14,0.02360687560378912
15,0,15,0.023605218099470554
16,0,16,0.023613937058185736
17,0,17,0.023602732039538138
18,0,18,0.02359621177535197
19,0,19,0.023599723677630143
20,0,20,0.023604981944606383
21,0,21,0.03148291643154556
22,0,22,0.023597746380569256
23,0,23,0.02360245636893298
24,0,24,0.028953002779868463
25,0,25,0.023596030393892478
26,0,26,0.023933733067615467
27,0,27,0.023593726256966423
28,0,28,0.023594914411933687
29,0,29,0.023591347099596954
30,0,30,0.023593695974332057
31,0,31,0.023593695974332057
32,0,32,0.023984409222772774
33,0,33,0.02360415559524883
34,0,34,0.023603619180346813
35,0,35,0.028624728479435278
36,0,36,0.023596700827396056
37,0,37,0.023604753997602063
38,0,38,0.023598553843439993
39,0,39,0.023605215786074246
40,0,40,0.023609655822587415
41,0,41,0.02360714940633483
42,0,42,0.023607149406334824
43,0,43,0.023607149406334828
44,0,44,0.023607149406334828
45,0,45,0.023607149406334828
46,0,46,0.023607149406334828
47,0,47,0.023607149406334828
48,0,48,0.023607149406334828
49,0,49,0.023607149406334828
50,1,0,0.12956638514751564
51,1,1,0.2008140924702096
52,1,2,0.10433167369055063
53,1,3,0.03896397080193119
54,1,4,0.05985889601497648
55,1,5,0.03158284580567634
56,1,6,0.026929452809194503
57,1,7,0.03662720250334342
58,1,8,0.02621160077065536
59,1,9,0.04506183548824428
60,1,10,0.025080166531963762
61,1,11,0.024689078580948005
62,1,12,0.024414384021552174
63,1,13,0.024209248529575147
64,1,14,0.027720555930355106
65,1,15,0.02395918116424463
66,1,16,0.02387746799710333
67,1,17,0.023823620707241693
68,1,18,0.023779674970237995
69,1,19,0.02374255210489012
70,1,20,0.028883594506621146
71,1,21,0.02367701882951264
72,1,22,0.026075107670112667
73,1,23,0.023639454736157257
74,1,24,0.03578466183976865
75,1,25,0.029644409418793746
76,1,26,0.03478235255436851
77,1,27,0.023629869212976683
78,1,28,0.02362919066544071
79,1,29,0.023634196301045005
80,1,30,0.024691840807751577
81,1,31,0.023623192190891408
82,1,32,0.02362513824977161
83,1,33,0.023615793061359785
84,1,34,0.02362152344259038
85,1,35,0.023620706167462837
86,1,36,0.02360844274345353
