X,Y,f_prior
0.0,0.0,0.7507293507296944
0.0,0.1,0.06382521798215413
0.0,0.2,0.699494194917118
0.0,0.30000000000000004,0.4740008506963942
0.0,0.4,0.42640780000252404
0.0,0.5,0.5970392275142019
0.0,0.6000000000000001,-0.0849039536705184
0.0,0.7000000000000001,0.2868818299910417
0.0,0.8,0.8190443020363272
0.0,0.9,0.004334423335318138
0.0,1.0,0.5608134232769147
0.1,0.0,0.784345834399219
0.1,0.1,0.5155283195881384
0.1,0.2,1.0293862990828144
0.1,0.30000000000000004,0.8675299379291461
0.1,0.4,0.7560964047810708
0.1,0.5,0.3446016366594277
0.1,0.6000000000000001,0.09700597662418159
0.1,0.7000000000000001,0.35231596500701834
0.1,0.8,0.665330451233779
0.1,0.9,0.07068834767015467
0.1,1.0,0.13628282687870424
0.2,0.0,0.5125277117759293
0.2,0.1,0.7768573603010882
0.2,0.2,1.1735072155287118
0.2,0.30000000000000004,0.9920355313467495
0.2,0.4,0.720094502535459
0.2,0.5,0.19277121439516548
0.2,0.6000000000000001,0.762346337918522
0.2,0.7000000000000001,0.6120471988844783
0.2,0.8,0.8691993256584881
0.2,0.9,0.2992634544915427
0.2,1.0,-0.014506761767506232
0.30000000000000004,0.0,0.9446372814933685
0.30000000000000004,0.1,1.093633115442608
0.30000000000000004,0.2,0.9004640245357115
0.30000000000000004,0.30000000000000004,0.9467957638797448
0.30000000000000004,0.4,0.5058810244304437
0.30000000000000004,0.5,0.6661913893734401
0.30000000000000004,0.6000000000000001,0.4157488236267381
0.30000000000000004,0.7000000000000001,0.57655516188585
0.30000000000000004,0.8,-0.013072674081480329
0.30000000000000004,0.9,0.14532069010637835
0.30000000000000004,1.0,-0.05466769749062003
0.4,0.0,0.8080986240013378
0.4,0.1,1.126436025931201
0.4,0.2,0.6671170924525194
0.4,0.30000000000000004,0.9333823761423692
0.4,0.4,0.9679738742603796
0.4,0.5,0.539317883137051
0.4,0.6000000000000001,0.6454070423788727
0.4,0.7000000000000001,0.7626332575449903
0.4,0.8,0.27125499090127897
0.4,0.9,-0.057819189688453676
0.4,1.0,0.04356353861074845
0.5,0.0,0.5971102073125567
0.5,0.1,1.28894240489861
0.5,0.2,0.7675908174539243
0.5,0.30000000000000004,1.0803136407695666
0.5,0.4,0.7625029869385221
0.5,0.5,1.0265111056532747
0.5,0.6000000000000001,0.8307257675825964
0.5,0.7000000000000001,0.07551691305118677
0.5,0.8,-0.1893064066442937
0.5,0.9,0.30704081230902547
0.5,1.0,-0.28132618026552414
0.6000000000000001,0.0,0.8622423230557221
0.6000000000000001,0.1,0.6204219151043389
0.6000000000000001,0.2,0.6557937297413847
0.6000000000000001,0.30000000000000004,0.681548143090381
0.6000000000000001,0.4,0.7147004900168716
0.6000000000000001,0.5,0.48112091764166637
0.6000000000000001,0.6000000000000001,0.01934898497628501
0.6000000000000001,0.7000000000000001,0.4006758146443985
0.6000000000000001,0.8,0.2967925285400338
0.6000000000000001,0.9,0.19477143186390206
0.6000000000000001,1.0,0.05688968976369295
0.7000000000000001,0.0,0.7192720362130159
0.7000000000000001,0.1,0.8055517792231025
0.7000000000000001,0.2,0.779600961289034
0.7000000000000001,0.30000000000000004,0.9365239511176473
0.7000000000000001,0.4,0.3928507654073311
0.7000000000000001,0.5,0.3756293278599545
0.7000000000000001,0.6000000000000001,0.08817104217548186
0.7000000000000001,0.7000000000000001,0.03571549867799084
0.7000000000000001,0.8,0.19539341428728194
0.7000000000000001,0.9,0.5197977030193701
0.7000000000000001,1.0,0.19122864880454685
0.8,0.0,0.8130515166875012
0.8,0.1,0.5349588637899947
0.8,0.2,0.8934232660564827
0.8,0.30000000000000004,0.6964627435285516
0.8,0.4,0.3244355702365851
0.8,0.5,0.24750503512384478
0.8,0.6000000000000001,0.7674672244224451
0.8,0.7000000000000001,0.21791432924577062
0.8,0.8,0.13243470815350522
0.8,0.9,0.316425310692116
0.8,1.0,0.1536355964225758
0.9,0.0,0.7638742893235515
0.9,0.1,0.7555919697361313
0.9,0.2,0.7213801454827016
0.9,0.30000000000000004,0.7740764498320525
0.9,0.4,0.9814171589123128
0.9,0.5,0.25237589119907117
0.9,0.6000000000000001,0.2326623605728826
0.9,0.7000000000000001,-0.03410564774132163
0.9,0.8,0.22221661334033477
0.9,0.9,-0.10830120784336925
0.9,1.0,0.13038033435768542
1.0,0.0,0.6430971536055555
1.0,0.1,0.4231843237762723
1.0,0.2,0.6428222721607398
1.0,0.30000000000000004,0.3979638404791576
1.0,0.4,-0.22061041920144925
1.0,0.5,-0.08458584788610396
1.0,0.6000000000000001,0.09977009871236947
1.0,0.7000000000000001,0.15129194659895914
1.0,0.8,-0.03894131798763886
1.0,0.9,-0.358854318135278
1.0,1.0,-0.0683328091894408
