X,Y,f_H_train
0.96,0.9,0.02043749832633444
0.42,0.6,0.026887630444490766
0.02,0.24,0.5035104379967476
1.0,0.86,0.03307160134483504
0.42,0.42,0.19177342640930709
0.86,0.08,0.5288975027750885
0.88,0.9,-0.04361666081887433
0.86,0.62,0.09914605040662862
0.68,0.08,0.5268892205615149
0.96,0.48,0.09548785100079013
1.0,0.92,-0.0690661437612781
0.9,0.86,0.022558469044457886
0.24,0.88,0.15105594067881994
0.24,0.08,1.0066214359798475
0.62,0.02,0.392208610786637
0.08,0.44,0.3207017577118264
0.52,0.06,0.6070556830335186
0.48,0.64,-0.052327403075163856
0.06,0.32,0.4739916695729889
0.8200000000000001,0.52,0.07070074068238107
0.38,0.36,0.3503439953253698
0.36,0.22,0.7087843836241667
0.18,0.86,0.18189094933067018
0.7000000000000001,0.74,0.008461069184341108
0.88,0.72,-0.052309583588535005
0.04,0.9400000000000001,0.20637302772496746
0.36,0.76,0.07735285430895913
0.26,0.32,0.5484011328647335
1.0,0.04,0.3307849965483227
0.86,0.46,0.1527988345520444
0.04,0.66,0.1428662990810329
0.62,0.52,0.13669395962448666
0.12,0.16,0.8077679008139765
0.76,0.28,0.5086813568915473
0.44,0.18,0.6129692600625176
0.2,0.54,0.260313733482975
0.58,0.48,0.11365768312602555
0.14,0.62,0.22802581063888977
0.44,0.36,0.24434264132232547
0.84,0.14,0.6691483966027981
0.3,0.88,0.14331962649199778
0.12,0.04,0.6973414731380472
0.24,0.28,0.7555364820308037
0.12,0.66,0.24472353012383488
0.88,0.22,0.7009287236046597
0.2,0.62,0.21919592158762483
0.58,0.44,0.15951754838551865
0.38,0.08,0.7899114036308119
0.2,0.56,0.30686649638006724
0.96,0.24,0.427316767584636
0.4,0.2,0.6600104979769129
0.18,0.0,0.6601802584098561
0.76,0.26,0.7731438607423397
0.96,0.68,-0.03240205784811834
0.98,0.8,-0.02586185142255477
0.56,0.34,0.2068269243551317
0.9,0.34,0.365926117020072
0.28,0.88,0.06743771816398667
0.96,0.0,0.2962348357916007
0.6,0.74,-0.0064691395470039895
0.18,0.2,0.8469779385856058
0.1,0.36,0.5164121761770379
0.98,0.52,0.030417167307729018
0.7000000000000001,0.72,0.03504280532507011
0.04,0.8200000000000001,0.2245304724638661
0.66,0.14,0.49445140838369256
0.2,0.32,0.6224732536861917
0.86,0.68,0.034854075874808196
0.78,0.42,0.24143206749298704
0.4,0.76,0.1106432090862088
0.06,0.78,0.17422056370892686
0.8200000000000001,0.48,0.1469823242987814
0.46,0.74,0.056163535988180656
0.7000000000000001,0.08,0.4959048910749403
0.46,0.3,0.37689834632239966
0.2,0.7000000000000001,0.16054332747265693
0.34,0.9,0.08393255916105938
0.66,0.1,0.4516191119456566
0.62,0.78,0.023915701881905806
0.06,0.44,0.3673089165316722
0.6,0.58,0.06409387482630563
0.76,0.48,0.14106306924483344
0.58,0.26,0.3580441852101596
0.66,0.0,0.3102857695728526
0.58,0.74,-0.013344091033663616
0.62,0.08,0.42442436549923884
0.92,0.0,0.36596129437738323
0.04,0.44,0.3852587656027207
0.5,0.08,0.5034590790220196
0.78,0.1,0.606945496678645
0.14,0.66,0.14365964941531464
0.8,0.44,0.2939266442037791
0.18,0.6,0.1763419914363217
0.66,0.62,-0.02382681683343331
0.02,0.14,0.6276436898342853
0.98,0.3,0.3501674357858293
0.22,0.9,0.20117195645701474
0.44,0.18,0.6129692600625176
0.36,0.7000000000000001,0.09065251729063482
0.22,0.56,0.26838978930913904
0.88,0.9400000000000001,-0.0009564309627646261
0.22,0.02,0.7673798939273153
0.8,0.4,0.419550802902565
0.96,0.76,0.032860814182028936
0.8,0.8200000000000001,0.05306566284977675
0.62,0.6,0.005190640865733162
0.56,0.36,0.26387372994984565
0.18,0.42,0.5493816069808249
0.46,0.68,0.03944826995178416
