,SimNum,Iteration,Period,Fidelity,Loss
0,0,0,0,S,0.003082322423596517
1,0,1,0,S,0.0015375581889759532
2,0,2,0,S,0.0016263601421001562
3,0,3,0,S,0.0014240559281504435
4,0,4,0,S,0.001401086875045712
5,0,5,0,S,0.0013819765402100271
6,0,6,0,S,0.001376913062001995
7,0,7,0,S,0.0013721670421417886
8,0,8,0,S,0.0013701371564451576
9,0,9,0,S,0.001487139019886246
10,0,10,0,S,0.001354993152552789
11,0,11,0,S,0.001408511257835726
12,0,12,0,S,0.001308543649625405
13,0,13,0,S,0.001531919451397629
14,0,14,0,S,0.0013559928808233185
15,0,15,0,S,0.0014804600109485854
16,0,16,0,S,0.0015640557561164823
17,0,17,0,S,0.0013486601876608712
18,0,18,0,S,0.0014912325561670123
19,0,19,0,S,0.0014918535185254843
20,0,20,0,S,0.0014775403903541672
21,0,21,0,S,0.0013424485375012154
22,0,22,0,S,0.001996161222817051
23,0,23,0,S,0.0013423273332556003
24,0,24,0,S,0.0013329511701818308
25,0,25,0,S,0.0013882138019918984
26,0,26,0,S,0.00132901258138711
27,0,27,0,S,0.0014141845301696334
28,0,28,0,S,0.0013837216781925196
29,0,29,0,S,0.0013154146586453746
30,0,30,0,S,0.0013112636120933888
31,0,31,0,S,0.0017455070671664216
32,0,32,0,S,0.0012994743036808822
33,0,33,0,S,0.001293326491596142
34,0,34,0,S,0.001969490693787403
35,0,35,0,S,0.001292562277442102
36,0,36,0,S,0.0012549231845101114
37,0,37,0,S,0.0012677416904714302
38,0,38,0,S,0.0012714959439075152
39,0,39,0,S,0.001270394000500147
40,0,40,0,S,0.00130112037864487
41,0,41,0,S,0.0012666790489108495
42,0,42,0,S,0.0012666199871819743
43,0,43,0,S,0.0013008355096276608
44,0,44,0,S,0.0012628066844656586
45,0,45,0,S,0.0012593915773024275
46,0,46,0,S,0.0012563192136307959
47,0,47,0,S,0.0020779427861492513
48,0,48,0,S,0.0012684921477371953
49,0,49,0,S,0.0012352530134870354
50,0,50,0,S,0.0013450798505330317
51,0,51,0,S,0.0012350785614824791
52,0,52,0,S,0.0013116519661002144
53,0,53,0,S,0.0012374995457689907
54,0,54,0,S,0.0012382144965365927
55,0,55,0,S,0.0012552826128811282
56,0,56,0,S,0.0012185321582651241
57,0,57,0,S,0.0012998925668111006
58,0,58,0,S,0.0012226881380772237
59,0,59,0,S,0.0012297886883952966
60,0,60,0,S,0.0013360801101756372
61,0,61,0,S,0.0013634640095651041
62,0,62,0,S,0.0011966362993331148
63,0,63,0,S,0.0012224062866069189
64,0,64,0,S,0.0016052617250855326
65,0,65,0,S,0.0011536574609887923
66,0,66,0,S,0.0011871983212634013
67,0,67,0,S,0.0011513833720339707
68,0,68,0,S,0.0011481937326458438
69,0,69,0,S,0.0011474317759981776
70,0,70,0,S,0.0011791605010106263
71,0,71,0,S,0.0011541234735102702
72,0,72,0,S,0.0011553242319304116
73,0,73,0,S,0.001157081992618011
74,0,74,0,S,0.0011584214083860949
75,0,75,0,S,0.0013662528726777546
76,0,76,0,S,0.0011616269062438094
77,0,77,0,S,0.0012128083727391307
78,0,78,0,S,0.0011555883056816843
79,0,79,0,S,0.001239814408179801
80,0,80,0,S,0.0011284228429824339
81,0,81,0,S,0.0011397128456417196
82,0,82,0,S,0.0011601420862080746
83,0,83,0,S,0.001167264313080951
84,0,84,0,S,0.0011288469572950364
85,0,85,0,S,0.0012223427488793298
86,0,86,0,S,0.001340665100450988
87,0,87,0,S,0.0011546026127115742
88,0,88,0,S,0.0013257131714932086
89,0,89,0,S,0.0011224801458084392
90,0,90,0,S,0.0011197194339000504
91,0,91,0,S,0.0012479227628660087
92,0,92,0,S,0.001293589630674789
93,0,93,0,S,0.0013679435222999714
94,0,94,0,S,0.00111703720861304
95,0,95,0,S,0.0011995186465836283
96,0,96,0,S,0.0014661298854777695
97,0,97,0,S,0.0011345251189423746
98,0,98,0,S,0.0013819684072203828
99,0,99,0,S,0.001326804967730654
100,0,100,0,S,0.0011199507331716683
101,0,101,0,S,0.001097818973480522
102,0,102,0,S,0.001117490647533559
103,0,103,0,S,0.0011186994753426005
104,0,104,0,S,0.0011157644545481955
105,0,105,0,S,0.001114951663766312
106,0,106,0,S,0.0011142740395223797
107,0,107,0,S,0.0011143291541232778
108,0,108,0,S,0.0011129458700218607
109,0,109,0,S,0.0011121154975118118
110,0,110,0,S,0.0011119039288755763
111,0,111,0,S,0.0011114281099507497
112,0,112,0,S,0.0011120796017359978
113,0,113,0,S,0.001113270312929918
114,0,114,0,S,0.0012402698072146022
115,0,115,0,S,0.0011189310486083514
116,0,116,0,S,0.0011071453558069726
117,0,117,0,S,0.0011070042019200867
118,0,118,0,S,0.001105848781544694
119,0,119,0,S,0.0011066178899227584
120,1,0,0,S,0.002148691894725151
121,1,1,0,S,0.0014815439835324756
122,1,2,0,S,0.0014504690297270832
123,1,3,0,S,0.0012982524338222999
124,1,4,0,S,0.001276991506975537
125,1,5,0,S,0.0014037859076814255
126,1,6,0,S,0.0012723799376839467
127,1,7,0,S,0.0012644480436242514
128,1,8,0,S,0.0012418152876682632
129,1,9,0,S,0.001718591693141595
130,1,10,0,S,0.0014661314757568916
131,1,11,0,S,0.0013485506389560792
132,1,12,0,S,0.0013337323850498648
133,1,13,0,S,0.001304919647419372
134,1,14,0,S,0.0015940722729123628
135,1,15,0,S,0.0013310443545209094
136,1,16,0,S,0.0013169720997852396
137,1,17,0,S,0.0013006292644121226
138,1,18,0,S,0.00172001976508136
139,1,19,0,S,0.0016275334855599191
