mu_lo,s^2_lo,L_lo,mu_hi,s^2_hi,L_hi,rho,noise_lo,noise_hi
0.1615946,-2.02639395,-0.634082673,0.0001,-3.099971718,-1.518709932,-0.647084599,-58.03104612,-27.44827687
