X,Y,f_H_train
0.48,0.36,0.34718560947345606
0.18,0.76,-0.05842782330118215
0.08,0.66,0.21419750632144824
0.46,0.32,0.4251391480891018
0.3,0.46,0.3083366600203103
0.74,0.76,-0.08028932191123316
0.8,0.34,0.4685141910939133
0.92,0.54,0.16660569756143676
0.36,0.32,0.49027977238768955
0.3,0.28,0.7234002379616487
0.72,0.54,-0.11108997492250652
0.52,0.36,0.41850393113929674
0.66,0.98,-0.2946856420279539
0.34,0.24,0.6504170032709485
0.86,0.46,0.1745356412920755
0.06,0.64,0.21619553018465
0.72,0.9400000000000001,0.08639745977070529
0.2,0.04,0.8345276202094302
0.64,0.26,0.5641361073804118
0.32,0.3,0.614196546830585
0.98,0.68,-0.07320872667172224
0.06,0.3,0.5083712760410913
0.8200000000000001,0.02,0.33823133570858965
0.16,0.08,0.8647197973928331
0.9400000000000001,0.0,0.2397303715174775
0.9400000000000001,0.52,0.043477541795159065
0.42,0.18,0.8499145610245149
0.96,0.12,0.5425986222016469
0.32,0.56,0.1345080614180191
0.66,0.16,0.679426372067256
0.86,0.24,0.7870221706105152
0.48,0.62,-0.09933345314705135
0.76,0.86,-0.15356276398404767
0.92,0.08,0.5189005675983248
0.38,0.04,0.942894809824356
0.5,0.78,0.052207794333500555
0.26,0.78,0.17489287050866012
0.42,0.18,0.7268771575683921
0.04,0.7000000000000001,0.053703669816355104
0.62,1.0,-0.08411332490657518
0.24,0.0,0.6438534423058759
0.8200000000000001,0.7000000000000001,-0.038901095496129086
0.08,0.78,0.08856203263164227
0.54,0.2,0.5466814358350272
0.28,0.14,0.9419606491866275
1.0,0.5,0.08067971375676425
0.62,0.02,0.3863345175474713
0.7000000000000001,0.72,0.32480698047988743
0.96,0.08,0.5712089917020027
0.0,0.54,0.3451552438535023
0.72,0.96,-0.019262129966349996
0.56,0.04,0.4179644604559626
0.56,0.78,-0.0022759114487639655
0.32,0.58,0.25400568201786367
1.0,0.38,0.15292261835572882
0.34,0.9,0.09360220944775746
0.18,0.0,0.5711378498042747
