mu_lo,var_lo,l_lo,mu_hi,var_hi,l_hi,rho,noise_lo,noise_hi
-1.92E-01,-2.34E+00,-1.25E+00,-5.10E-02,-3.37E+00,-2.33E+00,-2.31E-01,-2.89E+01,-4.30E+01
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
