X,Y,Means
0.42,0.26,0.13889
0.42,0.28,0.12594
0.42,0.3,0.11075
0.42,0.32,0.094066
0.42,0.34,0.076673
0.42,0.36,0.05934
0.42,0.38,0.042809
0.42,0.4,0.027764
0.42,0.42,0.014807
0.42,0.44,0.0044358
0.42,0.46,-0.0029725
0.42,0.48,-0.0071709
0.42,0.5,-0.0080493
0.42,0.52,-0.0056341
0.42,0.54,-8.2642e-05
0.42,0.56,0.0083274
0.42,0.58,0.019213
0.42,0.6,0.032105
0.42,0.62,0.046467
0.42,0.64,0.061723
0.42,0.66,0.077277
0.42,0.68,0.092536
0.42,0.7,0.10693
0.42,0.72,0.11995
0.42,0.74,0.13113
0.42,0.76,0.14008
0.42,0.78,0.1465
0.42,0.8,0.15019
0.42,0.82,0.15103
0.42,0.84,0.14898
0.42,0.86,0.1441
0.42,0.88,0.13653
0.42,0.9,0.12646
0.42,0.92,0.11414
0.42,0.94,0.099874
0.42,0.96,0.083984
0.42,0.98,0.066813
0.42,1,0.048709
0.44,0,-0.064581
0.44,0.02,-0.029053
0.44,0.04,0.0046248
0.44,0.06,0.035777
0.44,0.08,0.063784
0.44,0.1,0.08811
0.44,0.12,0.10832
0.44,0.14,0.1241
0.44,0.16,0.13526
0.44,0.18,0.14177
0.44,0.2,0.14372
0.44,0.22,0.14135
0.44,0.24,0.13504
0.44,0.26,0.12528
0.44,0.28,0.11266
0.44,0.3,0.097868
0.44,0.32,0.081624
0.44,0.34,0.064685
0.44,0.36,0.047804
0.44,0.38,0.031705
0.44,0.4,0.017054
0.44,0.42,0.0044358
0.44,0.44,-0.0056635
0.44,0.46,-0.012877
0.44,0.48,-0.016964
0.44,0.5,-0.017817
0.44,0.52,-0.015464
0.44,0.54,-0.010057
0.44,0.56,-0.0018668
0.44,0.58,0.0087327
0.44,0.6,0.021284
0.44,0.62,0.035267
0.44,0.64,0.050118
0.44,0.66,0.065258
0.44,0.68,0.080111
0.44,0.7,0.094125
0.44,0.72,0.10679
0.44,0.74,0.11767
0.44,0.76,0.12639
0.44,0.78,0.13265
0.44,0.8,0.13626
0.44,0.82,0.13709
0.44,0.84,0.13512
0.44,0.86,0.13041
0.44,0.88,0.12308
0.44,0.9,0.11333
0.44,0.92,0.10141
0.44,0.94,0.087608
0.44,0.96,0.072235
0.44,0.98,0.055629
0.44,1,0.038126
0.46,0,-0.070638
0.46,0.02,-0.035816
0.46,0.04,-0.0028002
0.46,0.06,0.027743
0.46,0.08,0.055206
0.46,0.1,0.079063
0.46,0.12,0.098886
0.46,0.14,0.11437
0.46,0.16,0.12532
0.46,0.18,0.1317
0.46,0.2,0.13362
0.46,0.22,0.1313
0.46,0.24,0.12511
0.46,0.26,0.11554
0.46,0.28,0.10317
0.46,0.3,0.088662
0.46,0.32,0.072731
0.46,0.34,0.056117
0.46,0.36,0.039561
0.46,0.38,0.023771
0.46,0.4,0.009402
0.46,0.42,-0.0029725
0.46,0.44,-0.012877
0.46,0.46,-0.01995
0.46,0.48,-0.023957
0.46,0.5,-0.024793
0.46,0.52,-0.022484
0.46,0.54,-0.01718
0.46,0.56,-0.009148
0.46,0.58,0.0012464
0.46,0.6,0.013554
0.46,0.62,0.027264
0.46,0.64,0.041826
0.46,0.66,0.056669
0.46,0.68,0.07123
0.46,0.7,0.084969
0.46,0.72,0.097391
0.46,0.74,0.10806
0.46,0.76,0.11661
0.46,0.78,0.12275
0.46,0.8,0.12629
0.46,0.82,0.12712
0.46,0.84,0.12521
0.46,0.86,0.12062
0.46,0.88,0.11347
0.46,0.9,0.10395
0.46,0.92,0.092315
0.46,0.94,0.078839
0.46,0.96,0.063837
0.46,0.98,0.047634
0.46,1,0.030563
0.48,0,-0.074065
0.48,0.02,-0.039645
0.48,0.04,-0.0070082
0.48,0.06,0.023187
0.48,0.08,0.05034
0.48,0.1,0.073929
0.48,0.12,0.093531
0.48,0.14,0.10884
0.48,0.16,0.11967
0.48,0.18,0.12599
0.48,0.2,0.12788
0.48,0.22,0.12559
0.48,0.24,0.11948
0.48,0.26,0.11001
0.48,0.28,0.097782
0.48,0.3,0.083436
0.48,0.32,0.067684
0.48,0.34,0.051257
0.48,0.36,0.034886
0.48,0.38,0.019273
0.48,0.4,0.0050647
0.48,0.42,-0.0071709
0.48,0.44,-0.016964
0.48,0.46,-0.023957
0.48,0.48,-0.027918
0.48,0.5,-0.028744
0.48,0.52,-0.02646
0.48,0.54,-0.021216
0.48,0.56,-0.013274
0.48,0.58,-0.0029964
0.48,0.6,0.0091722
0.48,0.62,0.022727
0.48,0.64,0.037122
0.48,0.66,0.051797
0.48,0.68,0.066191
0.48,0.7,0.079773
0.48,0.72,0.092053
0.48,0.74,0.1026
0.48,0.76,0.11105
0.48,0.78,0.11713
0.48,0.8,0.12063
0.48,0.82,0.12146
0.48,0.84,0.11958
0.48,0.86,0.11506
0.48,0.88,0.10801
0.48,0.9,0.098625
0.48,0.92,0.087149
0.48,0.94,0.073862
0.48,0.96,0.05907
0.48,0.98,0.043097
0.48,1,0.026271
0.5,0,-0.074773
0.5,0.02,-0.040442
0.5,0.04,-0.0078886
0.5,0.06,0.02223
0.5,0.08,0.049314
0.5,0.1,0.072844
0.5,0.12,0.092397
0.5,0.14,0.10767
0.5,0.16,0.11847
0.5,0.18,0.12477
0.5,0.2,0.12666
0.5,0.22,0.12438
0.5,0.24,0.11828
0.5,0.26,0.10884
0.5,0.28,0.09664
0.5,0.3,0.082331
0.5,0.32,0.066617
0.5,0.34,0.050231
0.5,0.36,0.033902
0.5,0.38,0.018328
0.5,0.4,0.0041555
0.5,0.42,-0.0080493
0.5,0.44,-0.017817
0.5,0.46,-0.024793
0.5,0.48,-0.028744
0.5,0.5,-0.029568
0.5,0.52,-0.027289
0.5,0.54,-0.022058
0.5,0.56,-0.014136
0.5,0.58,-0.0038844
0.5,0.6,0.0082534
0.5,0.62,0.021774
0.5,0.64,0.036133
0.5,0.66,0.050769
0.5,0.68,0.065127
0.5,0.7,0.078675
0.5,0.72,0.090923
0.5,0.74,0.10144
0.5,0.76,0.10987
0.5,0.78,0.11593
0.5,0.8,0.11943
0.5,0.82,0.12026
0.5,0.84,0.11839
0.5,0.86,0.11388
0.5,0.88,0.10685
0.5,0.9,0.097495
0.5,0.92,0.086055
0.5,0.94,0.072808
0.5,0.96,0.058062
0.5,0.98,0.042138
0.5,1,0.025365
0.52,0,-0.072786
0.52,0.02,-0.038231
0.52,0.04,-0.005468
0.52,0.06,0.024843
0.52,0.08,0.0521
0.52,0.1,0.075778
0.52,0.12,0.095453
0.52,0.14,0.11082
0.52,0.16,0.12169
0.52,0.18,0.12803
0.52,0.2,0.12993
0.52,0.22,0.12763
0.52,0.24,0.12149
0.52,0.26,0.11199
0.52,0.28,0.099714
0.52,0.3,0.085314
0.52,0.32,0.069502
0.52,0.34,0.053013
0.52,0.36,0.036581
0.52,0.38,0.020909
0.52,0.4,0.0066476
0.52,0.42,-0.0056341
0.52,0.44,-0.015464
0.52,0.46,-0.022484
0.52,0.48,-0.02646
0.52,0.5,-0.027289
0.52,0.52,-0.024997
0.52,0.54,-0.019733
0.52,0.56,-0.011761
0.52,0.58,-0.0014442
0.52,0.6,0.010771
0.52,0.62,0.024377
0.52,0.64,0.038828
0.52,0.66,0.053559
0.52,0.68,0.06801
0.52,0.7,0.081644
0.52,0.72,0.093971
0.52,0.74,0.10456
0.52,0.76,0.11304
0.52,0.78,0.11914
0.52,0.8,0.12266
0.52,0.82,0.12348
0.52,0.84,0.1216
0.52,0.86,0.11705
0.52,0.88,0.10996
0.52,0.9,0.10053
0.52,0.92,0.089002
0.52,0.94,0.075649
0.52,0.96,0.060784
0.52,0.98,0.044731
0.52,1,0.027819
0.54,0,-0.068235
0.54,0.02,-0.033158
0.54,0.04,9.5943e-05
0.54,0.06,0.030858
0.54,0.08,0.058517
0.54,0.1,0.082542
0.54,0.12,0.1025
0.54,0.14,0.11809
0.54,0.16,0.12912
0.54,0.18,0.13555
0.54,0.2,0.13747
0.54,0.22,0.13514
0.54,0.24,0.1289
0.54,0.26,0.11926
0.54,0.28,0.10681
0.54,0.3,0.092196
0.54,0.32,0.076152
0.54,0.34,0.059422
0.54,0.36,0.04275
0.54,0.38,0.026849
0.54,0.4,0.012379
0.54,0.42,-8.2642e-05
0.54,0.44,-0.010057
0.54,0.46,-0.01718
0.54,0.48,-0.021216
0.54,0.5,-0.022058
0.54,0.52,-0.019733
0.54,0.54,-0.014392
0.54,0.56,-0.0063028
0.54,0.58,0.0041655
0.54,0.6,0.016561
0.54,0.62,0.030369
0.54,0.64,0.045035
0.54,0.66,0.059986
0.54,0.68,0.074652
0.54,0.7,0.08849
0.54,0.72,0.101
0.54,0.74,0.11174
0.54,0.76,0.12035
0.54,0.78,0.12654
0.54,0.8,0.1301
0.54,0.82,0.13093
0.54,0.84,0.129
0.54,0.86,0.12436
0.54,0.88,0.11715
0.54,0.9,0.10754
0.54,0.92,0.095802
0.54,0.94,0.082203
0.54,0.96,0.067063
0.54,0.98,0.050709
0.54,1,0.033477
0.56,0,-0.06135
0.56,0.02,-0.025477
0.56,0.04,0.0085249
0.56,0.06,0.039974
0.56,0.08,0.068246
0.56,0.1,0.092801
0.56,0.12,0.1132
0.56,0.14,0.12912
0.56,0.16,0.14039
0.56,0.18,0.14696
0.56,0.2,0.14892
0.56,0.22,0.14653
0.56,0.24,0.14015
0.56,0.26,0.1303
0.56,0.28,0.11757
0.56,0.3,0.10263
0.56,0.32,0.086238
0.56,0.34,0.06914
0.56,0.36,0.052102
0.56,0.38,0.035852
0.56,0.4,0.021063
0.56,0.42,0.0083274
0.56,0.44,-0.0018668
0.56,0.46,-0.009148
0.56,0.48,-0.013274
0.56,0.5,-0.014136
0.56,0.52,-0.011761
0.56,0.54,-0.0063028
0.56,0.56,0.0019644
0.56,0.58,0.012664
0.56,0.6,0.025335
0.56,0.62,0.039451
0.56,0.64,0.054444
0.56,0.66,0.069729
0.56,0.68,0.084724
0.56,0.7,0.098873
0.56,0.72,0.11166
0.56,0.74,0.12265
0.56,0.76,0.13145
0.56,0.78,0.13776
0.56,0.8,0.1414
0.56,0.82,0.14223
0.56,0.84,0.14023
0.56,0.86,0.13546
0.56,0.88,0.12805
0.56,0.9,0.11818
0.56,0.92,0.10612
0.56,0.94,0.092145
0.56,0.96,0.076586
0.56,0.98,0.059776
0.56,1,0.042056
0.58,0,-0.052447
0.58,0.02,-0.01554
0.58,0.04,0.019435
0.58,0.06,0.051777
0.58,0.08,0.080846
0.58,0.1,0.10609
0.58,0.12,0.12706
0.58,0.14,0.14342
0.58,0.16,0.155
0.58,0.18,0.16174
0.58,0.2,0.16375
0.58,0.22,0.16128
0.58,0.24,0.15473
0.58,0.26,0.1446
0.58,0.28,0.13151
0.58,0.3,0.11616
0.58,0.32,0.099301
0.58,0.34,0.081726
0.58,0.36,0.064211
0.58,0.38,0.047508
0.58,0.4,0.032306
0.58,0.42,0.019213
0.58,0.44,0.0087327
0.58,0.46,0.0012464
0.58,0.48,-0.0029964
0.58,0.5,-0.0038844
0.58,0.52,-0.0014442
0.58,0.54,0.0041655
0.58,0.56,0.012664
0.58,0.58,0.023665
0.58,0.6,0.036693
0.58,0.62,0.051209
0.58,0.64,0.066628
0.58,0.66,0.082348
0.58,0.68,0.09777
0.58,0.7,0.11232
0.58,0.72,0.12548
0.58,0.74,0.13677
0.58,0.76,0.14582
0.58,0.78,0.15231
0.58,0.8,0.15603
0.58,0.82,0.15687
0.58,0.84,0.15479
0.58,0.86,0.14984
0.58,0.88,0.14217
0.58,0.9,0.13196
0.58,0.92,0.11948
0.58,0.94,0.10503
0.58,0.96,0.088923
0.58,0.98,0.071519
0.58,1,0.053167
0.6,0,-0.041911
0.6,0.02,-0.0037746
0.6,0.04,0.032355
0.6,0.06,0.065758
0.6,0.08,0.095775
0.6,0.1,0.12184
0.6,0.12,0.14348
0.6,0.14,0.16037
0.6,0.16,0.17231
0.6,0.18,0.17926
0.6,0.2,0.18133
0.6,0.22,0.17878
0.6,0.24,0.17201
0.6,0.26,0.16154
0.6,0.28,0.14803
0.6,0.3,0.13218
0.6,0.32,0.11478
0.6,0.34,0.096637
0.6,0.36,0.078558
0.6,0.38,0.061314
0.6,0.4,0.045621
0.6,0.42,0.032105
0.6,0.44,0.021284
0.6,0.46,0.013554
0.6,0.48,0.0091722
0.6,0.5,0.0082534
0.6,0.52,0.010771
0.6,0.54,0.016561
0.6,0.56,0.025335
0.6,0.58,0.036693
0.6,0.6,0.050147
0.6,0.62,0.065137
0.6,0.64,0.081062
0.6,0.66,0.097299
0.6,0.68,0.11323
0.6,0.7,0.12826
0.6,0.72,0.14185
0.6,0.74,0.15352
0.6,0.76,0.16285
0.6,0.78,0.16955
0.6,0.8,0.17338
0.6,0.82,0.17422
0.6,0.84,0.17204
0.6,0.86,0.16689
0.6,0.88,0.15891
0.6,0.9,0.1483
0.6,0.92,0.13532
0.6,0.94,0.12029
0.6,0.96,0.10354
0.6,0.98,0.085436
0.6,1,0.066334
0.62,0,-0.03018
0.62,0.02,0.0093291
0.62,0.04,0.04675
0.62,0.06,0.081338
0.62,0.08,0.11241
0.62,0.1,0.13939
0.62,0.12,0.16179
0.62,0.14,0.17926
0.62,0.16,0.19161
0.62,0.18,0.1988
0.62,0.2,0.20093
0.62,0.22,0.19829
0.62,0.24,0.19127
0.62,0.26,0.18044
0.62,0.28,0.16645
0.62,0.3,0.15004
0.62,0.32,0.13203
0.62,0.34,0.11326
0.62,0.36,0.094546
0.62,0.38,0.0767
0.62,0.4,0.060457
0.62,0.42,0.046467
0.62,0.44,0.035267
0.62,0.46,0.027264
0.62,0.48,0.022727
0.62,0.5,0.021774
0.62,0.52,0.024377
0.62,0.54,0.030369
0.62,0.56,0.039451
0.62,0.58,0.051209
0.62,0.6,0.065137
0.62,0.62,0.080658
0.62,0.64,0.097148
0.62,0.66,0.11396
0.62,0.68,0.13046
0.62,0.7,0.14603
0.62,0.72,0.1601
0.62,0.74,0.17218
0.62,0.76,0.18185
0.62,0.78,0.18877
0.62,0.8,0.19272
0.62,0.82,0.19357
0.62,0.84,0.19128
0.62,0.86,0.1859
0.62,0.88,0.17757
0.62,0.9,0.16651
0.62,0.92,0.15298
0.62,0.94,0.13731
0.62,0.96,0.11984
0.62,0.98,0.10095
0.62,1,0.081009
0.64,0,-0.017727
0.64,0.02,0.023244
0.64,0.04,0.062041
0.64,0.06,0.097892
0.64,0.08,0.1301
0.64,0.1,0.15804
0.64,0.12,0.18124
0.64,0.14,0.19934
0.64,0.16,0.21213
0.64,0.18,0.21957
0.64,0.2,0.22177
0.64,0.22,0.21902
0.64,0.24,0.21175
0.64,0.26,0.20052
0.64,0.28,0.18602
0.64,0.3,0.16903
0.64,0.32,0.15037
0.64,0.34,0.13092
0.64,0.36,0.11153
0.64,0.38,0.093045
0.64,0.4,0.076218
0.64,0.42,0.061723
0.64,0.44,0.050118
0.64,0.46,0.041826
0.64,0.48,0.037122
0.64,0.5,0.036133
0.64,0.52,0.038828
0.64,0.54,0.045035
0.64,0.56,0.054444
0.64,0.58,0.066628
0.64,0.6,0.081062
0.64,0.62,0.097148
0.64,0.64,0.11424
0.64,0.66,0.13167
0.64,0.68,0.14877
0.64,0.7,0.16491
0.64,0.72,0.1795
0.64,0.74,0.19202
0.64,0.76,0.20203
0.64,0.78,0.2092
0.64,0.8,0.21328
0.64,0.82,0.21414
0.64,0.84,0.21172
0.64,0.86,0.2061
0.64,0.88,0.19741
0.64,0.9,0.18586
0.64,0.92,0.17175
0.64,0.94,0.15539
0.64,0.96,0.13716
0.64,0.98,0.11743
0.64,1,0.096605
0.66,0,-0.0050375
0.66,0.02,0.037428
0.66,0.04,0.077629
0.66,0.06,0.11477
0.66,0.08,0.14813
0.66,0.1,0.17707
0.66,0.12,0.20109
0.66,0.14,0.21983
0.66,0.16,0.23306
0.66,0.18,0.24076
0.66,0.2,0.24303
0.66,0.22,0.24017
0.66,0.24,0.23264
0.66,0.26,0.22101
0.66,0.28,0.20599
0.66,0.3,0.18839
0.66,0.32,0.16907
0.66,0.34,0.14893
0.66,0.36,0.12886
0.66,0.38,0.10971
0.66,0.4,0.092287
0.66,0.42,0.077277
0.66,0.44,0.065258
0.66,0.46,0.056669
0.66,0.48,0.051797
0.66,0.5,0.050769
0.66,0.52,0.053559
0.66,0.54,0.059986
0.66,0.56,0.069729
0.66,0.58,0.082348
0.66,0.6,0.097299
0.66,0.62,0.11396
0.66,0.64,0.13167
0.66,0.66,0.14973
0.66,0.68,0.16745
0.66,0.7,0.18417
0.66,0.72,0.19929
0.66,0.74,0.21226
0.66,0.76,0.22263
0.66,0.78,0.23005
0.66,0.8,0.23426
0.66,0.82,0.23512
0.66,0.84,0.23258
0.66,0.86,0.22671
0.66,0.88,0.21764
0.66,0.9,0.20561
0.66,0.92,0.1909
0.66,0.94,0.17384
0.66,0.96,0.15483
0.66,0.98,0.13425
0.66,1,0.11251
0.68,0,0.0074068
0.68,0.02,0.051341
0.68,0.04,0.092922
0.68,0.06,0.13133
0.68,0.08,0.16582
0.68,0.1,0.19574
0.68,0.12,0.22057
0.68,0.14,0.23993
0.68,0.16,0.25361
0.68,0.18,0.26155
0.68,0.2,0.26389
0.68,0.22,0.26094
0.68,0.24,0.25314
0.68,0.26,0.24112
0.68,0.28,0.22559
0.68,0.3,0.2074
0.68,0.32,0.18743
0.68,0.34,0.1666
0.68,0.36,0.14586
0.68,0.38,0.12607
0.68,0.4,0.10805
0.68,0.42,0.092536
0.68,0.44,0.080111
0.68,0.46,0.07123
0.68,0.48,0.066191
0.68,0.5,0.065127
0.68,0.52,0.06801
0.68,0.54,0.074652
0.68,0.56,0.084724
0.68,0.58,0.09777
0.68,0.6,0.11323
0.68,0.62,0.13046
0.68,0.64,0.14877
0.68,0.66,0.16745
0.68,0.68,0.18578
0.68,0.7,0.20307
0.68,0.72,0.2187
0.68,0.74,0.23212
0.68,0.76,0.24284
0.68,0.78,0.2505
0.68,0.8,0.25484
0.68,0.82,0.25571
0.68,0.84,0.25306
0.68,0.86,0.24694
0.68,0.88,0.23751
0.68,0.9,0.22499
0.68,0.92,0.20969
0.68,0.94,0.19195
0.68,0.96,0.17217
0.68,0.98,0.15075
0.68,1,0.12812
0.7,0,0.019147
0.7,0.02,0.064467
0.7,0.04,0.10735
0.7,0.06,0.14696
0.7,0.08,0.18252
0.7,0.1,0.21336
0.7,0.12,0.23895
0.7,0.14,0.2589
0.7,0.16,0.27299
0.7,0.18,0.28118
0.7,0.2,0.28359
0.7,0.22,0.28053
0.7,0.24,0.27249
0.7,0.26,0.26009
0.7,0.28,0.24409
0.7,0.3,0.22533
0.7,0.32,0.20475
0.7,0.34,0.18328
0.7,0.36,0.1619
0.7,0.38,0.1415
0.7,0.4,0.12293
0.7,0.42,0.10693
0.7,0.44,0.094125
0.7,0.46,0.084969
0.7,0.48,0.079773
0.7,0.5,0.078675
0.7,0.52,0.081644
0.7,0.54,0.08849
0.7,0.56,0.098873
0.7,0.58,0.11232
0.7,0.6,0.12826
0.7,0.62,0.14603
0.7,0.64,0.16491
0.7,0.66,0.18417
0.7,0.68,0.20307
0.7,0.7,0.22091
0.7,0.72,0.23703
0.7,0.74,0.25086
0.7,0.76,0.26191
0.7,0.78,0.26981
0.7,0.8,0.27427
0.7,0.82,0.27514
0.7,0.84,0.27238
0.7,0.86,0.26603
0.7,0.88,0.25625
0.7,0.9,0.24328
0.7,0.92,0.22742
0.7,0.94,0.20904
0.7,0.96,0.18853
0.7,0.98,0.16632
0.7,1,0.14285
0.72,0,0.029764
0.72,0.02,0.076336
0.72,0.04,0.1204
0.72,0.06,0.16109
0.72,0.08,0.19761
0.72,0.1,0.22929
0.72,0.12,0.25557
0.72,0.14,0.27605
0.72,0.16,0.29052
0.72,0.18,0.29892
0.72,0.2,0.30138
0.72,0.22,0.29824
0.72,0.24,0.28998
0.72,0.26,0.27724
0.72,0.28,0.26081
0.72,0.3,0.24154
0.72,0.32,0.2204
0.72,0.34,0.19836
0.72,0.36,0.1764
0.72,0.38,0.15545
0.72,0.4,0.13638
0.72,0.42,0.11995
0.72,0.44,0.10679
0.72,0.46,0.097391
0.72,0.48,0.092053
0.72,0.5,0.090923
0.72,0.52,0.093971
0.72,0.54,0.101
0.72,0.56,0.11166
0.72,0.58,0.12548
0.72,0.6,0.14185
0.72,0.62,0.1601
0.72,0.64,0.1795
0.72,0.66,0.19929
0.72,0.68,0.2187
0.72,0.7,0.23703
0.72,0.72,0.25359
0.72,0.74,0.2678
0.72,0.76,0.27915
0.72,0.78,0.28726
0.72,0.8,0.29183
0.72,0.82,0.29271
0.72,0.84,0.28984
0.72,0.86,0.28328
0.72,0.88,0.27319
0.72,0.9,0.25981
0.72,0.92,0.24345
0.72,0.94,0.22448
0.72,0.96,0.20332
0.72,0.98,0.1804
0.72,1,0.15616
0.74,0,0.038887
0.74,0.02,0.08653
0.74,0.04,0.1316
0.74,0.06,0.17321
0.74,0.08,0.21056
0.74,0.1,0.24295
0.74,0.12,0.26982
0.74,0.14,0.29076
0.74,0.16,0.30555
0.74,0.18,0.31413
0.74,0.2,0.31665
0.74,0.22,0.31343
0.74,0.24,0.30498
0.74,0.26,0.29195
0.74,0.28,0.27515
0.74,0.3,0.25545
0.74,0.32,0.23383
0.74,0.34,0.2113
0.74,0.36,0.18884
0.74,0.38,0.16742
0.74,0.4,0.14792
0.74,0.42,0.13113
0.74,0.44,0.11767
0.74,0.46,0.10806
0.74,0.48,0.1026
0.74,0.5,0.10144
0.74,0.52,0.10456
0.74,0.54,0.11174
0.74,0.56,0.12265
0.74,0.58,0.13677
0.74,0.6,0.15352
0.74,0.62,0.17218
0.74,0.64,0.19202
0.74,0.66,0.21226
0.74,0.68,0.23212
0.74,0.7,0.25086
0.74,0.72,0.2678
0.74,0.74,0.28233
0.74,0.76,0.29394
0.74,0.78,0.30222
0.74,0.8,0.30689
0.74,0.82,0.30777
0.74,0.84,0.30482
0.74,0.86,0.29808
0.74,0.88,0.28772
0.74,0.9,0.27399
0.74,0.92,0.2572
0.74,0.94,0.23773
0.74,0.96,0.21601
0.74,0.98,0.19247
0.74,1,0.16759
0.76,0,0.046212
0.76,0.02,0.094704
0.76,0.04,0.14057
0.76,0.06,0.18292
0.76,0.08,0.22092
0.76,0.1,0.25387
0.76,0.12,0.28121
0.76,0.14,0.30251
0.76,0.16,0.31755
0.76,0.18,0.32628
0.76,0.2,0.32883
0.76,0.22,0.32556
0.76,0.24,0.31696
0.76,0.26,0.3037
0.76,0.28,0.2866
0.76,0.3,0.26656
0.76,0.32,0.24457
0.76,0.34,0.22164
0.76,0.36,0.19879
0.76,0.38,0.177
0.76,0.4,0.15717
0.76,0.42,0.14008
0.76,0.44,0.12639
0.76,0.46,0.11661
0.76,0.48,0.11105
0.76,0.5,0.10987
0.76,0.52,0.11304
0.76,0.54,0.12035
0.76,0.56,0.13145
0.76,0.58,0.14582
0.76,0.6,0.16285
0.76,0.62,0.18185
0.76,0.64,0.20203
0.76,0.66,0.22263
0.76,0.68,0.24284
0.76,0.7,0.26191
0.76,0.72,0.27915
0.76,0.74,0.29394
0.76,0.76,0.30575
0.76,0.78,0.31417
0.76,0.8,0.31891
0.76,0.82,0.3198
0.76,0.84,0.31678
0.76,0.86,0.3099
0.76,0.88,0.29933
0.76,0.9,0.28531
0.76,0.92,0.26818
0.76,0.94,0.24831
0.76,0.96,0.22614
0.76,0.98,0.20212
0.76,1,0.17672
0.78,0,0.051502
0.78,0.02,0.10059
0.78,0.04,0.14701
0.78,0.06,0.18987
0.78,0.08,0.22833
0.78,0.1,0.26168
0.78,0.12,0.28934
0.78,0.14,0.31089
0.78,0.16,0.32611
0.78,0.18,0.33493
0.78,0.2,0.33752
0.78,0.22,0.3342
0.78,0.24,0.3255
0.78,0.26,0.31208
0.78,0.28,0.29478
0.78,0.3,0.2745
0.78,0.32,0.25224
0.78,0.34,0.22904
0.78,0.36,0.20592
0.78,0.38,0.18387
0.78,0.4,0.1638
0.78,0.42,0.1465
0.78,0.44,0.13265
0.78,0.46,0.12275
0.78,0.48,0.11713
0.78,0.5,0.11593
0.78,0.52,0.11914
0.78,0.54,0.12654
0.78,0.56,0.13776
0.78,0.58,0.15231
0.78,0.6,0.16955
0.78,0.62,0.18877
0.78,0.64,0.2092
0.78,0.66,0.23005
0.78,0.68,0.2505
0.78,0.7,0.26981
0.78,0.72,0.28726
0.78,0.74,0.30222
0.78,0.76,0.31417
0.78,0.78,0.3227
0.78,0.8,0.32749
0.78,0.82,0.32838
0.78,0.84,0.3253
0.78,0.86,0.31832
0.78,0.88,0.3076
0.78,0.9,0.29339
0.78,0.92,0.27601
0.78,0.94,0.25586
0.78,0.96,0.23338
0.78,0.98,0.20902
0.78,1,0.18324
0.8,0,0.054593
0.8,0.02,0.10399
0.8,0.04,0.15071
0.8,0.06,0.19384
0.8,0.08,0.23254
0.8,0.1,0.2661
0.8,0.12,0.29393
0.8,0.14,0.31561
0.8,0.16,0.33092
0.8,0.18,0.3398
0.8,0.2,0.3424
0.8,0.22,0.33906
0.8,0.24,0.3303
0.8,0.26,0.3168
0.8,0.28,0.29939
0.8,0.3,0.27898
0.8,0.32,0.25659
0.8,0.34,0.23324
0.8,0.36,0.20998
0.8,0.38,0.18779
0.8,0.4,0.16759
0.8,0.42,0.15019
0.8,0.44,0.13626
0.8,0.46,0.12629
0.8,0.48,0.12063
0.8,0.5,0.11943
0.8,0.52,0.12266
0.8,0.54,0.1301
0.8,0.56,0.1414
0.8,0.58,0.15603
0.8,0.6,0.17338
0.8,0.62,0.19272
0.8,0.64,0.21328
0.8,0.66,0.23426
0.8,0.68,0.25484
0.8,0.7,0.27427
0.8,0.72,0.29183
0.8,0.74,0.30689
0.8,0.76,0.31891
0.8,0.78,0.32749
0.8,0.8,0.33231
0.8,0.82,0.3332
0.8,0.84,0.33009
0.8,0.86,0.32306
0.8,0.88,0.31225
0.8,0.9,0.29793
0.8,0.92,0.28042
0.8,0.94,0.26012
0.8,0.96,0.23747
0.8,0.98,0.21291
0.8,1,0.18694
0.82,0,0.055399
0.82,0.02,0.10482
0.82,0.04,0.15155
0.82,0.06,0.19469
0.82,0.08,0.2334
0.82,0.1,0.26697
0.82,0.12,0.29481
0.82,0.14,0.3165
0.82,0.16,0.33181
0.82,0.18,0.34069
0.82,0.2,0.34329
0.82,0.22,0.33995
0.82,0.24,0.33118
0.82,0.26,0.31768
0.82,0.28,0.30026
0.82,0.3,0.27985
0.82,0.32,0.25745
0.82,0.34,0.2341
0.82,0.36,0.21083
0.82,0.38,0.18864
0.82,0.4,0.16843
0.82,0.42,0.15103
0.82,0.44,0.13709
0.82,0.46,0.12712
0.82,0.48,0.12146
0.82,0.5,0.12026
0.82,0.52,0.12348
0.82,0.54,0.13093
0.82,0.56,0.14223
0.82,0.58,0.15687
0.82,0.6,0.17422
0.82,0.62,0.19357
0.82,0.64,0.21414
0.82,0.66,0.23512
0.82,0.68,0.25571
0.82,0.7,0.27514
0.82,0.72,0.29271
0.82,0.74,0.30777
0.82,0.76,0.3198
0.82,0.78,0.32838
0.82,0.8,0.3332
0.82,0.82,0.33408
0.82,0.84,0.33097
0.82,0.86,0.32393
0.82,0.88,0.31311
0.82,0.9,0.29878
0.82,0.92,0.28125
0.82,0.94,0.26093
0.82,0.96,0.23825
0.82,0.98,0.21368
0.82,1,0.18767
0.84,0,0.053905
0.84,0.02,0.10304
0.84,0.04,0.1495
0.84,0.06,0.19239
0.84,0.08,0.23088
0.84,0.1,0.26425
0.84,0.12,0.29193
0.84,0.14,0.31349
0.84,0.16,0.32872
0.84,0.18,0.33754
0.84,0.2,0.34013
0.84,0.22,0.33681
0.84,0.24,0.32809
0.84,0.26,0.31467
